c,margin_cap,conf_gap,max_rows,require_meta_or_cav,protect_all_logic,oof_qwk,oof_lift_vs_step25,test_l1,changed,improved,worsened,mean_delta_abs_error,protected_demotions,public_changed,private_changed,pub_dist,pri_dist
2.0,0.015,0.1,8,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,8,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,10,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,10,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,10,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,12,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,12,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,12,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,3,False,False,0.6614930206514518,0.0002324622722188474,0.14555200938628546,3,2,1,0.3333333333333333,1,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,4,False,False,0.6614930206514518,0.0002324622722188474,0.14555200938628546,3,2,1,0.3333333333333333,1,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,5,False,False,0.6614930206514518,0.0002324622722188474,0.14555200938628546,3,2,1,0.3333333333333333,1,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,6,False,False,0.6614930206514518,0.0002324622722188474,0.14555200938628546,3,2,1,0.3333333333333333,1,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,8,False,False,0.6614930206514518,0.0002324622722188474,0.14555200938628546,3,2,1,0.3333333333333333,1,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,10,False,False,0.6614930206514518,0.0002324622722188474,0.14555200938628546,3,2,1,0.3333333333333333,1,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,12,False,False,0.6614930206514518,0.0002324622722188474,0.14555200938628546,3,2,1,0.3333333333333333,1,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,3,False,False,0.6614930206514518,0.0002324622722188474,0.14555200938628549,3,2,1,0.3333333333333333,1,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,4,False,True,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,4,True,True,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,4,True,False,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,5,False,True,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,5,True,True,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,5,True,False,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,6,False,True,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,6,True,True,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,6,True,False,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,8,False,True,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,8,True,True,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,8,True,False,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,10,False,True,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,10,True,True,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,10,True,False,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,12,False,True,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,12,True,True,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,12,True,False,0.6614513816859877,0.00019082330675479486,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.025,0.08,4,False,True,0.6614481059074934,0.00018754752826044552,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.025,0.08,4,False,False,0.6614481059074934,0.00018754752826044552,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.025,0.08,4,True,True,0.6614481059074934,0.00018754752826044552,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.025,0.08,4,True,False,0.6614481059074934,0.00018754752826044552,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.08,4,False,True,0.6614481059074934,0.00018754752826044552,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.08,4,True,True,0.6614481059074934,0.00018754752826044552,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.08,4,True,False,0.6614481059074934,0.00018754752826044552,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,6,False,True,0.6614421788021424,0.00018162042290947866,0.14555200938628549,6,4,2,0.3333333333333333,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,6,True,True,0.6614421788021424,0.00018162042290947866,0.14555200938628549,6,4,2,0.3333333333333333,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,6,True,False,0.6614421788021424,0.00018162042290947866,0.14555200938628549,6,4,2,0.3333333333333333,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,8,False,True,0.6614421788021424,0.00018162042290947866,0.14555200938628549,6,4,2,0.3333333333333333,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,8,True,True,0.6614421788021424,0.00018162042290947866,0.14555200938628549,6,4,2,0.3333333333333333,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,8,True,False,0.6614421788021424,0.00018162042290947866,0.14555200938628549,6,4,2,0.3333333333333333,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,10,False,True,0.6614421788021424,0.00018162042290947866,0.14555200938628549,6,4,2,0.3333333333333333,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,10,True,True,0.6614421788021424,0.00018162042290947866,0.14555200938628549,6,4,2,0.3333333333333333,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,10,True,False,0.6614421788021424,0.00018162042290947866,0.14555200938628549,6,4,2,0.3333333333333333,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,12,False,True,0.6614421788021424,0.00018162042290947866,0.14555200938628549,6,4,2,0.3333333333333333,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,12,True,True,0.6614421788021424,0.00018162042290947866,0.14555200938628549,6,4,2,0.3333333333333333,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,12,True,False,0.6614421788021424,0.00018162042290947866,0.14555200938628549,6,4,2,0.3333333333333333,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.1,4,False,True,0.6613805293040728,0.00011997092483984062,0.14555200938628546,4,3,1,0.5,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.1,4,False,False,0.6613805293040728,0.00011997092483984062,0.14555200938628546,4,3,1,0.5,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.1,4,True,True,0.6613805293040728,0.00011997092483984062,0.14555200938628546,4,3,1,0.5,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.1,4,True,False,0.6613805293040728,0.00011997092483984062,0.14555200938628546,4,3,1,0.5,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.1,4,False,True,0.6613805293040728,0.00011997092483984062,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.1,4,False,False,0.6613805293040728,0.00011997092483984062,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.1,4,True,True,0.6613805293040728,0.00011997092483984062,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.1,4,True,False,0.6613805293040728,0.00011997092483984062,0.14555200938628549,4,3,1,0.5,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.04,0.14,3,False,True,0.6613513648880507,9.080650881776453e-05,0.14555200938628546,3,2,1,0.3333333333333333,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
2.0,0.04,0.14,3,False,False,0.6613513648880507,9.080650881776453e-05,0.14555200938628546,3,2,1,0.3333333333333333,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
2.0,0.04,0.14,3,True,True,0.6613513648880507,9.080650881776453e-05,0.14555200938628546,3,2,1,0.3333333333333333,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
2.0,0.04,0.14,3,True,False,0.6613513648880507,9.080650881776453e-05,0.14555200938628546,3,2,1,0.3333333333333333,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.06,0.14,4,False,True,0.6613130092474502,5.245086821725753e-05,0.14555200938628549,4,2,2,0.0,0,1,1,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
