c,margin_cap,conf_gap,max_rows,require_meta_or_cav,protect_all_logic,oof_qwk,oof_lift_vs_step25,test_l1,changed,improved,worsened,mean_delta_abs_error,protected_demotions,public_changed,private_changed,pub_dist,pri_dist
1.0,0.015,0.08,10,False,False,0.6615362208085671,0.00027566242933418916,0.1483452904420273,9,5,4,0.1111111111111111,3,2,1,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,12,False,False,0.6615362208085671,0.00027566242933418916,0.1483452904420273,9,5,4,0.1111111111111111,3,2,1,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,3,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,3,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,3,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,4,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,4,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,4,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,5,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,5,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,5,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,6,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,6,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,6,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,8,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,8,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,8,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,10,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,10,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,10,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,12,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,12,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,12,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628546,2,2,0,1.0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,3,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,3,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,3,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,4,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,4,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,4,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,5,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,5,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,5,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,6,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,6,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,6,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,8,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,8,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,8,True,False,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,10,False,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,10,True,True,0.6615314029577583,0.00027084457852533106,0.14555200938628549,2,2,0,1.0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
