name,w_qwen14b,w_e5,w_scincl,w_specter,w_ridge,oof_qwk,oof_round_qwk,test_l1,thresholds,pub_dist,pri_dist
q0p08_e50p51_sc0p23_sp0p18_r0p00,0.08,0.506,0.23,0.184,0.0,0.6660601197655938,0.6517161064341344,0.14498958574404075,"1.884163,2.486116,3.237253,4.101402","{1: 124, 2: 58, 3: 56, 4: 37, 5: 23}","{1: 135, 2: 63, 3: 44, 4: 34, 5: 22}"
q0p08_e50p41_sc0p32_sp0p18_r0p00,0.08,0.414,0.322,0.184,0.0,0.6629281126599664,0.6507286783267883,0.14834529044202732,"1.884856,2.499815,3.224667,4.114478","{1: 124, 2: 59, 3: 57, 4: 38, 5: 20}","{1: 136, 2: 63, 3: 45, 4: 33, 5: 21}"
q0p08_e50p46_sc0p23_sp0p18_r0p05,0.08,0.46,0.23,0.184,0.046,0.668194221585741,0.65417694283666,0.15170099514001392,"1.899878,2.496207,3.233137,4.073986","{1: 124, 2: 59, 3: 57, 4: 36, 5: 22}","{1: 137, 2: 61, 3: 47, 4: 31, 5: 22}"
q0p08_e50p41_sc0p28_sp0p18_r0p05,0.08,0.414,0.276,0.184,0.046,0.6660299915502139,0.6501268195014196,0.14555200938628549,"1.881508,2.492612,3.200182,4.025936","{1: 124, 2: 59, 3: 56, 4: 36, 5: 23}","{1: 135, 2: 64, 3: 45, 4: 29, 5: 25}"
q0p08_e50p37_sc0p32_sp0p18_r0p05,0.08,0.368,0.322,0.184,0.046,0.6659228496421954,0.6489956043200007,0.15226341878225863,"1.892622,2.494561,3.216816,4.058094","{1: 124, 2: 59, 3: 59, 4: 34, 5: 22}","{1: 137, 2: 64, 3: 42, 4: 33, 5: 22}"
q0p08_e50p41_sc0p23_sp0p23_r0p05,0.08,0.414,0.23,0.23,0.046,0.6661308573707505,0.6522946614412533,0.1584124045359871,"1.901100,2.498645,3.233589,4.065187","{1: 125, 2: 59, 3: 57, 4: 34, 5: 23}","{1: 138, 2: 61, 3: 46, 4: 31, 5: 22}"
q0p08_e50p37_sc0p28_sp0p23_r0p05,0.08,0.368,0.276,0.23,0.046,0.6646774945864959,0.649153470310599,0.15841240453598707,"1.899284,2.494653,3.217421,4.020911","{1: 126, 2: 57, 3: 57, 4: 35, 5: 23}","{1: 137, 2: 62, 3: 45, 4: 30, 5: 24}"
q0p08_e50p46_sc0p18_sp0p18_r0p09,0.08,0.46,0.184,0.184,0.092,0.6670317722351764,0.6488644533318735,0.17239764697017806,"1.915655,2.517260,3.230630,4.067329","{1: 124, 2: 65, 3: 52, 4: 35, 5: 22}","{1: 137, 2: 64, 3: 49, 4: 26, 5: 22}"
q0p08_e50p37_sc0p28_sp0p18_r0p09,0.08,0.368,0.276,0.184,0.092,0.6658571895264902,0.6466424300912976,0.1695855287589544,"1.912064,2.503969,3.215840,4.011010","{1: 126, 2: 57, 3: 59, 4: 33, 5: 23}","{1: 138, 2: 62, 3: 48, 4: 26, 5: 24}"
q0p10_e50p45_sc0p27_sp0p18_r0p00,0.1,0.45,0.27,0.18,0.0,0.6639706852495662,0.6530778043016393,0.15841240453598707,"1.884685,2.515078,3.255958,4.103458","{1: 125, 2: 59, 3: 57, 4: 34, 5: 23}","{1: 138, 2: 61, 3: 45, 4: 32, 5: 22}"
q0p10_e50p49_sc0p23_sp0p18_r0p00,0.1,0.495,0.225,0.18,0.0,0.6626483655633515,0.6517239741683021,0.1858204657621244,"1.889928,2.554227,3.316231,4.159266","{1: 127, 2: 63, 3: 52, 4: 36, 5: 20}","{1: 138, 2: 66, 3: 46, 4: 27, 5: 21}"
q0p10_e50p41_sc0p32_sp0p18_r0p00,0.1,0.405,0.315,0.18,0.0,0.6643432363994872,0.6545706710265533,0.14555200938628549,"1.874722,2.498199,3.244244,4.108555","{1: 125, 2: 58, 3: 59, 4: 34, 5: 22}","{1: 134, 2: 65, 3: 45, 4: 33, 5: 21}"
q0p10_e50p45_sc0p23_sp0p18_r0p04,0.1,0.45,0.225,0.18,0.045,0.6668506384214573,0.6529841766156423,0.1483452904420273,"1.881682,2.498040,3.221314,4.058224","{1: 123, 2: 60, 3: 57, 4: 35, 5: 23}","{1: 137, 2: 61, 3: 47, 4: 31, 5: 22}"
q0p10_e50p41_sc0p27_sp0p18_r0p04,0.1,0.405,0.27,0.18,0.045,0.6669348864083485,0.6499733991998949,0.16512381393196024,"1.901649,2.489789,3.209347,4.012031","{1: 127, 2: 56, 3: 57, 4: 35, 5: 23}","{1: 138, 2: 61, 3: 45, 4: 29, 5: 25}"
q0p10_e50p36_sc0p32_sp0p18_r0p04,0.1,0.36,0.315,0.18,0.045,0.6646209784497332,0.6482329154711169,0.15951841466499467,"1.894085,2.499334,3.225603,4.062782","{1: 126, 2: 57, 3: 59, 4: 34, 5: 22}","{1: 137, 2: 63, 3: 46, 4: 30, 5: 22}"
q0p10_e50p41_sc0p23_sp0p23_r0p04,0.1,0.405,0.225,0.225,0.045,0.6648740503681172,0.6516586603082861,0.16568623757420492,"1.893721,2.518190,3.244680,4.078550","{1: 125, 2: 62, 3: 54, 4: 34, 5: 23}","{1: 137, 2: 64, 3: 46, 4: 30, 5: 21}"
q0p10_e50p36_sc0p27_sp0p23_r0p04,0.1,0.36,0.27,0.225,0.045,0.6657161366175004,0.6496572498301213,0.16176810923397367,"1.899772,2.496935,3.215378,4.040881","{1: 126, 2: 57, 3: 57, 4: 35, 5: 23}","{1: 138, 2: 62, 3: 44, 4: 32, 5: 22}"
q0p10_e50p45_sc0p18_sp0p18_r0p09,0.1,0.45,0.18,0.18,0.09,0.6680983562650671,0.6487146189026376,0.14890771408427206,"1.896526,2.499295,3.206236,4.046684","{1: 123, 2: 61, 3: 54, 4: 38, 5: 22}","{1: 136, 2: 63, 3: 47, 4: 28, 5: 24}"
q0p10_e50p36_sc0p27_sp0p18_r0p09,0.1,0.36,0.27,0.18,0.09,0.6681917153285555,0.6467351022322526,0.15841240453598707,"1.904232,2.498165,3.204501,4.012482","{1: 126, 2: 57, 3: 57, 4: 35, 5: 23}","{1: 137, 2: 63, 3: 47, 4: 27, 5: 24}"
q0p12_e50p44_sc0p26_sp0p18_r0p00,0.12,0.44,0.264,0.176,0.0,0.6639213847516185,0.6526740907832878,0.1662298240609678,"1.892462,2.525510,3.271639,4.116036","{1: 127, 2: 58, 3: 57, 4: 35, 5: 21}","{1: 138, 2: 62, 3: 48, 4: 29, 5: 21}"
q0p12_e50p48_sc0p22_sp0p18_r0p00,0.12,0.484,0.22,0.176,0.0,0.6651543185567719,0.6515858517591258,0.14555200938628549,"1.860476,2.499263,3.233434,4.115072","{1: 122, 2: 61, 3: 55, 4: 38, 5: 22}","{1: 133, 2: 66, 3: 44, 4: 33, 5: 22}"
q0p12_e50p40_sc0p31_sp0p18_r0p00,0.12,0.396,0.308,0.176,0.0,0.6654957689876355,0.6520457460875639,0.16512381393196024,"1.888354,2.494721,3.230538,4.117172","{1: 127, 2: 56, 3: 57, 4: 37, 5: 21}","{1: 138, 2: 61, 3: 45, 4: 33, 5: 21}"
q0p12_e50p44_sc0p22_sp0p18_r0p04,0.12,0.44,0.22,0.176,0.044,0.6665681802956429,0.6510451676098288,0.15841240453598707,"1.897466,2.498742,3.215635,4.037491","{1: 125, 2: 58, 3: 57, 4: 35, 5: 23}","{1: 138, 2: 61, 3: 46, 4: 29, 5: 24}"
q0p12_e50p40_sc0p26_sp0p18_r0p04,0.12,0.396,0.264,0.176,0.044,0.6672752257704495,0.6500863800693135,0.1517009951400139,"1.878463,2.484349,3.205278,4.020071","{1: 125, 2: 58, 3: 57, 4: 35, 5: 23}","{1: 136, 2: 63, 3: 45, 4: 30, 5: 24}"
q0p12_e50p35_sc0p31_sp0p18_r0p04,0.12,0.352,0.308,0.176,0.044,0.6654048135221273,0.6485081431935449,0.16958552875895436,"1.903235,2.507783,3.237322,4.077019","{1: 127, 2: 56, 3: 59, 4: 34, 5: 22}","{1: 138, 2: 62, 3: 47, 4: 30, 5: 21}"
q0p12_e50p40_sc0p22_sp0p22_r0p04,0.12,0.396,0.22,0.22,0.044,0.6665127495821539,0.6505485106663041,0.16233053287621835,"1.889591,2.517695,3.241908,4.125984","{1: 126, 2: 61, 3: 54, 4: 36, 5: 21}","{1: 137, 2: 63, 3: 47, 4: 30, 5: 21}"
q0p12_e50p35_sc0p26_sp0p22_r0p04,0.12,0.352,0.264,0.22,0.044,0.6666736943398869,0.6489256604474443,0.16176810923397367,"1.899535,2.490376,3.223405,4.078850","{1: 126, 2: 57, 3: 57, 4: 36, 5: 22}","{1: 138, 2: 62, 3: 45, 4: 32, 5: 21}"
q0p12_e50p44_sc0p18_sp0p18_r0p09,0.12,0.44,0.176,0.176,0.088,0.6685285648904589,0.6494374729663503,0.15505669983800047,"1.901876,2.496587,3.194904,4.029158","{1: 125, 2: 59, 3: 51, 4: 40, 5: 23}","{1: 137, 2: 61, 3: 47, 4: 29, 5: 24}"
q0p12_e50p35_sc0p26_sp0p18_r0p09,0.12,0.352,0.264,0.176,0.088,0.6688683055478724,0.6488469085330457,0.1584124045359871,"1.903589,2.491364,3.196592,3.996728","{1: 126, 2: 57, 3: 57, 4: 35, 5: 23}","{1: 137, 2: 63, 3: 47, 4: 26, 5: 25}"
q0p15_e50p42_sc0p26_sp0p17_r0p00,0.15,0.425,0.255,0.17,0.0,0.6664406373690257,0.6537587877715882,0.17239764697017812,"1.889696,2.535174,3.280805,4.135471","{1: 128, 2: 60, 3: 54, 4: 36, 5: 20}","{1: 137, 2: 65, 3: 47, 4: 28, 5: 21}"
q0p15_e50p47_sc0p21_sp0p17_r0p00,0.15,0.4675,0.2125,0.17,0.0,0.6660711685431626,0.6523770081693232,0.16958552875895438,"1.880346,2.499902,3.260402,4.143915","{1: 126, 2: 57, 3: 57, 4: 38, 5: 20}","{1: 138, 2: 61, 3: 50, 4: 28, 5: 21}"
q0p15_e50p38_sc0p30_sp0p17_r0p00,0.15,0.3825,0.2975,0.17,0.0,0.6665461626986251,0.6523025426104262,0.15505669983800044,"1.868679,2.499579,3.242865,4.115162","{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 136, 2: 63, 3: 47, 4: 31, 5: 21}"
q0p15_e50p42_sc0p21_sp0p17_r0p04,0.15,0.425,0.2125,0.17,0.0425,0.6649840795702218,0.6517420439763615,0.17183522332793333,"1.902381,2.524189,3.246370,4.093498","{1: 129, 2: 59, 3: 53, 4: 36, 5: 21}","{1: 138, 2: 62, 3: 49, 4: 28, 5: 21}"
q0p15_e50p38_sc0p26_sp0p17_r0p04,0.15,0.3825,0.255,0.17,0.0425,0.6654297709993536,0.6503442226877449,0.17294123345694093,"1.894772,2.518468,3.260782,4.082984","{1: 128, 2: 57, 3: 58, 4: 33, 5: 22}","{1: 137, 2: 63, 3: 49, 4: 28, 5: 21}"
q0p15_e50p34_sc0p30_sp0p17_r0p04,0.15,0.34,0.2975,0.17,0.0425,0.6665377300955109,0.6509115450360827,0.17294123345694098,"1.898260,2.493825,3.236202,4.060905","{1: 128, 2: 55, 3: 58, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 48, 4: 30, 5: 21}"
q0p15_e50p38_sc0p21_sp0p21_r0p04,0.15,0.3825,0.2125,0.2125,0.0425,0.6645675235292362,0.6509094360236207,0.17854663272390653,"1.908212,2.524470,3.238581,4.072109","{1: 130, 2: 57, 3: 53, 4: 35, 5: 23}","{1: 139, 2: 61, 3: 47, 4: 30, 5: 21}"
q0p15_e50p34_sc0p26_sp0p21_r0p04,0.15,0.34,0.255,0.2125,0.0425,0.6666319513356009,0.6504813550348607,0.17183522332793336,"1.899116,2.524704,3.254920,4.072657","{1: 128, 2: 59, 3: 56, 4: 33, 5: 22}","{1: 139, 2: 62, 3: 48, 4: 28, 5: 21}"
q0p15_e50p42_sc0p17_sp0p17_r0p09,0.15,0.425,0.17,0.17,0.085,0.6676581167123627,0.6478433200930418,0.15616270996700804,"1.888425,2.497634,3.208212,4.037104","{1: 124, 2: 60, 3: 55, 4: 36, 5: 23}","{1: 137, 2: 61, 3: 51, 4: 26, 5: 23}"
q0p15_e50p34_sc0p26_sp0p17_r0p09,0.15,0.34,0.255,0.17,0.085,0.6685144903813742,0.6505310775586106,0.1617681092339737,"1.908819,2.495701,3.215213,4.026372","{1: 127, 2: 56, 3: 57, 4: 36, 5: 22}","{1: 137, 2: 63, 3: 47, 4: 28, 5: 23}"
q0p18_e50p41_sc0p25_sp0p16_r0p00,0.18,0.41,0.246,0.164,0.0,0.666994330645316,0.6551552817713369,0.14890771408427203,"1.867460,2.499587,3.248743,4.108599","{1: 125, 2: 59, 3: 56, 4: 36, 5: 22}","{1: 135, 2: 64, 3: 48, 4: 30, 5: 21}"
q0p18_e50p45_sc0p20_sp0p16_r0p00,0.18,0.451,0.205,0.164,0.0,0.6657399258197484,0.6542034195714648,0.16904194227219155,"1.879364,2.533476,3.274366,4.154379","{1: 127, 2: 61, 3: 53, 4: 37, 5: 20}","{1: 138, 2: 63, 3: 48, 4: 28, 5: 21}"
q0p18_e50p37_sc0p29_sp0p16_r0p00,0.18,0.369,0.287,0.164,0.0,0.667417979832327,0.652663248871094,0.16176810923397367,"1.878673,2.497055,3.251131,4.097967","{1: 127, 2: 58, 3: 56, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 48, 4: 30, 5: 21}"
q0p18_e50p41_sc0p20_sp0p16_r0p04,0.18,0.41,0.205,0.164,0.041,0.6687080594553741,0.6517501245050332,0.14834529044202732,"1.877258,2.494793,3.216012,4.052900","{1: 124, 2: 59, 3: 55, 4: 37, 5: 23}","{1: 136, 2: 63, 3: 48, 4: 28, 5: 23}"
q0p18_e50p37_sc0p25_sp0p16_r0p04,0.18,0.369,0.246,0.164,0.041,0.6686108182694146,0.6512145534210805,0.16287411936298124,"1.879909,2.499506,3.219170,4.050888","{1: 127, 2: 56, 3: 57, 4: 35, 5: 23}","{1: 137, 2: 62, 3: 48, 4: 28, 5: 23}"
q0p18_e50p33_sc0p29_sp0p16_r0p04,0.18,0.328,0.287,0.164,0.041,0.6671610251922038,0.6516022044675165,0.15951841466499467,"1.900279,2.499287,3.236321,4.062316","{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 48, 4: 30, 5: 21}"
q0p18_e50p37_sc0p20_sp0p20_r0p04,0.18,0.369,0.205,0.205,0.041,0.66741233879418,0.6495072716186716,0.17519092802591996,"1.895399,2.497959,3.219560,4.079008","{1: 130, 2: 54, 3: 54, 4: 38, 5: 22}","{1: 138, 2: 61, 3: 48, 4: 30, 5: 21}"
q0p18_e50p33_sc0p25_sp0p20_r0p04,0.18,0.328,0.246,0.205,0.041,0.6688241745304628,0.651450906512075,0.1684795186299468,"1.896268,2.489249,3.219223,4.071545","{1: 128, 2: 57, 3: 55, 4: 36, 5: 22}","{1: 138, 2: 61, 3: 47, 4: 31, 5: 21}"
q0p18_e50p41_sc0p16_sp0p16_r0p08,0.18,0.41,0.164,0.164,0.082,0.6704728193451469,0.6471137476260016,0.15226341878225863,"1.880297,2.495824,3.205088,4.056781","{1: 126, 2: 59, 3: 53, 4: 37, 5: 23}","{1: 134, 2: 65, 3: 50, 4: 27, 5: 22}"
q0p18_e50p33_sc0p25_sp0p16_r0p08,0.18,0.328,0.246,0.164,0.082,0.6707613460991183,0.6494917851516666,0.17519092802591996,"1.913645,2.498958,3.209591,4.026779","{1: 129, 2: 56, 3: 55, 4: 36, 5: 22}","{1: 139, 2: 61, 3: 47, 4: 29, 5: 22}"
q0p20_e50p40_sc0p24_sp0p16_r0p00,0.2,0.4,0.24,0.16,0.0,0.6687515017365535,0.6550398978250767,0.14890771408427206,"1.860439,2.497102,3.238961,4.089807","{1: 124, 2: 60, 3: 55, 4: 37, 5: 22}","{1: 135, 2: 64, 3: 48, 4: 30, 5: 21}"
q0p20_e50p44_sc0p20_sp0p16_r0p00,0.2,0.44,0.2,0.16,0.0,0.6676267153563535,0.6537380303142882,0.16904194227219155,"1.877104,2.523558,3.263160,4.152367","{1: 128, 2: 59, 3: 54, 4: 37, 5: 20}","{1: 137, 2: 65, 3: 47, 4: 28, 5: 21}"
q0p20_e50p36_sc0p28_sp0p16_r0p00,0.2,0.36,0.28,0.16,0.0,0.6682729222267257,0.6523853679133471,0.17629693815492756,"1.891959,2.521653,3.265459,4.107125","{1: 130, 2: 56, 3: 56, 4: 34, 5: 22}","{1: 138, 2: 62, 3: 49, 4: 28, 5: 21}"
q0p20_e50p40_sc0p20_sp0p16_r0p04,0.2,0.4,0.2,0.16,0.04,0.6710670617975869,0.6512602059282371,0.14890771408427206,"1.871570,2.497560,3.215540,4.074065","{1: 124, 2: 60, 3: 54, 4: 37, 5: 23}","{1: 135, 2: 64, 3: 48, 4: 30, 5: 21}"
q0p20_e50p36_sc0p24_sp0p16_r0p04,0.2,0.36,0.24,0.16,0.04,0.6695559072610864,0.6508982685250517,0.1651238139319602,"1.878330,2.490369,3.218211,4.049255","{1: 128, 2: 56, 3: 55, 4: 37, 5: 22}","{1: 137, 2: 62, 3: 48, 4: 28, 5: 23}"
q0p20_e50p32_sc0p28_sp0p16_r0p04,0.2,0.32,0.28,0.16,0.04,0.6682603628011738,0.6515909178659662,0.16176810923397367,"1.887801,2.496453,3.223907,4.063273","{1: 127, 2: 57, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 47, 4: 31, 5: 21}"
q0p20_e50p36_sc0p20_sp0p20_r0p04,0.2,0.36,0.2,0.2,0.04,0.6677440680411207,0.6502034151252178,0.1723976469701781,"1.891304,2.513618,3.231893,4.060447","{1: 129, 2: 59, 3: 51, 4: 36, 5: 23}","{1: 138, 2: 64, 3: 46, 4: 28, 5: 22}"
q0p20_e50p32_sc0p24_sp0p20_r0p04,0.2,0.32,0.24,0.2,0.04,0.6685066605015577,0.6518731504888708,0.1684795186299468,"1.888421,2.499756,3.222840,4.061410","{1: 128, 2: 58, 3: 54, 4: 36, 5: 22}","{1: 138, 2: 62, 3: 47, 4: 30, 5: 21}"
q0p20_e50p40_sc0p16_sp0p16_r0p08,0.2,0.4,0.16,0.16,0.08,0.6717023638126278,0.6474824465622825,0.15841240453598704,"1.889906,2.496288,3.202335,4.051846","{1: 127, 2: 57, 3: 53, 4: 38, 5: 23}","{1: 136, 2: 64, 3: 49, 4: 27, 5: 22}"
q0p20_e50p32_sc0p24_sp0p16_r0p08,0.2,0.32,0.24,0.16,0.08,0.6702781546443111,0.6506758797937459,0.1684795186299468,"1.908635,2.496823,3.197402,4.025446","{1: 128, 2: 57, 3: 55, 4: 36, 5: 22}","{1: 138, 2: 61, 3: 48, 4: 29, 5: 22}"
q0p25_e50p38_sc0p23_sp0p15_r0p00,0.25,0.375,0.225,0.15,0.0,0.6686062210793771,0.6546101012845892,0.17854663272390653,"1.884046,2.515188,3.232636,4.113413","{1: 132, 2: 53, 3: 54, 4: 38, 5: 21}","{1: 137, 2: 64, 3: 47, 4: 29, 5: 21}"
q0p25_e50p41_sc0p19_sp0p15_r0p00,0.25,0.4125,0.1875,0.15,0.0,0.6708876198207253,0.6547419654548924,0.15001372421327963,"1.856865,2.497013,3.245259,4.126955","{1: 126, 2: 56, 3: 56, 4: 39, 5: 21}","{1: 132, 2: 69, 3: 49, 4: 27, 5: 21}"
q0p25_e50p34_sc0p26_sp0p15_r0p00,0.25,0.3375,0.2625,0.15,0.0,0.6681741979130646,0.652757541810074,0.17183522332793338,"1.883708,2.512701,3.252652,4.130329","{1: 130, 2: 56, 3: 55, 4: 36, 5: 21}","{1: 137, 2: 64, 3: 48, 4: 29, 5: 20}"
q0p25_e50p38_sc0p19_sp0p15_r0p04,0.25,0.375,0.1875,0.15,0.0375,0.6706268929523826,0.6524700440234599,0.17519092802591996,"1.893825,2.508575,3.234435,4.084355","{1: 130, 2: 56, 3: 53, 4: 38, 5: 21}","{1: 138, 2: 63, 3: 49, 4: 27, 5: 21}"
q0p25_e50p34_sc0p23_sp0p15_r0p04,0.25,0.3375,0.225,0.15,0.0375,0.6702711253941009,0.6529160617118535,0.1684795186299468,"1.894221,2.505364,3.235741,4.060395","{1: 130, 2: 56, 3: 54, 4: 36, 5: 22}","{1: 136, 2: 65, 3: 48, 4: 27, 5: 22}"
q0p25_e50p30_sc0p26_sp0p15_r0p04,0.25,0.3,0.2625,0.15,0.0375,0.668652968257937,0.6507427557275696,0.1791090563661512,"1.894184,2.517538,3.241067,4.095517","{1: 129, 2: 59, 3: 54, 4: 35, 5: 21}","{1: 136, 2: 68, 3: 45, 4: 30, 5: 19}"
q0p25_e50p34_sc0p19_sp0p19_r0p04,0.25,0.3375,0.1875,0.1875,0.0375,0.6724140750098921,0.6528591250039887,0.17183522332793336,"1.886721,2.491576,3.214308,4.075289","{1: 130, 2: 54, 3: 54, 4: 38, 5: 22}","{1: 137, 2: 63, 3: 48, 4: 28, 5: 22}"
q0p25_e50p30_sc0p23_sp0p19_r0p04,0.25,0.3,0.225,0.1875,0.0375,0.6687061993050956,0.6524898229835498,0.17239764697017812,"1.890552,2.506849,3.223382,4.053640","{1: 129, 2: 58, 3: 52, 4: 37, 5: 22}","{1: 137, 2: 66, 3: 44, 4: 29, 5: 22}"
q0p25_e50p38_sc0p15_sp0p15_r0p07,0.25,0.375,0.15,0.15,0.075,0.67338152712551,0.6499625947526315,0.18582046576212444,"1.905835,2.518196,3.227590,4.105926","{1: 130, 2: 61, 3: 49, 4: 39, 5: 19}","{1: 138, 2: 65, 3: 47, 4: 30, 5: 18}"
q0p25_e50p30_sc0p23_sp0p15_r0p07,0.25,0.3,0.225,0.15,0.075,0.6723424512188658,0.6480536569322777,0.1796526428529141,"1.893720,2.479034,3.209428,4.039228","{1: 129, 2: 52, 3: 59, 4: 36, 5: 22}","{1: 136, 2: 63, 3: 50, 4: 27, 5: 22}"
q0p30_e50p35_sc0p21_sp0p14_r0p00,0.3,0.35,0.21,0.14,0.0,0.672325861017845,0.6544107086518645,0.1684795186299468,"1.880655,2.511198,3.244690,4.135042","{1: 131, 2: 54, 3: 54, 4: 38, 5: 21}","{1: 135, 2: 67, 3: 48, 4: 28, 5: 20}"
q0p30_e50p39_sc0p17_sp0p14_r0p00,0.3,0.385,0.175,0.14,0.0,0.6715608338630055,0.6547034086260941,0.17519092802591996,"1.891593,2.505009,3.234064,4.115813","{1: 132, 2: 52, 3: 53, 4: 40, 5: 21}","{1: 136, 2: 66, 3: 48, 4: 26, 5: 22}"
q0p30_e50p32_sc0p24_sp0p14_r0p00,0.3,0.315,0.245,0.14,0.0,0.6703894710553131,0.6527437623018474,0.16176810923397367,"1.879437,2.487647,3.202611,4.111829","{1: 130, 2: 54, 3: 53, 4: 40, 5: 21}","{1: 134, 2: 67, 3: 46, 4: 30, 5: 21}"
q0p30_e50p35_sc0p17_sp0p14_r0p04,0.3,0.35,0.175,0.14,0.035,0.6731041484976759,0.6531433833810996,0.15897482817823178,"1.873616,2.499668,3.219821,4.090844","{1: 129, 2: 55, 3: 54, 4: 39, 5: 21}","{1: 134, 2: 68, 3: 48, 4: 27, 5: 21}"
q0p30_e50p32_sc0p21_sp0p14_r0p04,0.3,0.315,0.21,0.14,0.035,0.6721474546075654,0.6532960049075096,0.16233053287621838,"1.879582,2.492397,3.220260,4.080786","{1: 130, 2: 55, 3: 54, 4: 38, 5: 21}","{1: 134, 2: 68, 3: 47, 4: 27, 5: 22}"
q0p30_e50p28_sc0p24_sp0p14_r0p04,0.3,0.28,0.245,0.14,0.035,0.6688614900820542,0.6500770672368332,0.15841240453598704,"1.884661,2.483711,3.215219,4.067710","{1: 129, 2: 55, 3: 55, 4: 38, 5: 21}","{1: 134, 2: 67, 3: 46, 4: 29, 5: 22}"
