id,text
2420,"Title: Relevant S is Undecidable.
Venue: lics
Authors: Søren Brinck Knudstorp
Abstract: Since the introduction of the semilattice relevant logic S by [Urquhart 1972, 1973], its decision problem has persisted as an open problem. [Urquhart 1984] showed that many relevant logics are undecidable, yet S eluded these techniques. Eventually, this led experts, including [Urquhart 2016], to conjecture that S is decidable. Contrary to this conjecture, by interpreting a tiling problem, we show that S is undecidable.
Semantic Scholar venue: Logic in Computer Science
Publication types: Book|JournalArticle|Conference
Fields of study: Computer Science"
888,"Title: Living Without Beth and Craig: Explicit Definitions and Interpolants without Beth Definability and Craig Interpolation (Abstract of Invited Talk).
Venue: kr
Authors: Jean Christoph Jung, Frank Wolter
Semantic Scholar venue: SOQE@KR
Publication types: JournalArticle
Fields of study: Computer Science"
1780,"Title: Fast Computation of Strong Control Dependencies.
Venue: cav
Authors: Marek Chalupa, David Klas̆ka, Jan Strejček, Lukás̆ Tomovic̆
Abstract: We introduce new algorithms for computing non-termination sensitive control dependence (NTSCD) and decisive order dependence (DOD). These relations on vertices of a control flow graph have many applications including program slicing and compiler optimizations. Our algorithms are asymptotically faster than the current algorithms. We also show that the original algorithms for computing NTSCD and DOD may produce incorrect results. We implemented the new as well as fixed versions of the original algorithms for the computation of NTSCD and DOD. Experimental evaluation shows that our algorithms dramatically outperform the original ones.
Semantic Scholar venue: International Conference on Computer Aided Verification
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
1395,"Title: The Design of the Seventh Answer Set Programming Competition.
Venue: lpnmr
Authors: MARTIN GEBSER, MARCO MARATEA, FRANCESCO RICCA
Abstract: A novel feature of this competition edition is the re-introduction of a Model&Solve track, complementing the usual System track with problem domains where participants need to provide dedicated encodings and solving means.
Semantic Scholar venue: International Conference on Logic Programming and Non-Monotonic Reasoning
Publication types: JournalArticle
Fields of study: Computer Science"
2551,"Title: Temporal Team Semantics Revisited.
Venue: lics
Authors: Jens  Oliver Gutsfeld, Christoph Ohrem, Arne Meier, Jonni Virtema
Abstract: Temporal logics have been studied as an approach to the specification of hyperproperties, resulting in the conception of ""hyperlogics"". With a few recent exceptions, the hyperlogics thus far developed can only relate different traces of a transition system synchronously. However, important information is contained in the relation between different points in their asynchronous interaction. To specify such ""asynchronous hyperproperties"", new trace quantifier based hyperlogics have been developed. Yet, hyperlogics with trace quantification cannot express certain requirements that describe the relationships between all executions of a system. Also, these logics induce model checking problems (MC) with prohibitively high complexity costs in the number of quantifier alternations. We study an alternative approach to asynchronous hyperproperties by introducing a novel foundation of temporal team semantics. Team semantics is a logical framework that specifies properties of sets of traces of unbounded size directly, and thus does not have the same limitation as the quantifier based logics mentioned above. We consider temporal team logics which employ quantification over so-called ""time evaluation functions"" (TEFs) controlling the asynchronous progress of traces instead of quantification over traces. TEFs constitute a novel approach to defining expressive logics for hyperproperties where diverse asynchronous interactions between computations can be formalised and enforced. We show embeddings of synchronous TeamLTL into our new logics. We show that MC for some TeamCTL fragment is highly undecidable. We present a translation from TeamCTL* to Alternating Asynchronous Büchi Automata, and obtain decidability results for the path checking problem and restrictions of MC and SAT. Our translation constitutes the first approach to team semantics based on automata-theoretic methods."
1778,"Title: Pre-deployment Security Assessment for Cloud Services Through Semantic Reasoning.
Venue: cav
Authors: Claudia Cauli, Meng Li, Nir Piterman, Oksana Tkachuk
Abstract: Over the past ten years, the adoption of cloud services has grown rapidly, leading to the introduction of automated deployment tools to address the scale and complexity of the infrastructure companies and users deploy. Without the aid of automation, ensuring the security of an ever-increasing number of deployments becomes more and more challenging. To the best of our knowledge, no formal automated technique currently exists to verify cloud deployments during the design phase. In this case study, we show that Description Logic modeling and inference capabilities can be used to improve the safety of cloud configurations. We focus on the Amazon Web Services (AWS) proprietary declarative language, CloudFormation, and develop a tool to encode template files into logic. We query the resulting models with properties related to security posture and report on our findings. By extending the models with dataflow-specific knowledge, we use more comprehensive semantic reasoning to further support security reviews. When applying the developed toolchain to publicly available deployment files, we find numerous violations of widely-recognized security best practices, which suggests that streamlining the methodologies developed for this case study would be beneficial.
Semantic Scholar venue: Description Logics
Publication types: JournalArticle|Review
Fields of study: Computer Science"
2060,"Title: Driver Drowsiness Detection through a Vehicle&apos;s Active Probe Action.
Venue: cav
Authors: Sen Yang, Junqiang Xi, Wenshuo Wang
Abstract: Drowsy driving is one of the major causes of traffic collisions, injuries, and fatalities. Existing literature primarily detects driver drowsiness by passively monitoring lanes, steering angles, behavioral states, and physiological states. The paper presents an approach towards enabling vehicles to detect driver drowsiness through the vehicle's active probe action actively. To this end, we record and analyze drivers' responses to a slight active left-lane drifting action of the vehicle in a driving simulator. According to drivers' responses, six indicators of drowsiness are extracted and then used to detect driver drowsiness with three recognition methods, i.e., support vector machine, Gaussian kernel density estimation, and back- propagation neural networks, in comparison to traditional monitoring features regarding steering- wheel movement. Experimental results demonstrate that our proposed active probe approach outperforms the traditional monitor methods for driver drowsiness detection with an accuracy of 97.50%, precision of 95%, and specificity of 98.21%. The proposed active driver drowsiness detection could facilitate a new development of active safety systems.
Semantic Scholar venue: Connected and Automated Vehicles Symposium
Publication types: JournalArticle
Fields of study: Computer Science"
2834,"Title: Efficient Algorithms for Asymptotic Bounds on Termination Time in VASS.
Venue: lics
Authors: Tomáš Brázdil, Krishnendu Chatterjee, Antonín Kučera, Petr Novotný, Dominik Velan, Florian Zuleger
Abstract: Vector Addition Systems with States (VASS) provide a well-known and fundamental model for the analysis of concurrent processes, parameterized systems, and are also used as abstract models of programs in resource bound analysis. In this paper we study the problem of obtaining asymptotic bounds on the termination time of a given VASS. In particular, we focus on the practically important case of obtaining polynomial bounds on termination time. Our main contributions are as follows: First, we present a polynomial-time algorithm for deciding whether a given VASS has a linear asymptotic complexity. We also show that if the complexity of a VASS is not linear, it is at least quadratic. Second, we classify VASS according to quantitative properties of their cycles. We show that certain singularities in these properties are the key reason for non-polynomial asymptotic complexity of VASS. In absence of singularities, we show that the asymptotic complexity is always polynomial and of the form Θ(nk), for some integer k ≤ d, where d is the dimension of the VASS. We present a polynomial-time algorithm computing the optimal k. For general VASS, the same algorithm, which is based on a complete technique for the construction of ranking functions in VASS, produces a valid lower bound, i.e., a k such that the termination complexity is Ω(nk). Our results are based on new insights into the geometry of VASS dynamics, which hold the potential for further applicability to VASS analysis.
Semantic Scholar venue: Logic in Computer Science
Publication types: Book|JournalArticle|Conference
Fields of study: Computer Science|Mathematics"
2089,"Title: Formal Reasoning About the Security of Amazon Web Services.
Venue: cav
Authors: Byron Cook
Abstract: We report on the development and use of formal verification tools within Amazon Web Services (AWS) to increase the security assurance of its cloud infrastructure and to help customers secure themselves. We also discuss some remaining challenges that could inspire future research in the community.
Semantic Scholar venue: International Conference on Computer Aided Verification
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
744,"Title: Proceedings of the 20th International Conference on Principles of Knowledge Representation and Reasoning, KR 2023, Rhodes, Greece, September 2-8, 2023.
Venue: kr
Authors: 
Abstract: Top-down compilers of CNF formulas to circuits in decision-DNNF (Decomposable Negation Normal Form) have proved to be useful for model counting. These compilers rely on a common set of techniques including DPLL-style exploration of the set of models, caching of residual formulas, and connected components detection. Differences between compilers lie in the variable selection heuristics and in the additional processing techniques they may use. We investigate, from a theoretical perspective, the ability of top-down compilation algorithms to find small decision-DNNF circuits for two different variable selection strategies. Both strategies are guided by a graph of the CNF formula and are inspired by what is done in practice. The first uses a dynamic graph-partitioning approach while the second works with a static tree decomposition. We show that the dynamic approach performs significantly better than the static approach for some formulas, and that the opposite also holds for other formulas. Our lower bounds are proved despite loose settings where the compilation algorithm is only forced to follow its designed variable selection strategy and where everything else, including the many opportunities for tie-breaking, can be handled non-deterministically.
Semantic Scholar venue: International Conference on Principles of Knowledge Representation and Reasoning
Publication types: Conference
Fields of study: Computer Science"
2205,"Title: Program Verification Under Weak Memory Consistency Using Separation Logic.
Venue: cav
Authors: Viktor Vafeiadis
Abstract: The semantics of concurrent programs is now defined by a weak memory model, determined either by the programming language (e.g., in the case of C/C++11 or Java) or by the hardware architecture, and it is natural to ask how these models affect formal reasoning about concurrent programs.
Semantic Scholar venue: International Conference on Computer Aided Verification
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
2156,"Title: Learning a Static Analyzer from Data.
Venue: cav
Authors: 
Abstract: To be practically useful, modern static analyzers must precisely model the effect of both, statements in the programming language as well as frameworks used by the program under analysis. While important, manually addressing these challenges is difficult for at least two reasons: (i) the effects on the overall analysis can be non-trivial, and (ii) as the size and complexity of modern libraries increase, so is the number of cases the analysis must handle.
Semantic Scholar venue: International Conference on Computer Aided Verification
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
1229,"Title: On Partial Information and Contradictions in Probabilistic Abstract Argumentation.
Venue: kr
Authors: , Justin Picard
Abstract: A general framework to measure the amount of conflict of inconsistent assessments and provide a method for inconsistent-tolerant reasoning is presented.
Semantic Scholar venue: International Conference on Principles of Knowledge Representation and Reasoning
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
963,"Title: SAT-Based ATL Satisfiability Checking.
Venue: kr
Authors: Magdalena Kacprzak, Artur Niewiadomski, Wojciech Penczek
Abstract: Synthesis of models and strategies is a very important task in software engineering. The main problem here consists in checking the satisfiability of formulae expressing the specification of a system to be implemented. This paper puts forward a novel method for deciding the satisfiability of formulae of Alternating-time Temporal Logic (ATL) under perfect and imperfect information. The synthesised models of strategic games are often minimal. The method expands the one for CTL exploiting SAT Modulo Monotonic Theories (SMMT) solvers. Our tool MsATL combines SMMT solvers with two existing ATL model checkers: MCMAS and STV. This is the first ever tool for checking the satisfiability of imperfect information ATL. The experimental results show that, similarly to the CTL case, our approach appears to be very efficient and can quickly check the satisfiability of large ATL formulae that have been out of reach of the existing approaches.
Semantic Scholar venue: International Conference on Principles of Knowledge Representation and Reasoning
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
2769,"Title: Completeness for Game Logic.
Venue: lics
Authors: Sebastian Enqvist, Helle Hvid Hansen, Clemens Kupke, Johannes Marti, Yde Venema
Abstract: Game logic was introduced by Rohit Parikh in the 1980s as a generalisation of propositional dynamic logic (PDL) for reasoning about outcomes that players can force in determined 2-player games. Semantically, the generalisation from programs to games is mirrored by moving from Kripke models to monotone neighbourhood models. Parikh proposed a natural PDL-style Hilbert system which was easily proved to be sound, but its completeness has thus far remained an open problem. In this paper, we introduce a cut-free sequent calculus for game logic, and two cut-free sequent calculi that manipulate annotated formulas, one for game logic and one for the monotone $\mu$ -calculus, the variant of the polymodal $\mu$ -calculus where the semantics is given by monotone neighbourhood models instead of Kripke structures. We show these systems are sound and complete, and that completeness of Parikh's axiomatization follows. Our approach builds on recent ideas and results by Afshari & Leigh (LICS 2017) in that we obtain completeness via a sequence of proof transformations between the systems. A crucial ingredient is a validity-preserving translation from game logic to the monotone $\mu$ -calculus.
Semantic Scholar venue: Logic in Computer Science
Publication types: JournalArticle
Fields of study: Computer Science|Mathematics"
885,"Title: DatalogMTL with Negation Under Stable Models Semantics.
Venue: kr
Authors: Przemysław A. Wałęga, David J. Tena Cucala, Egor V. Kostylev, Bernardo Cuenca Grau
Abstract: We introduce negation under stable models semantics in DatalogMTL—a temporal extension of Datalog with metric operators. As a result, we obtain a rule language which combines the power of answer set programming with the temporal dimension provided by metric operators. We show that, in this setting, reasoning becomes undecidable over the rationals and decidable in EXPSPACE in data complexity over the integers. We also show that, if we restrict our attention to forward-propagating programs (where rules propagate information in a single temporal direction), reasoning over integers becomes PSPACE-complete in data complexity and hence no harder than over positive programs; however, reasoning over the rationals in this fragment remains undecidable.
Semantic Scholar venue: International Conference on Principles of Knowledge Representation and Reasoning
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
2712,"Title: Modal Intuitionistic Logics as Dialgebraic Logics.
Venue: lics
Authors: Jim de Groot, Dirk Pattinson
Abstract: Duality is one of the key techniques in the categorical treatment of modal logics. From the duality between (modal) algebras and (descriptive) frames one derives e.g. completeness (via a syntactic characterisation of algebras) or definability (using a suitable version of the Goldblatt-Thomason theorem). This is by now well understood for classical modal logics and modal logics based on distributive lattices, via extensions of Stone and Priestley duality, respectively. What is conspicuously absent is a comprehensive treatment of modal intuitionistic logic. This is the gap we are closing in this paper. Our main conceptual insight is that modal intuitionistic logics do not appear as algebra/coalgebra dualities, but instead arise naturally as dialgebras. Our technical contribution is the development of dualities for dialgebras, together with their logics, that instantiate to large class of modal intuitionistic logics and their frames as special cases. We derive completeness and expressiveness results in this general case. For modal intuitionistic logic, this systematises the existing treatment in the literature.
Semantic Scholar venue: Logic in Computer Science
Publication types: JournalArticle|Book|Conference
Fields of study: Computer Science"
2657,"Title: Parametricity and Semi-Cubical Types.
Venue: lics
Authors: Hugo Moeneclaey
Abstract: We construct a model of type theory enjoying parametricity from an arbitrary one. A type in the new model is a semi-cubical type in the old one, illustrating the correspondence between parametricity and cubes.Our construction works not only for parametricity, but also for similar interpretations of type theory and in fact similar interpretations of any generalized algebraic theory. To be precise we consider a functor forgetting unary operations and equations defining them recursively in a generalized algebraic theory. We show that it has a right adjoint.We use techniques from locally presentable category theory, as well as from quotient inductive-inductive types.
Semantic Scholar venue: Logic in Computer Science
Publication types: JournalArticle|Book
Fields of study: Mathematics|Computer Science"
1545,"Title: Dynamic Programming for Symbolic Boolean Realizability and Synthesis.
Venue: cav
Authors: Yi Lin, Lucas Martinelli Tabajara, Moshe Y. Vardi
Abstract: Inspired by recent progress in dynamic programming approaches for weighted model counting, we investigate a dynamic-programming approach in the context of boolean realizability and synthesis, which takes a conjunctive-normal-form boolean formula over input and output variables, and aims at synthesizing witness functions for the output variables in terms of the inputs. We show how graded project-join trees, obtained via tree decomposition, can be used to compute a BDD representing the realizability set for the input formulas in a bottom-up order. We then show how the intermediate BDDs generated during realizability checking phase can be applied to synthesizing the witness functions in a top-down manner. An experimental evaluation of a solver -- DPSynth -- based on these ideas demonstrates that our approach for Boolean realizabilty and synthesis has superior time and space performance over a heuristics-based approach using same symbolic representations. We discuss the advantage on scalability of the new approach, and also investigate our findings on the performance of the DP framework.
Semantic Scholar venue: International Conference on Computer Aided Verification
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
1509,"Title: Computer Aided Verification - 37th International Conference, CAV 2025, Zagreb, Croatia, July 23-25, 2025, Proceedings, Part IV
Venue: cav
Authors: 
Abstract: We present ZipLex, a verified framework for invertible linear-time lexical analysis following the longest match semantics. Unlike past verified lexers that focus only on satisfying the semantics of regular expressions and the longest match property, ZipLex also guarantees that lexing and printing are mutual inverses. Thanks to verified memoization, it also ensures that the lexical analysis of a string is linear in the size of the string. Our design and implementation rely on two sets of ideas: (1) a new abstraction of token sequences that captures the separability of tokens in a sequence while supporting their efficient manipulation, and (2) a combination of verified data structures and optimizations, including Huet's zippers and memoization with a verified imperative hash table. We implemented and verified ZipLex using the Stainless deductive verifier for Scala. Our evaluation demonstrates that ZipLex supports realistic applications such as JSON processing and lexers of programming languages, and behaves linearly even in cases that make flex-style approaches quadratic. ZipLex is two orders of magnitude faster than Verbatim++, showing that verified invertibility and linear-time algorithms can be developed without prohibitive cost. Compared to Coqlex, ZipLex also offers linear (instead of quadratic) time lexing, and is the first lexer that comes with invertibility proofs for printing token sequences.
Semantic Scholar venue: Lecture Notes in Computer Science
Publication types: Book"
1791,"Title: Summing up Smart Transitions.
Venue: cav
Authors: 
Abstract: Some of the most significant high-level properties of currencies are the sums of certain account balances. Properties of such sums can ensure the integrity of currencies and transactions. For example, the sum of balances should not be changed by a transfer operation. Currencies manipulated by code present a verification challenge to mathematically prove their integrity by reasoning about computer programs that operate over them, e.g., in Solidity. The ability to reason about sums is essential: even the simplest ERC-20 token standard of the Ethereum community provides a way to access the total supply of balances.Unfortunately, reasoning about code written against this interface is non-trivial: the number of addresses is unbounded, and establishing global invariants like the preservation of the sum of the balances by operations like transfer requires higher-order reasoning. In particular, automated reasoners do not provide ways to specify summations of arbitrary length.In this paper, we present a generalization of first-order logic which can express the unbounded sum of balances. We prove the decidablity of one of our extensions and the undecidability of a slightly richer one. We introduce first-order encodings to automate reasoning over software transitions with summations. We demonstrate the applicability of our results by using SMT solvers and first-order provers for validating the correctness of common transitions in smart contracts.
Semantic Scholar venue: International Conference on Computer Aided Verification
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
2322,"Title: Recognisability Equals Definability for Finitely Representable Matroids of Bounded Path-Width.
Venue: lics
Authors: Rutger Campbell, Bruno Guillon, Mamadou Moustapha Kanté, Eun Jung Kim, Sang-il Oum
Abstract: Let ${\mathbb{F}}$ be a finite field. We prove that there is an MSO-transduction which, given an ${\mathbb{F}}$-representable matroid of path-width k, produces a branch-decomposition of width at most f(k), for some function f. As a corollary, any recognizable property of ${\mathbb{F}}$-representable matroids with bounded path-width is definable in MSO logic, and therefore recognizability is equivalent to MSO-definability on classes of ${\mathbb{F}}$-representable matroids of bounded path-width. This generalizes the result of Bojańczyk, Grohe and Pilipczuk [Logical Methods in Computer Science 17(1), 2021] which asserts the equivalence of the two notions on graphs of bounded linear clique-width.
Semantic Scholar venue: Logic in Computer Science
Publication types: JournalArticle
Fields of study: Computer Science"
1838,"Title: Synthesizing Invariant Barrier Certificates via Difference-of-Convex Programming.
Venue: cav
Authors: Qiuye Wang, Mingshuai Chen, Bai Xue, Naijun Zhan, Joost-Pieter Katoen
Abstract: A barrier certificate often serves as an inductive invariant that isolates an unsafe region from the reachable set of states, and hence is widely used in proving safety of hybrid systems possibly over the infinite time horizon. We present a novel condition on barrier certificates, termed the invariant barrier-certificate condition, that witnesses unbounded-time safety of differential dynamical systems. The proposed condition is by far the least conservative one on barrier certificates, and can be shown as the weakest possible one to attain inductive invariance. We show that discharging the invariant barrier-certificate condition—thereby synthesizing invariant barrier certificates—can be encoded as solving an optimization problem subject to bilinear matrix inequalities (BMIs). We further propose a synthesis algorithm based on difference-of-convex programming, which approaches a local optimum of the BMI problem via solving a series of convex optimization problems. This algorithm is incorporated in a branch-and-bound framework that searches for the global optimum in a divide-and-conquer fashion. We present a weak completeness result of our method, in the sense that a barrier certificate is guaranteed to be found (under some mild assumptions) whenever there exists an inductive invariant (in the form of a given template) that suffices to certify safety of the system. Experimental results on benchmark examples demonstrate the effectiveness and efficiency of our approach.
Semantic Scholar venue: International Conference on Computer Aided Verification
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
749,"Title: Discovering User-Interpretable Capabilities of Black-Box Planning Agents.
Venue: kr
Authors: Pulkit Verma, Shashank Rao Marpally, Siddharth Srivastava
Abstract: Several approaches have been developed for answering users' specific questions about AI behavior and for assessing their core functionality in terms of primitive executable actions. However, the problem of summarizing an AI agent's broad capabilities for a user is comparatively new. This paper presents an algorithm for discovering from scratch the suite of high-level ""capabilities"" that an AI system with arbitrary internal planning algorithms/policies can perform. It computes conditions describing the applicability and effects of these capabilities in user-interpretable terms. Starting from a set of user-interpretable state properties, an AI agent, and a simulator that the agent can interact with, our algorithm returns a set of high-level capabilities with their parameterized descriptions. Empirical evaluation on several game-based scenarios shows that this approach efficiently learns descriptions of various types of AI agents in deterministic, fully observable settings. User studies show that such descriptions are easier to understand and reason with than the agent's primitive actions.
Semantic Scholar venue: International Conference on Principles of Knowledge Representation and Reasoning
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
