id,bge_m3_dense_class1_irrelevant,bge_m3_dense_class2_adjacent,bge_m3_dense_class3_related,bge_m3_dense_class4_relevant,bge_m3_dense_class5_core,bge_m3_sparse_class1_irrelevant,bge_m3_sparse_class2_adjacent,bge_m3_sparse_class3_related,bge_m3_sparse_class4_relevant,bge_m3_sparse_class5_core
2657,0.50248456,0.56785995,0.54735917,0.54450244,0.51565474,0.05942,0.0,0.0183563232421875,0.05896,0.05225
1545,0.48389286,0.46390516,0.51932424,0.5447297,0.52770364,0.1126,0.0234832763671875,0.09564208984375,0.0968,0.2139
1509,0.4685315,0.4922857,0.48001137,0.5112655,0.509595,0.03735,0.054718017578125,0.016876220703125,0.04697,0.0553
1791,0.48160633,0.52702093,0.5069529,0.5275828,0.5140216,0.0703,0.12109375,0.036865234375,0.05225,0.08936
2322,0.45283484,0.44549814,0.502413,0.48205447,0.41571718,0.0633,0.05328369140625,0.095947265625,0.02759,0.04486
1838,0.39842963,0.4084259,0.4207227,0.4211973,0.4417592,0.07416,0.0245361328125,0.047576904296875,0.06134,0.132
749,0.49245146,0.5280669,0.57394284,0.5478693,0.49914786,0.07935,0.12353515625,0.171875,0.03125,0.06213
947,0.5162939,0.54191333,0.54356456,0.51060563,0.47162026,0.0896,0.029693603515625,0.0980224609375,0.0253,0.0765
981,0.5259235,0.5493825,0.5402039,0.56859493,0.54022044,0.1126,0.0753173828125,0.1572265625,0.05872,0.0647
2471,0.42360902,0.47616673,0.46633935,0.49659246,0.4932758,0.04,0.06683349609375,0.0220489501953125,0.05716,0.0626
2180,0.45524347,0.4866946,0.45846987,0.5065024,0.4934533,0.04,0.0297393798828125,0.00016772747039794922,0.0411,0.05078
1895,0.47573155,0.50641954,0.46850553,0.5048234,0.49910843,0.08685,0.07464599609375,0.036712646484375,0.0759,0.08374
2113,0.5276799,0.51996857,0.52566504,0.5664071,0.5671072,0.1069,0.08056640625,0.1195068359375,0.0575,0.0503
1255,0.60200584,0.61141723,0.65400434,0.5876867,0.57027066,0.1501,0.1287841796875,0.1669921875,0.0998,0.0542
1893,0.47172856,0.48893654,0.48553747,0.5097774,0.4995339,0.03827,0.04296875,0.0034389495849609375,0.03745,0.0472
2277,0.5039806,0.53797406,0.47779065,0.53380454,0.52242786,0.0324,0.09857177734375,0.0227203369140625,0.0559,0.03418
1955,0.44930878,0.45493457,0.4658837,0.48497355,0.5005213,0.01654,0.0149078369140625,0.007602691650390625,0.02707,0.0384
2346,0.46527267,0.517472,0.49255264,0.54240453,0.478521,0.04047,0.0,0.0157012939453125,0.0392,0.03119
2871,0.4792415,0.49542022,0.4866019,0.47230524,0.47785884,0.059,0.06219482421875,0.056915283203125,0.04666,0.0181
874,0.52822953,0.5371052,0.5500189,0.5092454,0.47454977,0.132,0.216064453125,0.135986328125,0.1075,0.1205
2589,0.49095303,0.51010686,0.48825964,0.5324569,0.53225356,0.03824,0.0546875,0.037750244140625,0.03436,0.05777
1616,0.48948345,0.48800442,0.49334514,0.5303407,0.48404562,0.0371,0.068359375,0.0278778076171875,0.010635,0.06744
2653,0.5001571,0.5119344,0.5052662,0.5247199,0.5288103,0.0569,0.039459228515625,0.023651123046875,0.05618,0.08826
2305,0.49476513,0.5163136,0.5071205,0.5576483,0.52575004,0.03696,0.01629638671875,0.04913330078125,0.0275,0.02841
2357,0.4861903,0.5729978,0.51289994,0.53630674,0.54141545,0.11115,0.1326904296875,0.03460693359375,0.10004,0.1404
1890,0.47639155,0.5162025,0.49275243,0.52423966,0.49032637,0.05432,0.060302734375,0.0143280029296875,0.0724,0.06537
1701,0.38861585,0.4301908,0.40492338,0.45430118,0.44444355,0.007767,0.034881591796875,0.00839996337890625,0.01945,0.01192
3005,0.48740578,0.48221564,0.500191,0.4917559,0.47665796,0.06198,0.00045561790466308594,0.07177734375,0.05542,0.0597
2591,0.5039533,0.5433945,0.53886414,0.5319464,0.54949665,0.07434,0.0087432861328125,0.03790283203125,0.07086,0.06323
2148,0.48951083,0.525125,0.5247111,0.50899816,0.5204875,0.05872,0.020111083984375,0.01654052734375,0.0553,0.09467
1623,0.4870348,0.5418262,0.51294315,0.54358643,0.51983136,0.06604,0.07891845703125,0.04034423828125,0.06165,0.05313
2410,0.4614108,0.49508798,0.5024712,0.4928061,0.48077872,0.02556,0.015167236328125,0.0290069580078125,0.02232,0.01344
2165,0.4980078,0.5200963,0.53055656,0.5491001,0.54441625,0.05508,0.0244598388671875,0.040679931640625,0.02507,0.064
3063,0.4630041,0.4768468,0.471514,0.48332086,0.46207187,0.01743,0.042449951171875,0.01342010498046875,0.00466,0.03796
2535,0.46214533,0.49776873,0.49464768,0.51760834,0.51264596,0.04117,0.0012693405151367188,0.018646240234375,0.04065,0.0339
1222,0.54969925,0.60622156,0.54280907,0.57605326,0.5544822,0.1084,0.06787109375,0.07733154296875,0.0404,0.10675
1816,0.462958,0.46141624,0.46197015,0.47895312,0.49882847,0.04816,0.034637451171875,0.00933837890625,0.0481,0.0838
1700,0.4772604,0.53854346,0.4975043,0.535146,0.5229494,0.0268,0.055633544921875,0.0225067138671875,0.015564,0.0221
811,0.5012195,0.5043463,0.508206,0.56750023,0.5180173,0.051,0.045623779296875,0.030548095703125,0.0763,0.0827
2639,0.48912874,0.52273875,0.4989307,0.517245,0.45410058,0.02591,0.042572021484375,0.020660400390625,0.01897,0.03348
2208,0.529353,0.55859387,0.519126,0.53248143,0.55630463,0.02884,0.07757568359375,0.002330780029296875,0.0214,0.1109
2538,0.44742227,0.43327117,0.4385553,0.51898116,0.47872657,0.03305,0.022674560546875,0.059722900390625,0.043,0.05136
1087,0.54370075,0.5658294,0.5593922,0.5632466,0.52236944,0.01978,0.01549530029296875,0.0168609619140625,0.012634,0.02559
1662,0.41422024,0.4263451,0.4556194,0.44105724,0.44297463,0.01256,0.006061553955078125,0.05926513671875,0.01156,0.02347
3077,0.41671464,0.41595727,0.43585268,0.42627746,0.43748024,0.005245,0.006237030029296875,0.005367279052734375,0.004425,0.00514
2917,0.5045469,0.5189141,0.5167759,0.54038596,0.5433824,0.05084,0.038604736328125,0.0338134765625,0.05148,0.048
1922,0.45683718,0.48183984,0.46274105,0.50143063,0.47452533,0.00976,0.043609619140625,0.003559112548828125,0.00903,0.0315
2866,0.45819324,0.4911672,0.5050546,0.477203,0.439911,0.02353,0.0355224609375,0.02264404296875,0.02386,0.03348
2691,0.43221924,0.4756206,0.5044043,0.4675947,0.46551782,0.05862,0.11376953125,0.05889892578125,0.05,0.0714
1557,0.4904752,0.49036103,0.5056652,0.5223414,0.48752075,0.03937,0.039031982421875,0.027130126953125,0.00873,0.05417
1896,0.5176418,0.51804435,0.51910734,0.57709444,0.54181904,0.01662,0.031524658203125,0.007061004638671875,0.01311,0.05984
2247,0.47689825,0.5205383,0.4928074,0.51547885,0.51151115,0.01104,0.03582763671875,0.0012607574462890625,0.00973,0.01335
2583,0.4744705,0.49270564,0.50700027,0.5038775,0.46618485,0.09045,0.05218505859375,0.049774169921875,0.0678,0.1139
2893,0.44109878,0.48250222,0.45072833,0.4690818,0.48586977,0.07404,0.07550048828125,0.028228759765625,0.08105,0.1075
1126,0.513689,0.5244886,0.5138327,0.55604774,0.5657241,0.0665,0.0,0.05792236328125,0.010956,0.0414
2877,0.5565366,0.592815,0.6064085,0.5648514,0.53808945,0.04065,0.0631103515625,0.03912353515625,0.04443,0.05246
1332,0.6003989,0.5739088,0.5835413,0.55555004,0.5832059,0.09546,0.006072998046875,0.087890625,0.06384,0.05728
2209,0.47525474,0.47425747,0.45315045,0.48056865,0.479594,0.02647,0.0020084381103515625,0.0201873779296875,0.03021,0.0339
2460,0.44205564,0.51508725,0.48747164,0.5121826,0.5411552,0.05865,0.0543212890625,0.022369384765625,0.05582,0.1045
1054,0.5655892,0.56594974,0.5871217,0.61519367,0.5496618,0.04163,0.042633056640625,0.02294921875,0.03464,0.0718
1455,0.46176523,0.49456918,0.49450505,0.48789027,0.4984218,0.04654,0.10772705078125,0.033905029296875,0.0382,0.05194
2292,0.51758474,0.5212779,0.52679205,0.57952094,0.55941576,0.0087,0.051544189453125,0.00077056884765625,0.02856,0.0209
1753,0.4429799,0.50704294,0.4576047,0.4619582,0.4724571,0.0525,0.13427734375,0.0279693603515625,0.037,0.1681
2793,0.5168815,0.5442215,0.5415515,0.5446241,0.5621011,0.09045,0.054046630859375,0.0296630859375,0.09015,0.1519
2190,0.47836933,0.5162303,0.49794343,0.55469924,0.51780474,0.0454,0.0158233642578125,0.00388336181640625,0.02731,0.04468
2848,0.4347402,0.42143765,0.4469593,0.4908629,0.4540558,0.0104,0.0694580078125,0.03656005859375,0.009,0.01617
1813,0.43869758,0.45171756,0.47652295,0.47730374,0.48866013,0.03925,0.0369873046875,0.01326751708984375,0.03528,0.05908
1907,0.4623538,0.4690598,0.45413625,0.47824246,0.47521392,0.0762,0.025115966796875,0.063720703125,0.03305,0.06354
940,0.5186254,0.5496546,0.5539844,0.53795314,0.5101546,0.1195,0.10906982421875,0.0870361328125,0.0744,0.10596
2066,0.44465503,0.45605308,0.4540205,0.4790034,0.4841953,0.021,0.0160369873046875,0.0016956329345703125,0.01895,0.02312
2304,0.4461062,0.49555987,0.49200445,0.49936998,0.4594837,0.02829,0.0880126953125,0.0205535888671875,0.02863,0.07086
2211,0.40077713,0.4127043,0.3732615,0.44461235,0.4289234,0.031,0.0228271484375,0.0170745849609375,0.02223,0.0528
1464,0.4819572,0.50020814,0.48643172,0.5061627,0.4469864,0.04596,0.10821533203125,0.0391845703125,0.03458,0.04346
1337,0.61799574,0.62013817,0.67944616,0.6874449,0.65589786,0.09,0.054168701171875,0.10076904296875,0.0946,0.1925
1592,0.521957,0.5192692,0.54208887,0.53468204,0.5501549,0.0434,0.000774383544921875,0.041412353515625,0.043,0.0133
2805,0.4758401,0.5210544,0.4659877,0.48208052,0.4748318,0.0661,0.051666259765625,0.04193115234375,0.0649,0.0772
1764,0.41821226,0.44929343,0.4136176,0.46835786,0.4747613,0.0792,0.11370849609375,0.0914306640625,0.05682,0.0896
1195,0.48328447,0.5112276,0.51955056,0.51376915,0.4961998,0.0919,0.0189666748046875,0.08642578125,0.02321,0.0318
2486,0.49911278,0.56917316,0.53610075,0.53262895,0.5411315,0.1313,0.1806640625,0.1033935546875,0.09247,0.1023
1988,0.46105477,0.4740588,0.49540663,0.49224138,0.49490798,0.0639,0.07513427734375,0.046417236328125,0.05878,0.0933
770,0.4640786,0.5355821,0.5158919,0.5176504,0.49906677,0.08203,0.07464599609375,0.0841064453125,0.04034,0.0657
2153,0.51299983,0.51328176,0.4972701,0.5126622,0.5248225,0.02196,0.04296875,0.016387939453125,0.01497,0.02264
1615,0.40530837,0.46212977,0.456967,0.440288,0.46100113,0.02444,0.06256103515625,0.0196990966796875,0.02798,0.04224
2497,0.54200566,0.5624473,0.56883466,0.5658589,0.5447545,0.04373,0.07720947265625,0.0170745849609375,0.0374,0.07874
2103,0.47879833,0.4898522,0.46698534,0.44673687,0.45625928,0.067,0.06500244140625,0.0286407470703125,0.05313,0.1342
1540,0.52465665,0.4965638,0.5094969,0.5671851,0.5787039,0.0617,0.0168914794921875,0.0031375885009765625,0.0345,0.1256
1013,0.38631892,0.4411679,0.43586832,0.4370094,0.48182577,0.03323,0.027984619140625,0.026092529296875,0.0282,0.03925
868,0.4986015,0.5612085,0.57597125,0.5434726,0.51220536,0.1063,0.0821533203125,0.099365234375,0.10266,0.1068
1150,0.51223606,0.5247134,0.55766124,0.5031014,0.4858904,0.06555,0.040740966796875,0.071044921875,0.01552,0.04593
2188,0.49253282,0.5060659,0.52363515,0.5225956,0.5545833,0.02419,0.0231781005859375,0.01397705078125,0.0184,0.02603
2282,0.48441875,0.55559826,0.5207801,0.5302713,0.49996895,0.02788,0.008514404296875,0.02386474609375,0.04944,0.009705
1157,0.4946739,0.51191187,0.47456512,0.50106865,0.48562992,0.012634,0.0113525390625,0.0,0.01138,0.015305
2826,0.5259452,0.5519748,0.5428887,0.5403847,0.50646824,0.0666,0.07696533203125,0.06756591796875,0.0552,0.0815
2400,0.53692037,0.5747689,0.5068321,0.5873446,0.5552567,0.0567,0.046173095703125,0.05487060546875,0.05627,0.06027
2855,0.48394066,0.49323124,0.52937216,0.48733568,0.49309614,0.04828,0.0634765625,0.06378173828125,0.03635,0.03543
2570,0.46818018,0.50251806,0.5058415,0.4998334,0.4769172,0.03094,0.053680419921875,0.00469970703125,0.04572,0.03857
2154,0.44945437,0.49395692,0.47088528,0.49628294,0.49429676,0.04382,0.051544189453125,0.00841522216796875,0.03702,0.07446
2676,0.43755352,0.4956809,0.44749123,0.47633713,0.50023043,0.02383,0.007617950439453125,0.0271759033203125,0.03093,0.0438
2931,0.53614104,0.48986053,0.5323706,0.50857633,0.5137936,0.0392,0.003803253173828125,0.0126495361328125,0.04034,0.0652
2518,0.4476244,0.50345963,0.4667033,0.46974182,0.4632061,0.03177,0.00853729248046875,0.0361328125,0.02676,0.0118
2409,0.52362573,0.53339136,0.5221892,0.5402477,0.524295,0.03058,0.017303466796875,0.026702880859375,0.03004,0.04465
2844,0.4948946,0.5199722,0.46829793,0.5475875,0.5271106,0.0906,0.06793212890625,0.01338958740234375,0.0945,0.0991
1632,0.4949211,0.5389938,0.5099754,0.54004705,0.5342788,0.01648,0.044158935546875,0.0084991455078125,0.01816,0.015594
2161,0.49272186,0.48951957,0.49316436,0.51417136,0.5047192,0.01535,0.01123046875,0.002407073974609375,0.010925,0.01526
937,0.54853314,0.5513493,0.5664902,0.5536556,0.56297034,0.07336,0.05224609375,0.099853515625,0.01248,0.01566
2438,0.4849429,0.54019797,0.4680788,0.5022334,0.50813425,0.02608,0.06488037109375,0.02899169921875,0.02943,0.03687
2822,0.5178366,0.51598233,0.5157801,0.5171427,0.5254236,0.039,0.0175933837890625,0.02484130859375,0.0314,0.06287
1510,0.43293393,0.47298646,0.45786017,0.44773665,0.44519728,0.02237,0.0186614990234375,0.00560760498046875,0.014694,0.02394
3079,0.5349388,0.51485014,0.54593265,0.5739551,0.54924214,0.05548,0.023590087890625,0.035003662109375,0.0446,0.0978
1733,0.47697425,0.49537787,0.44914764,0.51060605,0.52896136,0.02142,0.047393798828125,0.0209808349609375,0.0341,0.02698
1122,0.6019205,0.5804286,0.583412,0.6297435,0.6535877,0.12445,0.049346923828125,0.047760009765625,0.05722,0.1827
1354,0.5123611,0.54637605,0.56902766,0.53635824,0.5468172,0.07117,0.016082763671875,0.060211181640625,0.05292,0.0535
1133,0.54871166,0.58627427,0.5423384,0.57302535,0.49501747,0.0954,0.05902099609375,0.087890625,0.05106,0.13
1254,0.5733778,0.54366624,0.64446986,0.5972595,0.600034,0.1167,0.04486083984375,0.12396240234375,0.06076,0.2288
2057,0.4163758,0.43172294,0.4117276,0.42056865,0.4743597,0.03143,0.0290985107421875,0.025726318359375,0.02013,0.0478
1178,0.44772297,0.45802486,0.45325178,0.49123293,0.52813506,0.0235,0.007534027099609375,0.00605010986328125,0.01823,0.02762
2122,0.47785586,0.51184064,0.49259347,0.54746103,0.51254725,0.01701,0.037261962890625,0.0067138671875,0.01283,0.04517
1342,0.6300212,0.594908,0.60942304,0.6520082,0.6722849,0.1439,0.0207061767578125,0.056060791015625,0.1338,0.1473
1803,0.43649596,0.47940683,0.43270868,0.4685202,0.4593264,0.0524,0.0572509765625,0.01593017578125,0.0482,0.0921
2967,0.4642611,0.45374936,0.46498647,0.45249784,0.46481,0.066,0.031097412109375,0.06353759765625,0.06094,0.03583
959,0.5917296,0.60678387,0.6371852,0.5934067,0.5014814,0.1328,0.07586669921875,0.212646484375,0.04303,0.02567
1143,0.59448475,0.5863541,0.6112524,0.64707136,0.6052109,0.2153,0.09478759765625,0.12274169921875,0.1956,0.3142
2868,0.498427,0.5415514,0.51473755,0.4938142,0.5014689,0.0479,0.0574951171875,0.051666259765625,0.0402,0.04214
2030,0.5243862,0.5623034,0.53468806,0.57260984,0.556483,0.01765,0.00104522705078125,0.001476287841796875,0.03592,0.01628
1110,0.5484214,0.55544853,0.5730928,0.5912391,0.54850763,0.0725,0.0158538818359375,0.0709228515625,0.02357,0.03302
784,0.5131118,0.57384676,0.55806434,0.51236236,0.5045544,0.05148,0.103271484375,0.08709716796875,0.007607,0.05148
2900,0.48113337,0.5199491,0.5390511,0.48325258,0.4674273,0.03583,0.0478515625,0.032745361328125,0.03534,0.05338
2709,0.4790406,0.5381587,0.5231396,0.49749172,0.49591935,0.03027,0.054718017578125,0.0380859375,0.03098,0.04318
3015,0.48763096,0.5066613,0.5167223,0.47618768,0.44337872,0.0781,0.07305908203125,0.05206298828125,0.07025,0.0923
1186,0.48471913,0.51984394,0.54908943,0.5214023,0.45738485,0.0783,0.0244140625,0.07806396484375,0.02588,0.084
2542,0.5293577,0.5508336,0.55926025,0.5263871,0.5335189,0.1112,0.1893310546875,0.10076904296875,0.0945,0.0937
939,0.58142936,0.60412735,0.5973679,0.6040239,0.5971452,0.126,0.144287109375,0.185302734375,0.0918,0.02853
776,0.48636597,0.49400192,0.5024477,0.50188816,0.47041205,0.0677,0.045654296875,0.06634521484375,0.02878,0.02232
2167,0.5187001,0.5080876,0.5103917,0.54295427,0.532647,0.09296,0.0704345703125,0.04632568359375,0.05795,0.06354
1944,0.4149214,0.42819157,0.4133049,0.43908262,0.46095872,0.02312,0.0171661376953125,0.00501251220703125,0.02307,0.01793
1264,0.5690623,0.51631457,0.5352987,0.60522974,0.61298335,0.179,0.031707763671875,0.0579833984375,0.1587,0.3345
999,0.5523656,0.5388254,0.5183939,0.53082025,0.52089477,0.1304,0.133544921875,0.11016845703125,0.0682,0.03433
2130,0.45215625,0.47947794,0.46307492,0.49726152,0.5011442,0.04666,0.13037109375,0.0792236328125,0.0698,0.04144
2450,0.46644598,0.51741815,0.53460205,0.5260088,0.50026196,0.02525,0.00823211669921875,0.02069091796875,0.0198,0.00929
3028,0.45379806,0.49851772,0.49140024,0.5035024,0.49805266,0.02824,0.0002474784851074219,0.0257720947265625,0.02873,0.0167
3080,0.52452546,0.52093863,0.5071648,0.54036975,0.5380951,0.04648,0.02801513671875,0.03228759765625,0.03632,0.03238
2059,0.43566713,0.46270686,0.47916517,0.47629637,0.48612273,0.05252,0.01517486572265625,0.01290130615234375,0.04623,0.0757
1050,0.58064204,0.5659927,0.56739885,0.5609187,0.5713035,0.06183,0.005191802978515625,0.0655517578125,0.01423,0.04514
2136,0.43727955,0.45151493,0.447658,0.49209863,0.47398794,0.0872,0.07916259765625,0.04998779296875,0.06525,0.0908
2078,0.4713042,0.457267,0.4809247,0.47952092,0.46581212,0.00961,0.004852294921875,3.9458274841308594e-05,0.00866,0.01164
2428,0.4815475,0.52498764,0.51895976,0.5117876,0.5070034,0.05997,0.04644775390625,0.031982421875,0.05774,0.0794
2514,0.5271387,0.5611243,0.52455175,0.6143133,0.611087,0.02611,0.0027523040771484375,0.0221405029296875,0.02603,0.03442
2483,0.4897149,0.49170458,0.5279843,0.51917917,0.5062041,0.029,0.0140838623046875,0.0269012451171875,0.02411,0.0365
3053,0.4517492,0.48793387,0.46950158,0.49150032,0.49856234,0.0779,0.06195068359375,0.0675048828125,0.0688,0.1387
2933,0.43957323,0.45288438,0.4473336,0.48232943,0.46114913,0.05148,0.040313720703125,0.048614501953125,0.02579,0.02248
2408,0.45097706,0.47895056,0.4661851,0.46881598,0.4839655,0.04138,0.06549072265625,0.03643798828125,0.03119,0.0596
2889,0.48084372,0.45440704,0.4977405,0.48241627,0.47729316,0.05997,0.00408935546875,0.0279998779296875,0.03717,0.0913
1817,0.3993725,0.40735543,0.43652922,0.4218562,0.44277668,0.0303,0.02972412109375,0.0258636474609375,0.01388,0.03152
1717,0.44539034,0.45747346,0.45609295,0.44236302,0.46720678,0.0123,0.0455322265625,0.051055908203125,0.01049,0.01584
2994,0.4650353,0.5044426,0.4451081,0.4570768,0.42164525,0.0502,0.00847625732421875,0.0252838134765625,0.0492,0.07904
1736,0.46385604,0.48992464,0.43399757,0.48959497,0.46280897,0.01257,0.0005526542663574219,0.00023651123046875,0.01133,0.01535
1161,0.47467014,0.4964068,0.47820032,0.47316688,0.47626472,0.01159,0.0020046234130859375,0.00168609619140625,0.01108,0.01372
1637,0.4701558,0.4828027,0.47887003,0.4691139,0.51700145,0.02129,0.024444580078125,0.038330078125,0.01566,0.05328
1003,0.4740178,0.48188168,0.5256832,0.5167118,0.44041204,0.0566,0.04449462890625,0.04364013671875,0.04126,0.01648
1673,0.45767525,0.50305796,0.45745975,0.52248454,0.5025951,0.05124,0.02227783203125,0.00923919677734375,0.05103,0.0661
835,0.48718953,0.506688,0.49110472,0.5017668,0.4996652,0.05438,0.0077972412109375,0.05767822265625,0.0097,0.04147
824,0.5350369,0.56589663,0.56115043,0.52667534,0.5756627,0.02538,0.1380615234375,0.157470703125,0.02386,0.01633
2905,0.40805072,0.47403604,0.47101253,0.43547162,0.43115813,0.03873,0.08721923828125,0.04083251953125,0.0358,0.04633
1459,0.452366,0.47634086,0.4545291,0.5046736,0.49803498,0.0178,0.039581298828125,0.00872039794921875,0.01633,0.0766
879,0.46317518,0.4790129,0.46633202,0.43500346,0.45668918,0.1267,0.057861328125,0.10980224609375,0.0675,0.09534
2052,0.424647,0.44182545,0.41911972,0.46576062,0.4615788,0.03186,0.0178070068359375,0.0226593017578125,0.03207,0.04083
2397,0.51551855,0.53165877,0.53049266,0.5351478,0.5043292,0.094,0.082275390625,0.024932861328125,0.0905,0.1562
1837,0.47019497,0.50290024,0.47747838,0.50749856,0.49967712,0.04742,0.0943603515625,0.0225067138671875,0.04367,0.0898
903,0.53554595,0.5079899,0.5368873,0.501335,0.49360102,0.05475,0.01495361328125,0.04742431640625,0.0234,0.0396
1567,0.46820614,0.48863614,0.44601065,0.48933715,0.47437608,0.045,0.10565185546875,0.059967041015625,0.07434,0.07416
2692,0.54157126,0.603109,0.53680366,0.568465,0.54151404,0.05276,0.06640625,0.033233642578125,0.03503,0.0541
918,0.47563007,0.50229937,0.49135965,0.45656577,0.44281018,0.04578,0.006320953369140625,0.05548095703125,0.001192,0.0121
1937,0.4883575,0.48376137,0.4809046,0.46235794,0.4489997,0.03006,0.021240234375,0.01021575927734375,0.01247,0.03766
2284,0.5385902,0.5177295,0.55249375,0.55585575,0.53155833,0.0977,0.07550048828125,0.09356689453125,0.04422,0.1095
1066,0.5568281,0.5469479,0.55709016,0.5717444,0.5446843,0.1185,0.060272216796875,0.152587890625,0.08655,0.11365
1164,0.4626287,0.46719223,0.4751763,0.50649685,0.4772371,0.00999,0.0,7.575750350952148e-05,0.009,0.0121
1502,0.47425485,0.4643235,0.47603533,0.5413188,0.56040037,0.1533,0.0377197265625,0.0738525390625,0.1521,0.1995
1629,0.48003986,0.500993,0.47267485,0.51957935,0.49357453,0.0937,0.061553955078125,0.060760498046875,0.1003,0.1149
2475,0.5084964,0.55083704,0.5529107,0.57190186,0.5632626,0.08704,0.11444091796875,0.0921630859375,0.08185,0.08875
1227,0.55677825,0.57991046,0.5558274,0.560476,0.51251775,0.1083,0.0513916015625,0.0828857421875,0.0708,0.09393
1107,0.54427683,0.5535556,0.550172,0.530257,0.52048373,0.137,0.05828857421875,0.125,0.06793,0.05255
878,0.528208,0.6039083,0.6059017,0.5853071,0.5316018,0.1261,0.0924072265625,0.15185546875,0.0981,0.12244
1887,0.45386073,0.52560675,0.45360088,0.52415407,0.4785807,0.08264,0.1290283203125,0.06170654296875,0.146,0.1139
1407,0.5390574,0.5006366,0.5170851,0.55605334,0.6749397,0.153,0.0,0.0601806640625,0.1422,0.3281
1393,0.6096563,0.5772611,0.5924594,0.67680424,0.65181625,0.1482,0.05206298828125,0.0980224609375,0.1504,0.1687
1281,0.58327985,0.56533957,0.58017963,0.60467243,0.60547954,0.06046,0.00897216796875,0.0491943359375,0.05685,0.04712
1800,0.46078628,0.5113522,0.4868221,0.48909244,0.43224713,0.04315,0.0731201171875,0.049102783203125,0.04523,0.07135
2689,0.43486744,0.4871387,0.46580827,0.49847138,0.4528435,0.02148,0.080078125,0.0278778076171875,0.03693,0.0185
