id,text
10,"Title: ASP Chef Creates Surveys.
Venue: iclp
Authors: 
Abstract: The integration of SurveyJS, an open-source JavaScript library for building dynamic and interactive forms, into ASP Chef, a web-based framework for designing and executing Answer Set Programming (ASP) pipelines known as recipes, significantly expands the applicability of ASP Chef in domains requiring real-time data acquisition and interactive workflows.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle|Review
Fields of study: Computer Science"
11,"Title: neXSim: A System for Explaining Nexus of Similarities.
Venue: iclp
Authors: 
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
12,"Title: Iterative ASP Pipelines: Enhancements for Robots Playing Mobile Games.
Venue: iclp
Authors: 
Abstract: It is argued that an iterative decision making pipeline enabling a delta robot to play certain families of turn-based mobile games provides potential for KR and robotics to be combined in creative ways, and offers itself as a general controlled environment where to experiment with forms of hybrid reasoning, while relieving from implementation details.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle|Review
Fields of study: Computer Science"
13,"Title: General Grid Recognition and Logic-Driven Gameplay for Intelligent Robots.
Venue: iclp
Authors: 
Abstract: The goal of this research work is to design a general framework to identify a grid-like structure in a given image and then detect and classify objects having different shapes and colours within the cells of the grid, which could be used to auto-detect and count the products placed on store shelves.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
14,"Title: Tackling the Air Traffic Flow and Capacity Management Problem with Explainable Answer Set Programming.
Venue: iclp
Authors: Gładyś Sylwester, Malarski Marek, Jasiński Sławomir, Skorupski Jacek
Abstract: This project will tackle the lack of trustworthiness in AI for ATFM by combining the logic programming paradigm Answer Set Programming (ASP) with explanations by solving and explaining real-world-sized instances of the European airspace.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
15,"Title: Knowledge Graphs &amp; Reasoning in Concert: Automating Regulation in Corporate Economics.
Venue: iclp
Authors: 
Abstract: Since its emergence two decades ago, Product Lifecycle Management (PLM) has shaped product development and production engineering while helping achieve a tremendous quickening in processes and operations. On the other hand, Internet of Things (IoT) is currently in extraordinarily strong emergence and overall interest is increasingly growing. Surprisingly, interactions between IoT platforms and PLM software are very scarce to this day. The industry has enabled a few connections when and where return on investment was high and certain. However, nowadays, the struggle for systems integration remains. The two systems’ integration is key to make the most of the data collected by various sensors about a product’s manufacturing, usage, maintenance, and failures, namely its lifecycle. This data will then be exploited to improve either conception, manufacturing, servicing, or disposal of either the current product, the product range or a future product therefore creating a virtuous feedback loop enabling more sustainable products via product servitisation or pay-per-use. This thesis’ problem statement is “How to link product lifecycle management information, especially engineering information, and data from smart things, whatever they are, in a discrete manufacturing industry context?” First, it presents the current state-of-the-art of existing methodologies, PLM, IoT and Interoperability and phrases the research question: “What framework could be used to develop an industry-ready solution to ensure a digital thread between PLM software and IoT Platform?” This thesis then proposes a methodological framework for a digital thread between PLM and IoT based on four key concepts and three novel approaches. The four key concepts are Baselines, Change Management, Product Instantiation and IoT information structuration. The three novel approaches are Function-enabled PLM (based on reacting, interfacing, storing and data processing functions), Problem report as a medium, and Enrichment of ‘as to be’ baselines. Thirdly, it is validated upon use cases based on the REBO smart bottle. Finally, discussion covers the possible extension of the framework over other industries and trades.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
16,"Title: Flexible, Lifelong, Explainable, and Robust Solutions for Multi-Agent Path Finding Problems.
Venue: iclp
Authors: Aysu Bogatarkan
Abstract: The multi-agent path finding (MAPF) problem is a combinatorial search problem that aims at finding paths for multiple agents in an environment without collisions, subject to constraints on the lengths of paths. The real-world applications of MAPF require flexible, lifelong, robust and explainable solutions. In this study, these challenges are being addressed.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
17,"Title: Neurosymbolic AI in Digital Forensics: Commonsense and Qualitative Reasoning.
Venue: iclp
Authors: Son Tran, Edjard Mota, Artur d'Avila Garcez
Abstract: This research proposal aims to leverage new Neurosymbolic Artificial Intelligence approaches to build tools and explore the possibility of automating tasks in Digital Forensics with the main ingredients useful to accomplish this task being Commonsense and Qualitative reasoning, Answer Set Programming, and Large Language Models.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
18,"Title: A Tool Set for Converting Controlled Natural Languages into AI Formalisms.
Venue: iclp
Authors: 
Abstract: This paper introduces two tools that translate CNL into ASP and telingo input language, and a third tool that facilitates the definition of CNLs and their mappings into corresponding target formalisms, supporting the use of formal knowledge representation paradigms through structured natural language.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
19,"Title: Representing and Evaluating SBVR Specification via ASP.
Venue: iclp
Authors: Murali Mohanan, Imran Sarwar Bajwa
Abstract: A novel approach based on Answer Set Programming (ASP) is proposed that offers a simple and declarative way of representing SBVR, a set of robust tools for conflict explanation, and high-performance solvers.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle|Review
Fields of study: Computer Science"
20,"Title: On the Translation of ASP Rules to (Controlled) Natural Language Sentences.
Venue: iclp
Authors: SIMONE CARUSO, CARMINE DODARO, MARCO MARATEA, MARCO MOCHI, FRANCESCO RICCIO
Abstract: Abstract Answer set programming (ASP) is a popular declarative programming language for solving hard combinatorial problems. Although ASP has gained widespread acceptance in academic and industrial contexts, there are certain user groups who may find it more advantageous to employ a higher-level language that closely resembles natural language when specifying ASP programs. In this paper, we propose a novel tool, called CNL2ASP, for translating English sentences expressed in a controlled natural language (CNL) form into ASP. In particular, we first provide a definition of the type of sentences allowed by our CNL and their translation as ASP rules and then exemplify the usage of the CNL for the specification of both synthetic and real-world combinatorial problems. Finally, we report the results of an experimental analysis conducted on the real-world problems to compare the performance of automatically generated encodings with the ones written by ASP practitioners, showing that our tool can obtain satisfactory performance on these benchmarks.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
21,"Title: Resource Allocation with Cooperative Agents.
Venue: iclp
Authors: 
Abstract: This work studies the problem of cooperative resource allocation in multi-agent systems, focusing on scenarios such as hospital networks, and devise ad-hoc optimization strategies for a static scenario, where resource needs are fixed over time.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
22,"Title: Enhancing Compilation-based ASP Solving.
Venue: iclp
Authors: Carmine Dodaro, Giuseppe Mazzotta, Francesco Ricca
Abstract: A novel compilation technique is developed that enables lazy atom discovery during solving in Answer Set Programming and confirms the effectiveness of this approach.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
23,"Title: Enhancing Compilation-based ASP Solving with Postponed Atom Discovery.
Venue: iclp
Authors: Andrea Cuteri, Giuseppe Mazzotta, Francesco Ricca
Abstract: This paper investigates how compilation-based technique can be enhanced by deferring the evaluation of rules generating large number of atoms, and so enabling atoms to be discovered lazily during solving, and demonstrates significant performance improvements over traditional compilation-based solvers.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
24,"Title: Toward Executing Datalog on Big Data Platforms - Extended Abstract.
Venue: iclp
Authors: Bernard LANG
Abstract: Networks have grown increasingly complicated. Violations of intended policies can compromise network availability and network reliability. Network operators need to ensure that their policies are correctly implemented. This has inspired a research field, network verification and testing, that enables users to automatically detect bugs and systematically reason their network. Furthermore, techniques ranging from formal modeling to verification and testing have been applied to help operators build reliable systems in electronic design automation and software. Inspired by its success, network verification has recently seen increased attention in the academic and industrial communities. As an area of current interest, it is an interdisciplinary subject (with fields including formal methods, mathematical logic, programming languages, and networks), making it daunting for a nonprofessional. We perform a comprehensive survey on well-developed methodologies and tools for data plane verification, control plane verification, data plane testing and control plane testing. This survey also provides lessons gained from existing solutions and a perspective of future research developments.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
25,"Title: PEG 2.0: Future-Gazing Through a Socio-Linguistic and Historical Lens.
Venue: iclp
Authors: 
Abstract: The importance of taking into account holistic historical and socio-linguistic perspectives to inspire us in clarifying what ends the authors should pursue is discussed, which are also conducive to redirecting those AI efforts that stress imitative or dominating goals into the overall goal of complementing human intelligence.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
26,"Title: Learning ASP Domain-specific Heuristics using Transformers.
Venue: iclp
Authors: Marcello Balduccini
Abstract: This thesis proposes an approach to automate heuristic design for ASP problems by fine-tune an LLM to imitate an ASP solver branching decisions on two domains, namely Sokoban and Tower of Hanoi.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
27,"Title: Search-Guided Generation of Properties for Program Analyzers.
Venue: iclp
Authors: Yixuan Liang
Abstract: This work presents checkification, a simple, automatic technique for testing static analyzers, and introduces flexible search strategies for (C)LP programs, enabling expressive and configurable test case generation.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
28,"Title: Knowledge-Based Stable Roommates Problems.
Venue: iclp
Authors: Müge Fidan
Abstract: The PhD studies of the author focus on a human-centered and computationally-challenging interdisciplinary problem of the Stable Roommates problem and its variations. Motivated by real-world applications, and by the fact that the Stable Roommates problem does not always admit a stable solution, the goal is to develop novel computational methods to solve these problems, that are not only computationally efficient but also yield solutions that are fair, personalized, and applicable in real-world to benefit humans.
Semantic Scholar venue: AAAI Conference on Artificial Intelligence
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
29,"Title: LLMASP: A Framework for Mitigating Hallucinations and Supporting Symbolic Reasoning in Large Language Models.
Venue: iclp
Authors: Xing Xu
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
30,"Title: Exploring Digital Twins integration with ASP and ASP Chef.
Venue: iclp
Authors: Fiona Rossette-Crake
Abstract: A method for mapping DTDL-defined digital twin models into ASP facts enables a seamless transition from high-level digital twin specifications to declarative reasoning and interactive visualization, offering a flexible framework for interpreting and exploring digital twin configurations.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
31,"Title: Formal Verification of Answer Set Programs Containing Advanced Language Constructs.
Venue: iclp
Authors: Rolf Schwitter
Abstract: BACKGROUND: Many interventions found to be effective in health services research studies fail to translate into meaningful patient care outcomes across multiple contexts. Health services researchers recognize the need to evaluate not only summative outcomes but also formative outcomes to assess the extent to which implementation is effective in a specific setting, prolongs sustainability, and promotes dissemination into other settings. Many implementation theories have been published to help promote effective implementation. However, they overlap considerably in the constructs included in individual theories, and a comparison of theories reveals that each is missing important constructs included in other theories. In addition, terminology and definitions are not consistent across theories. We describe the Consolidated Framework For Implementation Research (CFIR) that offers an overarching typology to promote implementation theory development and verification about what works where and why across multiple contexts. METHODS: We used a snowball sampling approach to identify published theories that were evaluated to identify constructs based on strength of conceptual or empirical support for influence on implementation, consistency in definitions, alignment with our own findings, and potential for measurement. We combined constructs across published theories that had different labels but were redundant or overlapping in definition, and we parsed apart constructs that conflated underlying concepts. RESULTS: The CFIR is composed of five major domains: intervention characteristics, outer setting, inner setting, characteristics of the individuals involved, and the process of implementation. Eight constructs were identified related to the intervention (e.g., evidence strength and quality), four constructs were identified related to outer setting (e.g., patient needs and resources), 12 constructs were identified related to inner setting (e.g., culture, leadership engagement), five constructs were identified related to individual characteristics, and eight constructs were identified related to process (e.g., plan, evaluate, and reflect). We present explicit definitions for each construct. CONCLUSION: The CFIR provides a pragmatic structure for approaching complex, interacting, multi-level, and transient states of constructs in the real world by embracing, consolidating, and unifying key constructs from published implementation theories. It can be used to guide formative evaluations and build the implementation knowledge base across multiple studies and settings.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
32,"Title: The Simple Generative Logic Grammar: A Tool for Teaching Logical Thinking Through Visual Research in Art and Design.
Venue: iclp
Authors: Susanna Berger
Abstract: The Simple Generative Logic Grammar is a newly developed, very simply structured type of logic grammar designed for generating structured visual compositions and its potential to play a central role in the educational framework Exploring Generative Logic that is currently developing.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
33,"Title: Answer Set Counting and its Applications to Network Reliability and System Biology.
Venue: iclp
Authors: Mohimenul Kabir
Abstract: We have focused on Answer Set Programming (ASP), more specifically, answer set counting, exploring both exact and approximate methodologies. We developed an exact ASP counter, sharpASP, which utilizes a compact encoding for propositional formulas, significantly enhancing efficiency compared to existing methods that often struggle with inefficient encodings. Our evaluations indicate that sharpASP outperforms current ASP counters on several benchmarks. In addition, we proposed an approximate ASP counter, named ApproxASP, a hashing-based counter integrating Gauss-Jordan elimination within the ASP solver, clingo. As a practical application, we employed ApproxASP for network reliability estimation, demonstrating superior performance over both traditional reliability estimators and #SAT-based methods.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
34,"Title: Precise Exponential-Time Complexity of Non-Monotonic Reasoning.
Venue: iclp
Authors: Georg Gottlob
Abstract: This project investigates superpolynomial algorithms for non-monotonic reasoning problems, with a particular focus on propositional abduction, and is the first to launch a systematic attack on the exponential time complexity of a problem complete for the second level of the polynomial hierarchy.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
35,"Title: Towards Incorporating Normative Requirements In Autonomous Systems Using Datalog.
Venue: iclp
Authors: Dorra Zaibi, Meriem Riahi, Faouzi Moussa
Abstract: This work addresses the formalization and analysis of normative (SLEEC) requirements—those capturing social, legal, ethical, empathetic, and cultural constraints— essential for ensuring compliance with such regulations under the EU AI Act.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
36,"Title: Visualizing Kripke Models in LogiKEy: the Case of SDL.
Venue: iclp
Authors: N. Mansurov, D. Zhukov
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
37,"Title: Decompiling Language Models into Logic Programs.
Venue: iclp
Authors: 
Abstract: This paper sketches a strategy to take advantage of LLM’s capabilities with natural language processing while avoiding the risk of incorrect outputs and add LLMs to the materials and tools used to teach logic programming.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
38,"Title: Logic and Answer Set Programming in High School: Two Learning Unit Experiences.
Venue: iclp
Authors: Fabrizio Riguzzi
Abstract: Two learning units for teaching Answer Set Programming to high school students, with a focus on deductive Artificial Intelligence models, are presented, aiming to develop logical reasoning and problem-solving skills through declarative programming.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
39,"Title: Exploring Neurosymbolic Systems in Answer Set Programming with an Application to Waste Water Monitoring.
Venue: iclp
Authors: Steffen Schieweck, Gabriele Kern-Isberner, Michael ten Hompel
Abstract: This paper presents LLMASP, a neurosymbolic tool, where the interaction between ASP and LLMs is driven by a YAML file specifying prompt templates and domain-specific background knowledge, combining syntactic structures extracted by LLMs and semantic aspects encoded in the knowledge base.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
40,"Title: Constructionist Co-Design for the Learning Experience: A Work-in-Progress on Engaging Teachers to Integrate Logic Programming in Primary School.
Venue: iclp
Authors: Maria Daskolia, Jaume Piera, Karen Soacha
Abstract: A collaborative co-design strategy with primary school teachers that aims to recognise and leverage teachers’ situated pedagogical knowledge while introducing core concepts of LT and declarative programming and presents a workshop for primary school teachers that puts the co-design framework into action.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
41,"Title: When Prolog Meets Generative Models: a New Approach for Managing Knowledge and Planning in Robotic Applications - Abstract.
Venue: iclp
Authors: Enrico Saccon, Ahmet Tikna, Davide De Martini, Edoardo Lamon, Luigi Palopoli, Marco Roveri
Abstract: In this paper, we propose a robot oriented knowledge representation system based on the use of the Prolog language. Our framework hinges on a special organisation of Knowledge Base (KB) that enables: 1) its efficient population from natural language texts using semi-automated procedures based on Large Language Models (LLMs); 2) the seamless generation of temporal parallel plans for multi-robot systems through a sequence of transformations; 3) the automated translation of the plan into an executable formalism. The framework is supported by a set of open source tools and its functionality is shown with a realistic application.
Semantic Scholar venue: IEEE International Conference on Robotics and Automation
Publication types: JournalArticle|Conference
Fields of study: Computer Science"
42,"Title: Teaching Prolog and Logic Programming with Jupyter Notebooks.
Venue: iclp
Authors: 
Abstract: The use of a JupyterHub server is presented to teach Prolog and Logic Programming in the context of a University course in Artificial Intelligence to simplify how student exercises are distributed, collected, accessed, and automatically assessed.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
43,"Title: A Legal Logic Programming Framework for Autonomous Vehicles.
Venue: iclp
Authors: VINEEL TUMMALA, DANIELA INCLEZAN
Abstract: A framework for representing and reasoning with traffic rules in Autonomous Vehicles (AVs) is presented, based on a fragment of the United Kingdom’s Highway Code (HC), which outlines legal requirements and good practices to fulfil reasonable duty of care.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
44,"Title: UserArmor: An extension for AppArmor.
Venue: iclp
Authors: Mario Alviano, Pierpaolo Sestito
Abstract: AppArmor is a mandatory access control (MAC) system for Linux based on profiles. It focuses on protecting processes, without differentiating profiles based on the users running the processes themselves. Moreover, it does not implement inheritance mechanisms to simplify the management of profiles and avoid the duplication of rules. This work introduces UserArmor, an extension of AppArmor that overcomes the aforementioned limitations by allowing specific profiles to be associated with users and implementing an inheritance system to reduce complexity, improve reusability, and ensure consistency in security rules. An application to Answer Set Programming is discussed.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
45,"Title: Global Type Inference for Java using Answer Set Programming.
Venue: iclp
Authors: Fabrizio Riguzzi
Abstract: Artificial intelligence (AI) has significantly impacted various fields. Large language models (LLMs) like GPT-4, BARD, PaLM, Megatron-Turing NLG, Jurassic-1 Jumbo etc., have contributed to our understanding and application of AI in these domains, along with natural language processing (NLP) techniques. This work provides a comprehensive overview of LLMs in the context of language modeling, word embeddings, and deep learning. It examines the application of LLMs in diverse fields including text generation, vision-language models, personalized learning, biomedicine, and code generation. The paper offers a detailed introduction and background on LLMs, facilitating a clear understanding of their fundamental ideas and concepts. Key language modeling architectures are also discussed, alongside a survey of recent works employing LLM methods for various downstream tasks across different domains. Additionally, it assesses the limitations of current approaches and highlights the need for new methodologies and potential directions for significant advancements in this field.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
46,"Title: Platform for Introducing Logic Programming in Bulgarian Secondary Schools - IDEAS (Intelligent Data Educational Analysis System).
Venue: iclp
Authors: Veneta Tabakova-Komsalova, Ivan Stoyanov, George Cholakov, Magdalena Maglizhanova
Abstract: An educational platform named IDEAS (Intelligent Data Educational Analysis System) has been developed and applied, utilizing C# and Prolog, and promotes the development of critical and creative thinking through Project-Based Learning.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
47,"Title: Research Summary: Explainable Artificial Intelligence in Answer Set Programming and Machine Learning.
Venue: iclp
Authors: Vladimir Lifschitz
Abstract: Summary Background Duration of second stage of labor is crucial for fetal delivery, but the optimal length of this stage remains controversial. While extending the duration of second stage can reduce primary cesarean delivery rates, it may increase maternal and neonatal morbidities as the duration progresses. We aimed to develop a personalized machine learning (ML) model to predict the possible second-stage duration. Methods This multicenter, retrospective study was conducted at four tertiary hospitals in China from September 2013 to October 2022. Data from three hospitals in Guangdong Province was selected as derivation set, and a geographically independent dataset from Fujian Province as the external validation set. Singleton vaginal deliveries with term live birth in a cephalic position were included. The primary outcome was the duration of the second stage of labor. Since durations beyond 3 h were rare, we developed binary classification models with thresholds at 1 h and 2 h. After the optimal features selected by recursive feature elimination (RFE) method, four ML algorithms were employed to build the models. The best model would be selected with the predictive performance and interpreted with Shapley Additive exPlanations method. The study is registered in Clinical Trial (ChiCTR2400085338). Findings Electronic medical records of 79,381 vaginal deliveries were obtained, and 63,401 deliveries meeting the inclusion criteria were included in the final analysis. Eight risk features were selected through the RFE process. Gradient boosting machine implemented by decision tree models achieved the best performance, yielding areas under the curve for 1-h and 2-h models of 0.808 (95% confidence interval [CI] 0.797–0.819) and 0.824 (95% CI 0.804–0.843) in the testing set, and 0.862 (95% CI 0.854–0.870) and 0.859 (95% CI 0.843–0.875) in the external validation set, respectively. Interpretation An explainable and reliable ML model was developed to predict the probable second-stage duration, which could assist in individualized labor management. Factors such as first-stage duration and maternal age are potential predictors for the second stage. Funding 10.13039/501100001809National Natural Science Foundation of China (No.82371689, N0.81771602), and 10.13039/501100012166National Key Research and Development Program of China (No.2021YFC2700703).
Semantic Scholar venue: EClinicalMedicine
Publication types: JournalArticle
Fields of study: Medicine"
48,"Title: ASP and PDDL+ Applications in Urban Traffic Distribution and Control.
Venue: iclp
Authors: Sandra Castellanos-Paez, Francesco Percassi, Mauro Vallati
Abstract: Answer Set Programming (ASP) and the mixed discrete-continuos variant of the Planning Domain Definition Language (PDDL+) are well-known knowledge representation and reasoning methodologies to solve configuration, scheduling and planning problems arising in real-life applications. In this paper, we focus on the recent problems modeled and solved with ASP and PDDL+ in the context of urban traffic distribution and control, including Traffic Signal Optimization and the optimization of pre-computed routes of Connected Autonomous Vehicles in urban networks.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
49,"Title: Early Validation of High-level Requirements on Cyber-Physical Systems.
Venue: iclp
Authors: Ondřej Vašíček
Abstract: The overarching, broad topic of my research are advancements in the area of safety-critical, cyber-physical systems (CPS) development with emphasis on validation and verification. The particular focus of my research is the early validation of high-level requirements on CPS. My current approach for tackling this problem is transforming the requirements into Event Calculus and subsequently reasoning about them using ASP solvers such as the grounding-free s(CASP). Below, I discuss my research, its current state, and the open issues that are still left to tackle. The first results of my work will be presented in a paper that was accepted for ICLP'24, which is my first paper in this area.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
50,"Title: Probabilistic Declarative Process Mining.
Venue: iclp
Authors: Anti Alman, Fabrizio Maria Maggi, Marco Montali, Rafael Peñaloza
Abstract: In a variety of application domains, (business) processes are intrinsically uncertain. Surprisingly, only very few languages and techniques in BPM consider uncertainty as a first-class citizen. This is also the case in declarative processes, which typically require that process executions satisfy all the elicited process constraints. We counteract this limitation by introducing the notion of probabilistic process constraint. We show how to characterize the semantics of probabilistic process constraints through the interplay of time and probability, and how it is possible to reason over such constraints by loosely coupling temporal and probabilistic reasoning. We then rely on this approach to redefine several key process mining tasks in the light of uncertainty. First, we discuss how probabilistic constraints can be discovered from event data by employing, off-the-shelf, existing algorithms for declarative process discovery. Second, we study how to carry out monitoring, obtaining a setting where a monitored partial trace may be in multiple monitoring states at the same time, though with different probabilities. Third, we handle conformance checking both at the trace and event log level, in the latter case providing a notion of earth mover’s distance that suits with our context. All the presented techniques have been implemented in proof-of-concept prototypes. © 2022ElsevierLtd.Allrightsreserved.
Semantic Scholar venue: Information Systems
Publication types: JournalArticle
Fields of study: Computer Science"
51,"Title: A Scalable Approach to Probabilistic Compliance in Declarative Process Mining.
Venue: iclp
Authors: Christian Sturm, Stefan Schönig, Stefan Jablonski
Abstract: This paper proposes to adopt PASCAL, an algorithm that learns Probabilistic Constraint Logic Theories in the learning from interpretation setting and that assigns to interpretations the probability of belonging to the positive class, for efficiently computing the probability of conformance of process traces against probabilistic declarative process models.
Semantic Scholar venue: ICLP Workshops
Publication types: JournalArticle
Fields of study: Computer Science"
