id,Label,oof_score,oof_pred,p_label_1,p_label_2,p_label_3,p_label_4,p_label_5
44,1,4.0,4,0.0,0.0,0.0,1.0,0.0
45,4,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
46,1,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
47,5,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
48,4,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
49,1,4.0,4,0.0,0.0,0.0,1.0,0.0
50,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
51,3,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
52,5,1.0,1,1.0,0.0,0.0,0.0,0.0
53,4,4.0,4,0.0,0.0,0.0,1.0,0.0
54,1,4.0,4,0.0,0.0,0.0,1.0,0.0
55,1,4.0,4,0.0,0.0,0.0,1.0,0.0
56,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
57,1,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
58,1,1.0,1,1.0,0.0,0.0,0.0,0.0
59,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
60,4,5.0,5,0.0,0.0,0.0,0.0,1.0
61,3,4.0,4,0.0,0.0,0.0,1.0,0.0
62,2,3.0,3,0.0,0.0,1.0,0.0,0.0
63,5,5.0,5,0.0,0.0,0.0,0.0,1.0
64,4,5.0,5,0.0,0.0,0.0,0.0,1.0
65,5,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
66,3,4.0,4,0.0,0.0,0.0,1.0,0.0
67,1,3.0,3,0.0,0.0,1.0,0.0,0.0
68,4,5.0,5,0.0,0.0,0.0,0.0,1.0
69,5,5.0,5,0.0,0.0,0.0,0.0,1.0
70,3,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
71,3,5.0,5,0.0,0.0,0.0,0.0,1.0
72,5,5.0,5,0.0,0.0,0.0,0.0,1.0
73,2,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
74,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
75,5,5.0,5,0.0,0.0,0.0,0.0,1.0
76,5,5.0,5,0.0,0.0,0.0,0.0,1.0
77,5,5.0,5,0.0,0.0,0.0,0.0,1.0
78,2,3.0,3,0.0,0.0,1.0,0.0,0.0
79,3,2.0,2,0.0,1.0,0.0,0.0,0.0
80,1,4.0,4,0.0,0.0,0.0,1.0,0.0
81,2,5.0,5,0.0,0.0,0.0,0.0,1.0
82,3,5.0,5,0.0,0.0,0.0,0.0,1.0
83,2,5.0,5,0.0,0.0,0.0,0.0,1.0
84,3,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
85,1,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
86,5,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
87,1,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
88,1,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
89,1,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
90,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
91,4,4.0,4,0.0,0.0,0.0,1.0,0.0
92,4,5.0,5,0.0,0.0,0.0,0.0,1.0
93,3,3.0,3,0.0,0.0,1.0,0.0,0.0
94,4,5.0,5,0.0,0.0,0.0,0.0,1.0
95,2,1.0,1,1.0,0.0,0.0,0.0,0.0
96,4,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
97,4,5.0,5,0.0,0.0,0.0,0.0,1.0
98,4,3.0,3,0.0,0.0,1.0,0.0,0.0
99,5,5.0,5,0.0,0.0,0.0,0.0,1.0
100,3,3.0,3,0.0,0.0,1.0,0.0,0.0
101,4,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
102,3,3.0,3,0.0,0.0,1.0,0.0,0.0
103,1,2.0,2,0.0,1.0,0.0,0.0,0.0
104,2,3.0,3,0.0,0.0,1.0,0.0,0.0
105,1,3.0,3,0.0,0.0,1.0,0.0,0.0
106,3,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
107,4,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
108,1,3.0,3,0.0,0.0,1.0,0.0,0.0
109,1,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
110,3,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
111,5,5.0,5,0.0,0.0,0.0,0.0,1.0
112,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
113,2,1.0,1,1.0,0.0,0.0,0.0,0.0
114,4,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
115,3,5.0,5,0.0,0.0,0.0,0.0,1.0
116,1,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
117,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
118,1,4.0,4,0.0,0.0,0.0,1.0,0.0
119,3,3.0,3,0.0,0.0,1.0,0.0,0.0
120,1,3.0,3,0.0,0.0,1.0,0.0,0.0
121,3,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
122,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
123,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
124,5,5.0,5,0.0,0.0,0.0,0.0,1.0
125,3,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
126,4,5.0,5,0.0,0.0,0.0,0.0,1.0
127,2,4.0,4,0.0,0.0,0.0,1.0,0.0
128,3,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
129,5,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
130,4,3.0,3,0.0,0.0,1.0,0.0,0.0
131,3,4.0,4,0.0,0.0,0.0,1.0,0.0
132,1,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
133,2,1.0,1,1.0,0.0,0.0,0.0,0.0
134,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
135,5,3.0,3,0.0,0.0,1.0,0.0,0.0
136,1,3.0,3,0.0,0.0,1.0,0.0,0.0
137,1,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
138,3,5.0,5,0.0,0.0,0.0,0.0,1.0
139,5,5.0,5,0.0,0.0,0.0,0.0,1.0
140,5,5.0,5,0.0,0.0,0.0,0.0,1.0
141,5,5.0,5,0.0,0.0,0.0,0.0,1.0
142,5,5.0,5,0.0,0.0,0.0,0.0,1.0
143,3,3.0,3,0.0,0.0,1.0,0.0,0.0
144,1,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
145,4,3.0,3,0.0,0.0,1.0,0.0,0.0
146,5,5.0,5,0.0,0.0,0.0,0.0,1.0
147,1,4.0,4,0.0,0.0,0.0,1.0,0.0
148,1,5.0,5,0.0,0.0,0.0,0.0,1.0
149,1,4.0,4,0.0,0.0,0.0,1.0,0.0
150,2,4.0,4,0.0,0.0,0.0,1.0,0.0
151,4,5.0,5,0.0,0.0,0.0,0.0,1.0
152,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
153,1,4.0,4,0.0,0.0,0.0,1.0,0.0
154,1,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
155,5,5.0,5,0.0,0.0,0.0,0.0,1.0
156,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
157,1,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
158,1,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
159,2,3.0,3,0.0,0.0,1.0,0.0,0.0
160,2,5.0,5,0.0,0.0,0.0,0.0,1.0
161,3,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
162,4,5.0,5,0.0,0.0,0.0,0.0,1.0
163,5,4.0,4,0.0,0.0,0.0,1.0,0.0
164,1,3.0,3,0.0,0.0,1.0,0.0,0.0
165,2,2.0,2,0.0,1.0,0.0,0.0,0.0
166,1,1.0,1,1.0,0.0,0.0,0.0,0.0
167,1,3.0,3,0.0,0.0,1.0,0.0,0.0
168,3,5.0,5,0.0,0.0,0.0,0.0,1.0
169,5,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
170,5,3.0,3,0.0,0.0,1.0,0.0,0.0
171,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
172,4,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
173,3,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
174,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
175,4,3.0,3,0.0,0.0,1.0,0.0,0.0
176,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
177,4,3.0,3,0.0,0.0,1.0,0.0,0.0
178,5,5.0,5,0.0,0.0,0.0,0.0,1.0
179,3,3.0,3,0.0,0.0,1.0,0.0,0.0
180,4,5.0,5,0.0,0.0,0.0,0.0,1.0
181,5,4.0,4,0.0,0.0,0.0,1.0,0.0
182,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
183,3,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
184,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
185,4,3.0,3,0.0,0.0,1.0,0.0,0.0
186,5,5.0,5,0.0,0.0,0.0,0.0,1.0
187,2,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
188,5,3.0,3,0.0,0.0,1.0,0.0,0.0
189,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
190,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
191,1,5.0,5,0.0,0.0,0.0,0.0,1.0
192,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
193,5,5.0,5,0.0,0.0,0.0,0.0,1.0
194,4,3.0,3,0.0,0.0,1.0,0.0,0.0
195,3,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
196,1,3.0,3,0.0,0.0,1.0,0.0,0.0
197,1,3.0,3,0.0,0.0,1.0,0.0,0.0
198,2,4.0,4,0.0,0.0,0.0,1.0,0.0
199,3,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
200,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
201,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
202,5,5.0,5,0.0,0.0,0.0,0.0,1.0
203,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
204,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
205,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
206,1,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
207,2,4.0,4,0.0,0.0,0.0,1.0,0.0
208,3,2.0,2,0.0,1.0,0.0,0.0,0.0
209,1,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
210,1,1.0,1,1.0,0.0,0.0,0.0,0.0
211,4,3.0,3,0.0,0.0,1.0,0.0,0.0
212,1,5.0,5,0.0,0.0,0.0,0.0,1.0
213,4,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
214,5,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
215,4,3.0,3,0.0,0.0,1.0,0.0,0.0
216,3,4.0,4,0.0,0.0,0.0,1.0,0.0
217,1,5.0,5,0.0,0.0,0.0,0.0,1.0
218,1,1.0,1,1.0,0.0,0.0,0.0,0.0
219,5,1.0,1,1.0,0.0,0.0,0.0,0.0
220,4,4.0,4,0.0,0.0,0.0,1.0,0.0
221,5,5.0,5,0.0,0.0,0.0,0.0,1.0
222,5,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
223,3,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
224,1,4.0,4,0.0,0.0,0.0,1.0,0.0
225,5,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
226,5,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
227,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
228,4,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
229,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
230,5,5.0,5,0.0,0.0,0.0,0.0,1.0
231,4,4.0,4,0.0,0.0,0.0,1.0,0.0
232,4,5.0,5,0.0,0.0,0.0,0.0,1.0
233,4,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
234,3,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
235,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
236,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
237,1,3.0,3,0.0,0.0,1.0,0.0,0.0
238,1,3.0,3,0.0,0.0,1.0,0.0,0.0
239,2,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
240,2,5.0,5,0.0,0.0,0.0,0.0,1.0
241,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
242,3,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
243,3,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
244,4,5.0,5,0.0,0.0,0.0,0.0,1.0
245,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
246,4,4.0,4,0.0,0.0,0.0,1.0,0.0
247,5,4.0,4,0.0,0.0,0.0,1.0,0.0
248,3,4.0,4,0.0,0.0,0.0,1.0,0.0
249,1,5.0,5,0.0,0.0,0.0,0.0,1.0
250,1,1.0,1,1.0,0.0,0.0,0.0,0.0
251,4,4.0,4,0.0,0.0,0.0,1.0,0.0
252,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
253,5,5.0,5,0.0,0.0,0.0,0.0,1.0
254,1,1.0,1,1.0,0.0,0.0,0.0,0.0
255,2,3.0,3,0.0,0.0,1.0,0.0,0.0
256,2,5.0,5,0.0,0.0,0.0,0.0,1.0
257,5,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
258,4,3.0,3,0.0,0.0,1.0,0.0,0.0
259,5,3.0,3,0.0,0.0,1.0,0.0,0.0
260,1,3.0,3,0.0,0.0,1.0,0.0,0.0
261,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
262,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
263,4,4.0,4,0.0,0.0,0.0,1.0,0.0
264,3,5.0,5,0.0,0.0,0.0,0.0,1.0
265,3,5.0,5,0.0,0.0,0.0,0.0,1.0
266,1,4.0,4,0.0,0.0,0.0,1.0,0.0
267,1,1.0,1,1.0,0.0,0.0,0.0,0.0
268,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
269,3,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
270,4,3.0,3,0.0,0.0,1.0,0.0,0.0
271,5,5.0,5,0.0,0.0,0.0,0.0,1.0
272,5,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
273,4,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
274,4,3.0,3,0.0,0.0,1.0,0.0,0.0
275,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
276,2,4.0,4,0.0,0.0,0.0,1.0,0.0
277,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
278,1,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
279,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
280,3,3.0,3,0.0,0.0,1.0,0.0,0.0
281,1,3.0,3,0.0,0.0,1.0,0.0,0.0
282,5,5.0,5,0.0,0.0,0.0,0.0,1.0
283,4,5.0,5,0.0,0.0,0.0,0.0,1.0
284,2,3.0,3,0.0,0.0,1.0,0.0,0.0
285,4,5.0,5,0.0,0.0,0.0,0.0,1.0
286,1,3.0,3,0.0,0.0,1.0,0.0,0.0
287,4,5.0,5,0.0,0.0,0.0,0.0,1.0
288,1,4.0,4,0.0,0.0,0.0,1.0,0.0
289,1,4.0,4,0.0,0.0,0.0,1.0,0.0
290,1,5.0,5,0.0,0.0,0.0,0.0,1.0
291,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
292,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
293,5,5.0,5,0.0,0.0,0.0,0.0,1.0
294,1,2.0,2,0.0,1.0,0.0,0.0,0.0
295,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
296,3,4.0,4,0.0,0.0,0.0,1.0,0.0
297,3,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
298,4,5.0,5,0.0,0.0,0.0,0.0,1.0
299,5,4.0,4,0.0,0.0,0.0,1.0,0.0
300,3,3.0,3,0.0,0.0,1.0,0.0,0.0
301,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
302,4,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
303,5,5.0,5,0.0,0.0,0.0,0.0,1.0
304,5,5.0,5,0.0,0.0,0.0,0.0,1.0
305,1,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
306,1,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
307,1,4.0,4,0.0,0.0,0.0,1.0,0.0
308,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
309,2,3.0,3,0.0,0.0,1.0,0.0,0.0
310,4,5.0,5,0.0,0.0,0.0,0.0,1.0
311,3,5.0,5,0.0,0.0,0.0,0.0,1.0
312,3,4.0,4,0.0,0.0,0.0,1.0,0.0
313,1,4.0,4,0.0,0.0,0.0,1.0,0.0
314,2,5.0,5,0.0,0.0,0.0,0.0,1.0
315,4,2.0,2,0.0,1.0,0.0,0.0,0.0
316,2,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
317,5,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
318,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
319,3,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
320,1,5.0,5,0.0,0.0,0.0,0.0,1.0
321,2,3.0,3,0.0,0.0,1.0,0.0,0.0
322,5,5.0,5,0.0,0.0,0.0,0.0,1.0
323,4,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
324,5,5.0,5,0.0,0.0,0.0,0.0,1.0
325,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
326,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
