lookup_id,source_title,found,abstract,match_score,openalex_id,openalex_title,year,cited_by_count,referenced_works_count,fwci,is_retracted,doi
TITLE:train:10,ASP Chef Creates Surveys.,False,"Edible oils are the major natural dietary sources of tocopherols and tocotrienols, collectively known as tocols. Plant foods with low lipid content usually have negligible quantities of tocols. However, seeds and other plant food processing by-products may serve as alternative sources of edible oils with considerable contents of tocopherols and tocotrienols. Tocopherols are among the most important lipid-soluble antioxidants in food as well as in human and animal tissues. Tocopherols are found in lipid-rich regions of cells (e.g., mitochondrial membranes), fat depots, and lipoproteins such as low-density lipoprotein cholesterol. Their health benefits may also be explained by regulation of gene expression, signal transduction, and modulation of cell functions. Potential health benefits of tocols include prevention of certain types of cancer, heart disease, and other chronic ailments. Although deficiencies of tocopherol are uncommon, a continuous intake from common and novel dietary sources of tocopherols and tocotrienols is advantageous. Thus, this contribution will focus on the relevant literature on common and emerging edible oils as a source of tocols. Potential application and health effects as well as the impact of new cultivars as sources of edible oils and their processing discards are presented. Future trends and drawbacks are also briefly covered.",0.2028985507246377,https://openalex.org/W2537643964,"Tocopherols and Tocotrienols in Common and Emerging Dietary Sources: Occurrence, Applications, and Health Benefits",2016.0,422.0,189.0,12.1499,False,https://doi.org/10.3390/ijms17101745
TITLE:train:11,neXSim: A System for Explaining Nexus of Similarities.,False,,0.0,,,,,,,False,
TITLE:train:12,Iterative ASP Pipelines: Enhancements for Robots Playing Mobile Games.,False,"The combination of Reinforcement Learning (RL) with deep learning has led to a series of impressive feats, with many believing (deep) RL provides a path towards generally capable agents. However, the success of RL agents is often highly sensitive to design choices in the training process, which may require tedious and error-prone manual tuning. This makes it challenging to use RL for new problems and also limits its full potential. In many other areas of machine learning, AutoML has shown that it is possible to automate such design choices, and AutoML has also yielded promising initial results when applied to RL. However, Automated Reinforcement Learning (AutoRL) involves not only standard applications of AutoML but also includes additional challenges unique to RL, that naturally produce a different set of methods. As such, AutoRL has been emerging as an important area of research in RL, providing promise in a variety of applications from RNA design to playing games, such as Go. Given the diversity of methods and environments considered in RL, much of the research has been conducted in distinct subfields, ranging from meta-learning to evolution. In this survey, we seek to unify the field of AutoRL, provide a common taxonomy, discuss each area in detail and pose open problems of interest to researchers going forward.",0.3478260869565217,https://openalex.org/W4221141793,Automated Reinforcement Learning (AutoRL): A Survey and Open Problems,2022.0,82.0,383.0,10.5491,False,https://doi.org/10.1613/jair.1.13596
TITLE:train:13,General Grid Recognition and Logic-Driven Gameplay for Intelligent Robots.,False,"Abstract Planning and decision-making technology at intersections is a comprehensive research problem in intelligent transportation systems due to the uncertainties caused by a variety of traffic participants. As wireless communication advances, vehicle infrastructure integrated algorithms designed for intersection planning and decision-making have received increasing attention. In this paper, the recent studies on the planning and decision-making technologies at intersections are primarily overviewed. The general planning and decision-making approaches are presented, which include graph-based approach, prediction base approach, optimization-based approach and machine learning based approach. Since connected autonomous vehicles (CAVs) is the future direction for the automated driving area, we summarized the evolving planning and decision-making methods based on vehicle infrastructure cooperative technologies. Both four-way signalized and unsignalized intersection(s) are investigated under purely automated driving traffic and mixed traffic. The study benefit from current strategies, protocols, and simulation tools to help researchers identify the presented approaches’ challenges and determine the research gaps, and several remaining possible research problems that need to be solved in the future.",0.311377245508982,https://openalex.org/W4200081874,Planning and Decision-making for Connected Autonomous Vehicles at Road Intersections: A Review,2021.0,88.0,172.0,8.3264,False,https://doi.org/10.1186/s10033-021-00639-3
TITLE:train:14,Tackling the Air Traffic Flow and Capacity Management Problem with Explainable Answer Set Programming.,False,"As of today, the fifth generation (5G) mobile communication system has been rolled out in many countries and the number of 5G subscribers already reaches a very large scale. It is time for academia and industry to shift their attention towards the next generation. At this crossroad, an overview of the current state of the art and a vision of future communications are definitely of interest. This article thus aims to provide a comprehensive survey to draw a picture of the sixth generation (6G) system in terms of drivers, use cases, usage scenarios, requirements, key performance indicators (KPIs), architecture, and enabling technologies. First, we attempt to answer the question of “Is there any need for 6G?” by shedding light on its key driving factors, in which we predict the explosive growth of mobile traffic until 2030, and envision potential use cases and usage scenarios. Second, the technical requirements of 6G are discussed and compared with those of 5G with respect to a set of KPIs in a quantitative manner. Third, the state-of-the-art 6G research efforts and activities from representative institutions and countries are summarized, and a tentative roadmap of definition, specification, standardization, and regulation is projected. Then, we identify a dozen of potential technologies and introduce their principles, advantages, challenges, and open research issues. Finally, the conclusions are drawn to paint a picture of “What 6G may look like?.” This survey is intended to serve as an enlightening guideline to spur interests and further investigations for subsequent research and development of 6G communications systems.",0.3055555555555556,https://openalex.org/W3126686235,The Road Towards 6G: A Comprehensive Survey,2021.0,1462.0,144.0,103.9263,False,https://doi.org/10.1109/ojcoms.2021.3057679
TITLE:train:15,Knowledge Graphs &amp; Reasoning in Concert: Automating Regulation in Corporate Economics.,False,"Since its emergence two decades ago, Product Lifecycle Management (PLM) has shaped product development and production engineering while helping achieve a tremendous quickening in processes and operations. On the other hand, Internet of Things (IoT) is currently in extraordinarily strong emergence and overall interest is increasingly growing. Surprisingly, interactions between IoT platforms and PLM software are very scarce to this day. The industry has enabled a few connections when and where return on investment was high and certain. However, nowadays, the struggle for systems integration remains. The two systems’ integration is key to make the most of the data collected by various sensors about a product’s manufacturing, usage, maintenance, and failures, namely its lifecycle. This data will then be exploited to improve either conception, manufacturing, servicing, or disposal of either the current product, the product range or a future product therefore creating a virtuous feedback loop enabling more sustainable products via product servitisation or pay-per-use. This thesis’ problem statement is “How to link product lifecycle management information, especially engineering information, and data from smart things, whatever they are, in a discrete manufacturing industry context?” First, it presents the current state-of-the-art of existing methodologies, PLM, IoT and Interoperability and phrases the research question: “What framework could be used to develop an industry-ready solution to ensure a digital thread between PLM software and IoT Platform?” This thesis then proposes a methodological framework for a digital thread between PLM and IoT based on four key concepts and three novel approaches. The four key concepts are Baselines, Change Management, Product Instantiation and IoT information structuration. The three novel approaches are Function-enabled PLM (based on reacting, interfacing, storing and data processing functions), Problem report as a medium, and Enrichment of ‘as to be’ baselines. Thirdly, it is validated upon use cases based on the REBO smart bottle. Finally, discussion covers the possible extension of the framework over other industries and trades.",0.2016806722689075,https://openalex.org/W4401200531,Methodological framework for a digital thread between product lifecycle management and internet of things : application to the manufacturing industry,2022.0,0.0,0.0,,False,
TITLE:train:17,Neurosymbolic AI in Digital Forensics: Commonsense and Qualitative Reasoning.,False,"Given the uncertainty surrounding how existing explainability methods for autonomous vehicles (AVs) meet the diverse needs of stakeholders, a thorough investigation is imperative to determine the contexts requiring explanations and suitable interaction strategies. A comprehensive review becomes crucial to assess the alignment of current approaches with the varied interests and expectations within the AV ecosystem. This study presents a review to discuss the complexities associated with explanation generation and presentation to facilitate the development of more effective and inclusive explainable AV systems. Our investigation led to categorising existing literature into three primary topics: explanatory tasks, explanatory information, and explanatory information communication. Drawing upon our insights, we have proposed a comprehensive roadmap for future research centred on (i) knowing the interlocutor, (ii) generating timely explanations, (ii) communicating human-friendly explanations, and (iv) continuous learning. Our roadmap is underpinned by principles of responsible research and innovation, emphasising the significance of diverse explanation requirements. To effectively tackle the challenges associated with implementing explainable AV systems, we have delineated various research directions, including the development of privacy-preserving data integration, ethical frameworks, real-time analytics, human-centric interaction design, and enhanced cross-disciplinary collaborations. By exploring these research directions, the study aims to guide the development and deployment of explainable AVs, informed by a holistic understanding of user needs, technological advancements, regulatory compliance, and ethical considerations, thereby ensuring safer and more trustworthy autonomous driving experiences.",0.2958579881656805,https://openalex.org/W4393722879,Advancing Explainable Autonomous Vehicle Systems: A Comprehensive Review and Research Roadmap,2024.0,2.0,0.0,,False,https://doi.org/10.48550/arxiv.2404.00019
TITLE:train:18,A Tool Set for Converting Controlled Natural Languages into AI Formalisms.,False,"This paper surveys the current state of the art in Natural Language Generation (NLG), defined as the task of generating text or speech from non-linguistic input. A survey of NLG is timely in view of the changes that the field has undergone over the past two decades, especially in relation to new (usually data-driven) methods, as well as new applications of NLG technology. This survey therefore aims to (a) give an up-to-date synthesis of research on the core tasks in NLG and the architectures adopted in which such tasks are organised; (b) highlight a number of recent research topics that have arisen partly as a result of growing synergies between NLG and other areas of artificial intelligence; (c) draw attention to the challenges in NLG evaluation, relating them to similar challenges faced in other areas of NLP, with an emphasis on different evaluation methods and the relationships between them.",0.4,https://openalex.org/W2604799547,"Survey of the State of the Art in Natural Language Generation: Core tasks, applications and evaluation",2018.0,750.0,734.0,70.9252,False,https://doi.org/10.1613/jair.5477
TITLE:train:19,Representing and Evaluating SBVR Specification via ASP.,False,"Electronic business surely represents the new development perspective for world-wide trade. Together with the idea of ebusiness, and the exigency to exchange business messages between trading partners, the concept of business-to-business (B2B) integration arouse. B2B integration is becoming necessary to allow partners to communicate and exchange business documents, like catalogues, purchase orders, reports and invoices, overcoming architectural, applicative, and semantic differences, according to the business processes implemented by each enterprise. Business relationships can be very heterogeneous, and consequently there are variousways to integrate enterprises with each other. Moreover nowadays not only large enterprises, but also the small- and medium- enterprises are moving towards ebusiness: more than two-thirds of Small and Medium Enterprises (SMEs) use the Internet as a business tool. One of the business areas which is actively facing the interoperability problem is that related with the supply chain management. In order to really allow the SMEs to improve their business and to fully exploit ICT technologies in their business transactions, there are three main players that must be considered and joined: the new emerging ICT technologies, the scenario and the requirements of the enterprises and the world of standards and standardisation bodies. This thesis presents the definition and the development of an interoperability framework (and the bounded standardisation intiatives) to provide the Textile/Clothing sectorwith a shared set of business documents and protocols for electronic transactions. Considering also some limitations, the thesis proposes a ontology-based approach to improve the functionalities of the developed framework and, exploiting the technologies of the semantic web, to improve the standardisation life-cycle, intended as the development, dissemination and adoption of B2B protocols for specific business domain. The use of ontologies allows the semantic modellisation of knowledge domains, upon which it is possible to develop a set of components for a better management of B2B protocols, and to ease their comprehension and adoption for the target users.",0.3278688524590163,https://openalex.org/W2137844975,An ontology-based approach to define and manage B2B interoperability,2007.0,4.0,45.0,0.9659,False,https://doi.org/10.6092/unibo/amsdottorato/372
TITLE:train:20,On the Translation of ASP Rules to (Controlled) Natural Language Sentences.,False,"Abstract Answer set programming (ASP) is a popular declarative programming language for solving hard combinatorial problems. Although ASP has gained widespread acceptance in academic and industrial contexts, there are certain user groups who may find it more advantageous to employ a higher-level language that closely resembles natural language when specifying ASP programs. In this paper, we propose a novel tool, called CNL2ASP, for translating English sentences expressed in a controlled natural language (CNL) form into ASP. In particular, we first provide a definition of the type of sentences allowed by our CNL and their translation as ASP rules and then exemplify the usage of the CNL for the specification of both synthetic and real-world combinatorial problems. Finally, we report the results of an experimental analysis conducted on the real-world problems to compare the performance of automatically generated encodings with the ones written by ASP practitioners, showing that our tool can obtain satisfactory performance on these benchmarks.",0.6571428571428571,https://openalex.org/W4390034201,CNL2ASP: Converting Controlled Natural Language Sentences into ASP,2023.0,4.0,32.0,0.6816,False,https://doi.org/10.1017/s1471068423000388
TITLE:train:21,Resource Allocation with Cooperative Agents.,False,"The most prominent challenge to the wireless community is to meet the demand for radio resources. Cognitive Radio (CR) is envisioned as a potential solution that utilizes its cognition ability intended to enhance the proper utilization of available radio resources and improves energy efficiency. However, due to the co-existence of Primary Base Stations (PU-BSs) and Cognitive Base Stations (CR-BSs) in CR networks, the problem of aggregated interference occurs which poses a critical challenge for resource allocation in CR networks. Moreover, in practical scenarios, it is difficult to form the correct network model due to complex network dynamics beforehand. Therefore, this work presents Multi-Agent Model-Free Reinforcement Learning schemes namely Q-Learning (Q-L) and State-Action-Reward- (next) State- (next) Action (SARSA) for resource allocation which mitigates interference and eliminate the need of network model. The proposed schemes are implemented in a decentralized cooperative manner with CRs act as multi-agent, forms a stochastic dynamic team to obtain optimal energy-efficient resource allocation strategy. Numerical results reveal that: 1) proposed cooperative scheme 1 (Cooperative Q-L scheme) expedites the convergence; 2) proposed cooperative scheme 2 (Cooperative SARSA scheme) achieves significant improvement in network capacity. Both the proposed cooperative schemes demonstrate its effectiveness by providing significant improvement in energy efficiency and maintain users' QoS.",0.4581005586592179,https://openalex.org/W3032998286,Energy-Efficient Resource Allocation in Cognitive Radio Networks Under Cooperative Multi-Agent Model-Free Reinforcement Learning Schemes,2020.0,89.0,31.0,10.521,False,https://doi.org/10.1109/tnsm.2020.3000274
TITLE:train:22,Enhancing Compilation-based ASP Solving.,False,"We discuss the cosmological simulation code GADGET-2, a new massively parallel TreeSPH code, capable of following a collisionless fluid with the N-body method, and an ideal gas by means of smoothed particle hydrodynamics (SPH). Our implementation of SPH manifestly conserves energy and entropy in regions free of dissipation, while allowing for fully adaptive smoothing lengths. Gravitational forces are computed with a hierarchical multipole expansion, which can optionally be applied in the form of a TreePM algorithm, where only short-range forces are computed with the 'tree' method while long-range forces are determined with Fourier techniques. Time integration is based on a quasi-symplectic scheme where long-range and short-range forces can be integrated with different time-steps. Individual and adaptive short-range time-steps may also be employed. The domain decomposition used in the parallelization algorithm is based on a space-filling curve, resulting in high flexibility and tree force errors that do not depend on the way the domains are cut. The code is efficient in terms of memory consumption and required communication bandwidth. It has been used to compute the first cosmological N-body simulation with more than 10 10 dark matter particles, reaching a homogeneous spatial dynamic range of 10 5 per dimension in a three-dimensional box. It has also been used to carry out very large cosmological SPH simulations that account for radiative cooling and star formation, reaching total particle numbers of more than 250 million. We present the algorithms used by the code and discuss their accuracy and performance using a number of test problems. GADGET-2 is publicly released to the research community.",0.4,https://openalex.org/W2100188138,The cosmological simulation code gadget-2,2005.0,6343.0,110.0,96.7189,False,https://doi.org/10.1111/j.1365-2966.2005.09655.x
TITLE:train:23,Enhancing Compilation-based ASP Solving with Postponed Atom Discovery.,False,"The thesis studies new legal challenges to future information businesses: it presents an applicable research method, lists central legal challenges, and discusses the implications of those challenges.&#13;\n&#13;\nI have developed a scenario-based method that produces lists of legal challenges and helps to analyze them.&#13;\n&#13;\nThe method highlights information products and services from commercial entity's viewpoint: other business aspects are paid less attention. Also, some specific characteristics of particular companies cannot be considered in a general method like this. Therefore challenges in legal areas such as tax law or competition law do not appear although in practice they can be relevant. The method is still able to point out numerous relevant legal challenges.&#13;\n&#13;\nThe study focuses on the future: the time span is about two to ten years from now. The focus is on the business-to-consumer (B2C) market. The emphasis is on strategic product and service development.&#13;\n&#13;\nI have listed, analyzed, and discussed the future legal challenges that the method has found. I conclude that the most important legal challenges to future information businesses are within the areas of privacy and data protection; intellectual property rights; and contracts. I have also discussed the major distinguishers of businesses implying legal challenges. They help to point out the specific legal challenges related to a certain information product or service.&#13;\n&#13;\nLegal rules can affect businesses in many ways. At their best, they enable businesses, but too often they also harm useful activities. I conclude business drivers and hurdles that are important from the legal point of view.",0.2711864406779661,https://openalex.org/W2598867043,Legal challenges to future information businesses,2006.0,10.0,81.0,4.2675,False,
TITLE:train:24,Toward Executing Datalog on Big Data Platforms - Extended Abstract.,False,"Networks have grown increasingly complicated. Violations of intended policies can compromise network availability and network reliability. Network operators need to ensure that their policies are correctly implemented. This has inspired a research field, network verification and testing, that enables users to automatically detect bugs and systematically reason their network. Furthermore, techniques ranging from formal modeling to verification and testing have been applied to help operators build reliable systems in electronic design automation and software. Inspired by its success, network verification has recently seen increased attention in the academic and industrial communities. As an area of current interest, it is an interdisciplinary subject (with fields including formal methods, mathematical logic, programming languages, and networks), making it daunting for a nonprofessional. We perform a comprehensive survey on well-developed methodologies and tools for data plane verification, control plane verification, data plane testing and control plane testing. This survey also provides lessons gained from existing solutions and a perspective of future research developments.",0.3184713375796178,https://openalex.org/W2889227506,A Survey on Network Verification and Testing With Formal Methods: Approaches and Challenges,2018.0,54.0,221.0,7.9571,False,https://doi.org/10.1109/comst.2018.2868050
TITLE:train:25,PEG 2.0: Future-Gazing Through a Socio-Linguistic and Historical Lens.,False,"The purpose of this thesis is to present a new theory of creative stylistics as an antithesis to traditional description-oriented stylistics. For this purpose it undertakes: \n(1) a selective historical survey of stylistics with special attention to its academic formation in the context of the theoretical dissociation between linguistics and literary criticism (Chapter 1),\n(2) a theoretical survey of stylistics with special attention to the way it has been defined and subcategorized (Chapter 2),\n(3) a rearrangement of various stylistic theories according to the criterion of purpose, and a cognitively oriented demonstration of redefined linguistic, literary, and pedagogical stylistics (Chapter 3),\n(4) a theorization of creative stylistics as a prescriptively oriented discipline complementing the descriptivism of traditional stylistics, in terms of the cognitive processes of textual creation (Chapter 4), and\n(5) a demonstration of creative stylistics through an examination of my own literary writing, together with a discussion of further pedagogical and cross-cultural issues arising from this (Chapter 5).\n\nThrough these chapters I make it clear.\n(a) that the theoretical proliferation, the variety of nomenclature, and the arbitrary subcategorization of stylistics has made this discipline seem more complicated than it really is;\n(b) that stylistics has so far only followed the course laid down by descriptive linguistics and literary criticism, and has not yet fully explored or exploited the dynamic interaction between language and literature, since it has hardly paid attention to the issue of the creativity of style and language;\n(c) that, in order to establish stylistics as a truly interdisciplinary field of study between linguistic and literary studies, we need to take up the classical idea of rhetoric with its prescriptive function as well as the new idea of 'creative language awareness' in order to open up the domain of stylistic study for the purpose of textual creation;\n(d) that, as the descriptive analyses of traditional stylistics should be retrievable, so the processes of creative stylistics should be replicable for any creatively-motivated writer, irrespective of the kind of text he or she is trying to create;\n(e) that, by being replicable, the theory of creative stylistics would be extraordinarily useful in pedagogical contexts in helping language learners both to improve their skills in writing and to sensitize themselves to language and literature; and\n(f) that creative stylistics is designed to explore and exploit the possibilities of breaking down the native/non-native opposition in English studies and of bridging native/non-native cultural gaps in aesthetic creation.",0.3846153846153846,https://openalex.org/W1555863725,Style and creativity: towards a theory of creative stylistics,1997.0,6.0,0.0,,False,
TITLE:train:26,Learning ASP Domain-specific Heuristics using Transformers.,False,"Abstract With the acceleration of the Internet in Web 2.0, Cloud computing is a new paradigm to offer dynamic, reliable and elastic computing services. Efficient scheduling of resources or optimal allocation of requests is one of the prominent issues in emerging Cloud computing. Considering the growing complexity of Cloud computing, future Cloud systems will require more effective resource management methods. In some complex scenarios with difficulties in directly evaluating the performance of scheduling solutions, classic algorithms (such as heuristics and meta-heuristics) will fail to obtain an effective scheme. Deep reinforcement learning (DRL) is a novel method to solve scheduling problems. Due to the combination of deep learning and reinforcement learning (RL), DRL has achieved considerable performance in current studies. To focus on this direction and analyze the application prospect of DRL in Cloud scheduling, we provide a comprehensive review for DRL-based methods in resource scheduling of Cloud computing. Through the theoretical formulation of scheduling and analysis of RL frameworks, we discuss the advantages of DRL-based methods in Cloud scheduling. We also highlight different challenges and discuss the future directions existing in the DRL-based Cloud scheduling.",0.3333333333333333,https://openalex.org/W4395047770,Deep reinforcement learning-based methods for resource scheduling in cloud computing: a review and future directions,2024.0,157.0,159.0,51.4039,False,https://doi.org/10.1007/s10462-024-10756-9
TITLE:train:27,Search-Guided Generation of Properties for Program Analyzers.,False,"The GENCODE Consortium aims to identify all gene features in the human genome using a combination of computational analysis, manual annotation, and experimental validation. Since the first public release of this annotation data set, few new protein-coding loci have been added, yet the number of alternative splicing transcripts annotated has steadily increased. The GENCODE 7 release contains 20,687 protein-coding and 9640 long noncoding RNA loci and has 33,977 coding transcripts not represented in UCSC genes and RefSeq. It also has the most comprehensive annotation of long noncoding RNA (lncRNA) loci publicly available with the predominant transcript form consisting of two exons. We have examined the completeness of the transcript annotation and found that 35% of transcriptional start sites are supported by CAGE clusters and 62% of protein-coding genes have annotated polyA sites. Over one-third of GENCODE protein-coding genes are supported by peptide hits derived from mass spectrometry spectra submitted to Peptide Atlas. New models derived from the Illumina Body Map 2.0 RNA-seq data identify 3689 new loci not currently in GENCODE, of which 3127 consist of two exon models indicating that they are possibly unannotated long noncoding loci. GENCODE 7 is publicly available from gencodegenes.org and via the Ensembl and UCSC Genome Browsers.",0.3410852713178294,https://openalex.org/W2096465161,GENCODE: The reference human genome annotation for The ENCODE Project,2012.0,5015.0,80.0,,False,https://doi.org/10.1101/gr.135350.111
TITLE:train:29,LLMASP: A Framework for Mitigating Hallucinations and Supporting Symbolic Reasoning in Large Language Models.,False,,0.0,,,,,,,False,
