lookup_id,doi_norm,found,abstract,publisher,type,container_title,subjects
DOI:10.1609/aaai.v40i48.42143,10.1609/aaai.v40i48.42143,True,"The multi-agent path finding (MAPF) problem is a combinatorial search problem that aims at finding paths for multiple agents in an environment without collisions, subject to constraints on the lengths of paths. The real-world applications of MAPF require flexible, lifelong, robust and explainable solutions. In this study, these challenges are being addressed.",Association for the Advancement of Artificial Intelligence (AAAI),journal-article,Proceedings of the AAAI Conference on Artificial Intelligence,
DOI:10.1609/aaai.v40i48.42148,10.1609/aaai.v40i48.42148,True,"The PhD studies of the author focus on a human-centered and computationally-challenging interdisciplinary problem of the Stable Roommates problem and its variations. Motivated by real-world applications, and by the fact that the Stable Roommates problem does not always admit a stable solution, the goal is to develop novel computational methods to solve these problems, that are not only computationally efficient but also yield solutions that are fair, personalized, and applicable in real-world to benefit humans.",Association for the Advancement of Artificial Intelligence (AAAI),journal-article,Proceedings of the AAAI Conference on Artificial Intelligence,
DOI:10.4204/eptcs.416.34,10.4204/eptcs.416.34,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.1109/icra57147.2024.10610800,10.1109/icra57147.2024.10610800,True,,IEEE,proceedings-article,2024 IEEE International Conference on Robotics and Automation (ICRA),
DOI:10.4204/eptcs.416.40,10.4204/eptcs.416.40,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.5,10.4204/eptcs.439.5,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.7,10.4204/eptcs.439.7,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.13,10.4204/eptcs.439.13,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.23,10.4204/eptcs.439.23,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.4,10.4204/eptcs.439.4,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.9,10.4204/eptcs.439.9,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.3,10.4204/eptcs.439.3,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.17,10.4204/eptcs.439.17,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.22,10.4204/eptcs.439.22,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.36,10.4204/eptcs.439.36,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.6,10.4204/eptcs.439.6,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.16,10.4204/eptcs.439.16,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.18,10.4204/eptcs.439.18,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.8,10.4204/eptcs.439.8,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.15,10.4204/eptcs.439.15,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.19,10.4204/eptcs.439.19,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.21,10.4204/eptcs.439.21,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.28,10.4204/eptcs.439.28,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.29,10.4204/eptcs.439.29,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.30,10.4204/eptcs.439.30,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.31,10.4204/eptcs.439.31,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.29007/c25r,10.29007/c25r,True,"LPTP (Logic Program Theorem Prover) is an interactive natural-deduction-based the- orem prover for pure Prolog programs with negation as failure, unification with the occurs check, and a restricted but extensible set of built-in predicates. With LPTP, one can formally prove termination and partial correctness of such Prolog programs. LPTP was designed in the mid 90’s by Robert F. Sta ̈rk. It is written in ISO-Prolog and comes with an Emacs user-interface. From a theoretical point of view, in his publications about LPTP, Sta ̈rk associates a set of first-order axioms IND(P) to the considered Prolog program P. IND(P) contains the Clark’s equality theory for P, definitions of success, failure and termination for each user-defined logic procedure in P , axioms relating these three points of view, and an axiom schema for proving inductive properties. LPTP is thus a dedicated proof editor where these axioms are hard-wired. We propose to explicit these axioms as first-order formulas (FOFs), and apply auto- mated theorem provers to check the property of interest. Using FOF as an intermediary language, we experiment the use of automated theorem provers for Prolog program veri- fication. We evaluate the approach over a benchmark of about 400 properties of Prolog programs from the library available with LPTP. Both the compiler which generates a set of FOF files from a given input Prolog program together with its properties and the benchmark are publicly available.",EasyChair,proceedings-article,Kalpa Publications in Computing,
DOI:10.4204/eptcs.439.33,10.4204/eptcs.439.33,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.34,10.4204/eptcs.439.34,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.35,10.4204/eptcs.439.35,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.10,10.4204/eptcs.439.10,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.2,10.4204/eptcs.439.2,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.24,10.4204/eptcs.439.24,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.439.25,10.4204/eptcs.439.25,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.1007/978-1-4757-3452-2_14,10.1007/978-1-4757-3452-2_14,True,,Springer New York,book-chapter,Monographs in Computer Science,
DOI:10.1007/978-3-031-84924-4_7,10.1007/978-3-031-84924-4_7,True,,Springer Nature Switzerland,book-chapter,Lecture Notes in Computer Science,
DOI:10.1017/s1471068424000322,10.1017/s1471068424000322,True,"Abstract Recent efforts in interpreting convolutional neural networks (CNNs) focus on translating the activation of CNN filters into a stratified Answer Set Program (ASP) rule-sets. The CNN filters are known to capture high-level image concepts, thus the predicates in the rule-set are mapped to the concept that their corresponding filter represents. Hence, the rule-set exemplifies the decision-making process of the CNN w.r.t the concepts that it learns for any image classification task. These rule-sets help understand the biases in CNNs, although correcting the biases remains a challenge. We introduce a neurosymbolic framework called NeSyBiCor for bias correction in a trained CNN. Given symbolic concepts, as ASP constraints, that the CNN is biased toward, we convert the concepts to their corresponding vector representations. Then, the CNN is retrained using our novel semantic similarity loss that pushes the filters away from (or toward) learning the desired/undesired concepts. The final ASP rule-set obtained after retraining, satisfies the constraints to a high degree, thus showing the revision in the knowledge of the CNN. We demonstrate that our NeSyBiCor framework successfully corrects the biases of CNNs trained with subsets of classes from the Places dataset while sacrificing minimal accuracy and improving interpretability.",Cambridge University Press (CUP),journal-article,Theory and Practice of Logic Programming,
DOI:10.4204/eptcs.416.39,10.4204/eptcs.416.39,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.1017/s147106842400022x,10.1017/s147106842400022x,True,"Abstract The development of large language models (LLMs), such as GPT, has enabled the construction of several socialbots, like ChatGPT, that are receiving a lot of attention for their ability to simulate a human conversation. However, the conversation is not guided by a goal and is hard to control. In addition, because LLMs rely more on pattern recognition than deductive reasoning, they can give confusing answers and have difficulty integrating multiple topics into a cohesive response. These limitations often lead the LLM to deviate from the main topic to keep the conversation interesting. We propose AutoCompanion, a socialbot that uses an LLM model to translate natural language into predicates (and vice versa) and employs commonsense reasoning based on answer set programming (ASP) to hold a social conversation with a human. In particular, we rely on s(CASP), a goal-directed implementation of ASP as the backend. This paper presents the framework design and how an LLM is used to parse user messages and generate a response from the s(CASP) engine output. To validate our proposal, we describe (real) conversations in which the chatbot’s goal is to keep the user entertained by talking about movies and books, and s(CASP) ensures (i) correctness of answers, (ii) coherence (and precision) during the conversation—which it dynamically regulates to achieve its specific purpose—and (iii) no deviation from the main topic.",Cambridge University Press (CUP),journal-article,Theory and Practice of Logic Programming,
DOI:10.4204/eptcs.416.21,10.4204/eptcs.416.21,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.24,10.4204/eptcs.416.24,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.4,10.4204/eptcs.416.4,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.14,10.4204/eptcs.416.14,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.17,10.4204/eptcs.416.17,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.1,10.4204/eptcs.416.1,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.2,10.4204/eptcs.416.2,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.5,10.4204/eptcs.416.5,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.6,10.4204/eptcs.416.6,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.7,10.4204/eptcs.416.7,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.9,10.4204/eptcs.416.9,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.13,10.4204/eptcs.416.13,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.15,10.4204/eptcs.416.15,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.16,10.4204/eptcs.416.16,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.19,10.4204/eptcs.416.19,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.20,10.4204/eptcs.416.20,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.22,10.4204/eptcs.416.22,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.23,10.4204/eptcs.416.23,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.30,10.4204/eptcs.416.30,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.32,10.4204/eptcs.416.32,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.33,10.4204/eptcs.416.33,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.35,10.4204/eptcs.416.35,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.36,10.4204/eptcs.416.36,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.37,10.4204/eptcs.416.37,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.38,10.4204/eptcs.416.38,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.416.41,10.4204/eptcs.416.41,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.27,10.4204/eptcs.385.27,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.11,10.4204/eptcs.385.11,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.14,10.4204/eptcs.385.14,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.17,10.4204/eptcs.385.17,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.20,10.4204/eptcs.385.20,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.39,10.4204/eptcs.385.39,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.1,10.4204/eptcs.385.1,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.3,10.4204/eptcs.385.3,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.5,10.4204/eptcs.385.5,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.9,10.4204/eptcs.385.9,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.10,10.4204/eptcs.385.10,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.12,10.4204/eptcs.385.12,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.13,10.4204/eptcs.385.13,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.18,10.4204/eptcs.385.18,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.23,10.4204/eptcs.385.23,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.24,10.4204/eptcs.385.24,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.28,10.4204/eptcs.385.28,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.33,10.4204/eptcs.385.33,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.35,10.4204/eptcs.385.35,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.38,10.4204/eptcs.385.38,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.51,10.4204/eptcs.385.51,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.52,10.4204/eptcs.385.52,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.26,10.4204/eptcs.385.26,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.21,10.4204/eptcs.385.21,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.50,10.4204/eptcs.385.50,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.385.16,10.4204/eptcs.385.16,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.364.6,10.4204/eptcs.364.6,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.364.8,10.4204/eptcs.364.8,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.364.1,10.4204/eptcs.364.1,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.364.2,10.4204/eptcs.364.2,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.364.7,10.4204/eptcs.364.7,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.364.9,10.4204/eptcs.364.9,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.364.10,10.4204/eptcs.364.10,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.364.35,10.4204/eptcs.364.35,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.364.36,10.4204/eptcs.364.36,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.364.37,10.4204/eptcs.364.37,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.364.38,10.4204/eptcs.364.38,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.364.39,10.4204/eptcs.364.39,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.44,10.4204/eptcs.345.44,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.1007/978-94-007-0008-6_3,10.1007/978-94-007-0008-6_3,True,,Springer Netherlands,book-chapter,Probabilistic Logics and Probabilistic Networks,
DOI:10.4204/eptcs.345.17,10.4204/eptcs.345.17,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.42,10.4204/eptcs.345.42,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.43,10.4204/eptcs.345.43,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.12,10.4204/eptcs.345.12,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.13,10.4204/eptcs.345.13,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.14,10.4204/eptcs.345.14,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.23,10.4204/eptcs.345.23,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.24,10.4204/eptcs.345.24,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.25,10.4204/eptcs.345.25,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.26,10.4204/eptcs.345.26,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.27,10.4204/eptcs.345.27,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.28,10.4204/eptcs.345.28,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.30,10.4204/eptcs.345.30,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.32,10.4204/eptcs.345.32,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.34,10.4204/eptcs.345.34,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.35,10.4204/eptcs.345.35,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.36,10.4204/eptcs.345.36,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.40,10.4204/eptcs.345.40,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.41,10.4204/eptcs.345.41,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.45,10.4204/eptcs.345.45,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.46,10.4204/eptcs.345.46,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.345.47,10.4204/eptcs.345.47,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.1609/aaai.v34i03.5672,10.1609/aaai.v34i03.5672,True,"Epistemic logic programs (ELPs) are a popular generalization of standard Answer Set Programming (ASP) providing means for reasoning over answer sets within the language. This richer formalism comes at the price of higher computational complexity reaching up to the fourth level of the polynomial hierarchy. However, in contrast to standard ASP, dedicated investigations towards tractability have not been undertaken yet. In this paper, we give first results in this direction and show that central ELP problems can be solved in linear time for ELPs exhibiting structural properties in terms of bounded treewidth. We also provide a full dynamic programming algorithm that adheres to these bounds. Finally, we show that applying treewidth to a novel dependency structure—given in terms of epistemic literals—allows to bound the number of ASP solver calls in typical ELP solving procedures.",Association for the Advancement of Artificial Intelligence (AAAI),journal-article,Proceedings of the AAAI Conference on Artificial Intelligence,
DOI:10.1109/icacsis51025.2020.9263160,10.1109/icacsis51025.2020.9263160,True,,IEEE,proceedings-article,2020 International Conference on Advanced Computer Science and Information Systems (ICACSIS),
DOI:10.4204/eptcs.325.8,10.4204/eptcs.325.8,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.11,10.4204/eptcs.325.11,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.12,10.4204/eptcs.325.12,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.13,10.4204/eptcs.325.13,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.17,10.4204/eptcs.325.17,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.18,10.4204/eptcs.325.18,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.19,10.4204/eptcs.325.19,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.20,10.4204/eptcs.325.20,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.22,10.4204/eptcs.325.22,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.23,10.4204/eptcs.325.23,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.25,10.4204/eptcs.325.25,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.27,10.4204/eptcs.325.27,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.28,10.4204/eptcs.325.28,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.29,10.4204/eptcs.325.29,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.31,10.4204/eptcs.325.31,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.38,10.4204/eptcs.325.38,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.39,10.4204/eptcs.325.39,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.40,10.4204/eptcs.325.40,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.41,10.4204/eptcs.325.41,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.10,10.4204/eptcs.325.10,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.325.32,10.4204/eptcs.325.32,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.306.26,10.4204/eptcs.306.26,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.306.37,10.4204/eptcs.306.37,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.306.41,10.4204/eptcs.306.41,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.306.8,10.4204/eptcs.306.8,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.306.9,10.4204/eptcs.306.9,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.306.10,10.4204/eptcs.306.10,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.306.14,10.4204/eptcs.306.14,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.306.17,10.4204/eptcs.306.17,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.306.19,10.4204/eptcs.306.19,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.306.20,10.4204/eptcs.306.20,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.306.21,10.4204/eptcs.306.21,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.4204/eptcs.306.22,10.4204/eptcs.306.22,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
DOI:10.1145/3728640,10.1145/3728640,True,"In this article, the QCSP (Quantified Constraint Satisfaction Problems) framework is shifted to the QCHR (Quantified Constraint Handling Rules) framework by enabling dynamic generation of quantifiers and access to user-defined constraints. QCSP offers a natural framework to express PSPACE problems as finite two-players games. But to define a QCSP model, the alternation of quantifiers must be formerly known and cannot be built dynamically even if the worst case will not occur. To overcome this issue, the new QCHR formalism, that allows to generate quantifiers dynamically during the solving, is defined. QCHR models exhibit state-of-the-art performances on a priori fixed alternation of quantifiers and outperforms previous QCSP approaches when the generation of quantifiers is dynamic.",Association for Computing Machinery (ACM),journal-article,ACM Transactions on Computational Logic,
DOI:10.4204/eptcs.306.28,10.4204/eptcs.306.28,True,,Open Publishing Association,journal-article,Electronic Proceedings in Theoretical Computer Science,
