source_split,id,title,year,doi,doi_norm,s2_paper_id,abstract,abstract_source,abstract_len,has_abstract,s2_lookup_id,s2_found,s2_abstract,s2_tldr,s2_s2_paper_id,s2_title,s2_year,s2_venue,s2_publication_types,s2_fields_of_study,s2_citation_count,s2_reference_count,s2_external_ids_json,oa_doi_norm,oa_found,oa_abstract,oa_openalex_id,oa_title,oa_year,oa_cited_by_count,oa_referenced_works_count,oa_fwci,oa_is_retracted,oa_type,oa_type_crossref,cr_doi_norm,cr_found,cr_abstract,cr_publisher,cr_type,cr_container_title,cr_subjects,oat_source_title,oat_found,oat_abstract,oat_match_score,oat_openalex_id,oat_openalex_title,oat_year,oat_cited_by_count,oat_referenced_works_count,oat_fwci,oat_is_retracted,oat_doi
public_test,1487,Automated Verification of Monotonic Data Structure Traversals in C.,2025,https://www.semanticscholar.org/paper/cbad42559530f9dd6b617aab4de1c7a45c8faeca,,cbad42559530f9dd6b617aab4de1c7a45c8faeca,"Bespoke data structure operations are common in real-world C code. We identify one common subclass, monotonic data structure traversals (MDSTs), that iterate monotonically through the structure. For example, strlen iterates from start to end of a character array until a null byte is found, and a binary search tree insert iterates from the tree root towards a leaf. We describe a new automated verification tool, Shrinker, to verify MDSTs written in C. Shrinker uses a new program analysis strategy called scapegoating size descent, which is designed to take advantage of the fact that many MDSTs produce very similar traces when executed on an input (e.g., some large list) as when executed on a 'shrunk' version of the input (e.g., the same list but with its first element deleted). We introduce a new benchmark set containing over one hundred instances proving correctness, equivalence, and memory safety properties of dozens of MDSTs found in major C codebases including Linux, NetBSD, OpenBSD, QEMU, Git, and Musl. Shrinker significantly increases the number of monotonic string and list traversals that can be verified vs. a portfolio of state-of-the-art tools.",s2_abstract,1168,True,S2:cbad42559530f9dd6b617aab4de1c7a45c8faeca,True,"Bespoke data structure operations are common in real-world C code. We identify one common subclass, monotonic data structure traversals (MDSTs), that iterate monotonically through the structure. For example, strlen iterates from start to end of a character array until a null byte is found, and a binary search tree insert iterates from the tree root towards a leaf. We describe a new automated verification tool, Shrinker, to verify MDSTs written in C. Shrinker uses a new program analysis strategy called scapegoating size descent, which is designed to take advantage of the fact that many MDSTs produce very similar traces when executed on an input (e.g., some large list) as when executed on a 'shrunk' version of the input (e.g., the same list but with its first element deleted). We introduce a new benchmark set containing over one hundred instances proving correctness, equivalence, and memory safety properties of dozens of MDSTs found in major C codebases including Linux, NetBSD, OpenBSD, QEMU, Git, and Musl. Shrinker significantly increases the number of monotonic string and list traversals that can be verified vs. a portfolio of state-of-the-art tools.","A new automated verification tool, Shrinker, is described to verify MDSTs written in C, designed to take advantage of the fact that many MDSTs produce very similar traces when executed on an input as when executed on a 'shrunk' version of the input.",cbad42559530f9dd6b617aab4de1c7a45c8faeca,Automated Verification of Monotonic Data Structure Traversals in C,2025.0,International Conference on Computer Aided Verification,JournalArticle|Conference,Computer Science,0.0,72.0,"{""ArXiv"": ""2505.18818"", ""DBLP"": ""conf/cav/Sotoudeh25"", ""DOI"": ""10.48550/arXiv.2505.18818"", ""CorpusId"": 278904764}",,,,,,,,,,,,,,,,,,,,Automated Verification of Monotonic Data Structure Traversals in C.,False,,0.0,,,,,,,False,
public_test,2041,Multi-Band Vehicle to Vehicle Channel Measurements from 6 GHz to 60 GHz at &quot;T&quot; Intersection.,2019,https://www.semanticscholar.org/paper/637253ce3ac74d0bce38e68840f721ced236656a,,637253ce3ac74d0bce38e68840f721ced236656a,"We introduce simultaneous multi-band ultra wideband double-directional measurements at 6.75 GHz, 30 GHz, and 60 GHz in a corner scenario at a ""T"" intersection in an urban environment. We analyse the influence of the dynamics from LOS to NLOS on the large-scale parameters, showing that the propagation channel offers similar scattering opportunities at the sub-6 GHz and the mm-wave bands. In addition, we discuss the possibility of utilizing the directional information from sub-6 GHz to steer beams in the mm-waves bands.",s2_abstract,523,True,S2:637253ce3ac74d0bce38e68840f721ced236656a,True,"We introduce simultaneous multi-band ultra wideband double-directional measurements at 6.75 GHz, 30 GHz, and 60 GHz in a corner scenario at a ""T"" intersection in an urban environment. We analyse the influence of the dynamics from LOS to NLOS on the large-scale parameters, showing that the propagation channel offers similar scattering opportunities at the sub-6 GHz and the mm-wave bands. In addition, we discuss the possibility of utilizing the directional information from sub-6 GHz to steer beams in the mm-waves bands.",,637253ce3ac74d0bce38e68840f721ced236656a,"Multi-Band Vehicle to Vehicle Channel Measurements from 6 GHz to 60 GHz at ""T"" Intersection",2019.0,Connected and Automated Vehicles Symposium,JournalArticle,Physics|Computer Science,16.0,9.0,"{""DBLP"": ""conf/cavs/DupleichMSS0BGT19"", ""MAG"": ""2982303834"", ""DOI"": ""10.1109/CAVS.2019.8887794"", ""CorpusId"": 207830707}",,,,,,,,,,,,,,,,,,,,Multi-Band Vehicle to Vehicle Channel Measurements from 6 GHz to 60 GHz at &quot;T&quot; Intersection.,False,,0.0,,,,,,,False,
public_test,1931,A MEC-assisted Vehicle Platooning Control through Docker Containers.,2020,10.1109/cavs51000.2020.9334658,10.1109/cavs51000.2020.9334658,,"The Multi-access Edge Computing (MEC) paradigm allows several automotive applications to be offloaded from the vehicles to the edge. Besides a higher computation capability, compared to the on-board vehicle, and the shorter latency, compared to the remote cloud, the edge offers additional (context) information that is not directly available at the vehicle, e.g., via data fusion from multiple sources. In this paper we propose a high-level architecture for MEC-assisted platooning control. Within the architecture, the longitudinal controller is conceived as a virtualized application running on an edge server, and aligned with the European Telecommunications Standard Institute (ETSI) MEC reference framework. Performance assessment conducted through a realistic simulation framework, coupling a vehicular mobility simulator and Docker containers, showcases the feasibility and effectiveness of our proposal.",s2_abstract,912,True,DOI:10.1109/cavs51000.2020.9334658,True,"The Multi-access Edge Computing (MEC) paradigm allows several automotive applications to be offloaded from the vehicles to the edge. Besides a higher computation capability, compared to the on-board vehicle, and the shorter latency, compared to the remote cloud, the edge offers additional (context) information that is not directly available at the vehicle, e.g., via data fusion from multiple sources. In this paper we propose a high-level architecture for MEC-assisted platooning control. Within the architecture, the longitudinal controller is conceived as a virtualized application running on an edge server, and aligned with the European Telecommunications Standard Institute (ETSI) MEC reference framework. Performance assessment conducted through a realistic simulation framework, coupling a vehicular mobility simulator and Docker containers, showcases the feasibility and effectiveness of our proposal.",,db9b5a2aaed9619c7dbf53a15ba925b1b204ff66,A MEC-assisted Vehicle Platooning Control through Docker Containers,2020.0,Connected and Automated Vehicles Symposium,JournalArticle,Computer Science,10.0,25.0,"{""DBLP"": ""conf/cavs/DabbeneLCMF20"", ""MAG"": ""3128911570"", ""DOI"": ""10.1109/CAVS51000.2020.9334658"", ""CorpusId"": 231826577}",10.1109/cavs51000.2020.9334658,True,"The Multi-access Edge Computing (MEC) paradigm allows several automotive applications to be offloaded from the vehicles to the edge. Besides a higher computation capability, compared to the on-board vehicle, and the shorter latency, compared to the remote cloud, the edge offers additional (context) information that is not directly available at the vehicle, e.g., via data fusion from multiple sources. In this paper we propose a high-level architecture for MEC-assisted platooning control. Within the architecture, the longitudinal controller is conceived as a virtualized application running on an edge server, and aligned with the European Telecommunications Standard Institute (ETSI) MEC reference framework. Performance assessment conducted through a realistic simulation framework, coupling a vehicular mobility simulator and Docker containers, showcases the feasibility and effectiveness of our proposal.",https://openalex.org/W3128911570,A MEC-assisted Vehicle Platooning Control through Docker Containers,2020.0,9.0,18.0,0.6165,False,article,,10.1109/cavs51000.2020.9334658,True,,IEEE,proceedings-article,2020 IEEE 3rd Connected and Automated Vehicles Symposium (CAVS),,,,,,,,,,,,,
public_test,1349,Evaluation of Disjunctive Programs in WASP.,2019,https://www.semanticscholar.org/paper/f486b60191ef8c094b53a492bcd51797e3800c29,,f486b60191ef8c094b53a492bcd51797e3800c29,"The new version of wasp includes several improvements of the main solving strategies and advanced reasoning techniques for computing paracoherent answer sets, including ad-hoc techniques to efficiently handle disjunctive logic programs.",s2_tldr,236,True,S2:f486b60191ef8c094b53a492bcd51797e3800c29,True,,"The new version of wasp includes several improvements of the main solving strategies and advanced reasoning techniques for computing paracoherent answer sets, including ad-hoc techniques to efficiently handle disjunctive logic programs.",f486b60191ef8c094b53a492bcd51797e3800c29,Evaluation of Disjunctive Programs in WASP,2019.0,International Conference on Logic Programming and Non-Monotonic Reasoning,JournalArticle,Computer Science,63.0,34.0,"{""MAG"": ""2945094890"", ""DBLP"": ""conf/lpnmr/AlvianoADLMR19"", ""DOI"": ""10.1007/978-3-030-20528-7_18"", ""CorpusId"": 162184730}",,,,,,,,,,,,,,,,,,,,Evaluation of Disjunctive Programs in WASP.,False,,0.0,,,,,,,False,
public_test,725,Relating Abstract and Structured Accounts of Argumentation Dynamics: the Case of Expansions.,2023,10.24963/kr.2023/55,10.24963/kr.2023/55,,"This paper proposes a structured variant in ASPIC+ of the notion of expansions of abstract argumentation frameworks. The purpose of this is threefold: studying what it takes to instantiate the abstract notion of expansions with a structured account of argumentation, studying to which extent assumptions implicitly made at the abstract level hold for structured instantiations and studying which potentially interesting distinctions can be made at the structured level that cannot be expressed at the abstract level.",s2_abstract,516,True,DOI:10.24963/kr.2023/55,True,"This paper proposes a structured variant in ASPIC+ of the notion of expansions of abstract argumentation frameworks. The purpose of this is threefold: studying what it takes to instantiate the abstract notion of expansions with a structured account of argumentation, studying to which extent assumptions implicitly made at the abstract level hold for structured instantiations and studying which potentially interesting distinctions can be made at the structured level that cannot be expressed at the abstract level.","A structured variant in ASPIC+ of the notion of expansions of abstract argumentation frameworks is proposed, studying what it takes to instantiate the abstract notion of expansion with a structured account of argumentation and studying to which extent assumptions implicitly made at the abstract level hold for structured instantiations.",fa997c9166842f56efff824e7c9aeb5fd20a69d0,Relating Abstract and Structured Accounts of Argumentation Dynamics: the Case of Expansions,2023.0,International Conference on Principles of Knowledge Representation and Reasoning,JournalArticle|Conference,Computer Science,9.0,32.0,"{""DBLP"": ""conf/kr/Prakken23"", ""DOI"": ""10.24963/kr.2023/55"", ""CorpusId"": 260365599}",10.24963/kr.2023/55,True,"This paper proposes a structured variant in ASPIC+ of the notion of expansions of abstract argumentation frameworks. The purpose of this is threefold: studying what it takes to instantiate the abstract notion of expansions with a structured account of argumentation, studying to which extent assumptions implicitly made at the abstract level hold for structured instantiations and studying which potentially interesting distinctions can be made at the structured level that cannot be expressed at the abstract level.",https://openalex.org/W4385439053,Relating Abstract and Structured Accounts of Argumentation Dynamics: the Case of Expansions,2023.0,2.0,36.0,0.3429,False,article,,10.24963/kr.2023/55,True,"This paper proposes a structured variant in ASPIC+ of the notion of expansions of abstract argumentation frameworks. The purpose of this is threefold: studying what it takes to instantiate the abstract notion of expansions with a structured account of argumentation, studying to which extent assumptions implicitly made at the abstract level hold for structured instantiations and studying which potentially interesting distinctions can be made at the structured level that cannot be expressed at the abstract level.",International Joint Conferences on Artificial Intelligence Organization,proceedings-article,Proceedings of the Twentieth International Conference on Principles of Knowledge Representation and Reasoning,,,,,,,,,,,,,
public_test,1006,Local vs. Global Interpretability of Machine Learning Models in Type 2 Diabetes Mellitus Screening.,2019,10.1007/978-3-030-37446-4_9,10.1007/978-3-030-37446-4_9,,"The prospects of using local interpretation techniques to improve the interpretability of prediction models in the era of personalized healthcare are outlined and a strong contribution of features like age, gender and BMI are found on the global interpretation level.",s2_tldr,267,True,DOI:10.1007/978-3-030-37446-4_9,True,,"The prospects of using local interpretation techniques to improve the interpretability of prediction models in the era of personalized healthcare are outlined and a strong contribution of features like age, gender and BMI are found on the global interpretation level.",4eeb688d5cb3a288dfd9a6e15daa8c7eda92c253,Local vs. Global Interpretability of Machine Learning Models in Type 2 Diabetes Mellitus Screening,2019.0,KR4HC/ProHealth/TEAAM@AIME,JournalArticle,Computer Science,37.0,30.0,"{""MAG"": ""2996764908"", ""DBLP"": ""conf/aime/KopitarCKS19"", ""DOI"": ""10.1007/978-3-030-37446-4_9"", ""CorpusId"": 210118016}",10.1007/978-3-030-37446-4_9,True,,https://openalex.org/W2996764908,Local vs. Global Interpretability of Machine Learning Models in Type 2 Diabetes Mellitus Screening,2019.0,32.0,33.0,5.2331,False,book-chapter,,10.1007/978-3-030-37446-4_9,True,,Springer International Publishing,book-chapter,Lecture Notes in Computer Science,,,,,,,,,,,,,
public_test,989,Neuro-Symbolic Probabilistic Argumentation Machines.,2020,10.24963/kr.2020/90,10.24963/kr.2020/90,,"Neural-symbolic systems combine the strengths of neural networks and symbolic formalisms. In this paper, we introduce a neural-symbolic system which combines restricted Boltzmann machines and probabilistic semi-abstract argumentation. We propose to train networks on argument labellings explaining the data, so that any sampled data outcome is associated with an argument labelling. Argument labellings are integrated as constraints within restricted Boltzmann machines, so that the neural networks are used to learn probabilistic dependencies amongst argument labels. Given a dataset and an argumentation graph as prior knowledge, for every example/case K in the dataset, we use a so-called K-maxconsistent labelling of the graph, and an explanation of case K refers to a K-maxconsistent labelling of the given argumentation graph. The abilities of the proposed system to predict correct labellings were evaluated and compared with standard machine learning techniques. Experiments revealed that such argumentation Boltzmann machines can outperform other classification models, especially in noisy settings.",s2_abstract,1108,True,DOI:10.24963/kr.2020/90,True,"Neural-symbolic systems combine the strengths of neural networks and symbolic formalisms. In this paper, we introduce a neural-symbolic system which combines restricted Boltzmann machines and probabilistic semi-abstract argumentation. We propose to train networks on argument labellings explaining the data, so that any sampled data outcome is associated with an argument labelling. Argument labellings are integrated as constraints within restricted Boltzmann machines, so that the neural networks are used to learn probabilistic dependencies amongst argument labels. Given a dataset and an argumentation graph as prior knowledge, for every example/case K in the dataset, we use a so-called K-maxconsistent labelling of the graph, and an explanation of case K refers to a K-maxconsistent labelling of the given argumentation graph. The abilities of the proposed system to predict correct labellings were evaluated and compared with standard machine learning techniques. Experiments revealed that such argumentation Boltzmann machines can outperform other classification models, especially in noisy settings.","This paper proposes to train networks on argument labellings explaining the data, so that any sampled data outcome is associated with an argument labelling, and reveals that such argumentation Boltzmann machines can outperform other classification models, especially in noisy settings.",0b8566cd27f55b370c643db4a5426495efa5be58,Neuro-Symbolic Probabilistic Argumentation Machines,2020.0,International Conference on Principles of Knowledge Representation and Reasoning,JournalArticle|Conference,Computer Science,5.0,0.0,"{""MAG"": ""3080304291"", ""DBLP"": ""conf/kr/RiveretTG20"", ""DOI"": ""10.24963/kr.2020/90"", ""CorpusId"": 269363853}",10.24963/kr.2020/90,True,"Neural-symbolic systems combine the strengths of neural networks and symbolic formalisms. In this paper, we introduce a neural-symbolic system which combines restricted Boltzmann machines and probabilistic semi-abstract argumentation. We propose to train networks on argument labellings explaining the data, so that any sampled data outcome is associated with an argument labelling. Argument labellings are integrated as constraints within restricted Boltzmann machines, so that the neural networks are used to learn probabilistic dependencies amongst argument labels. Given a dataset and an argumentation graph as prior knowledge, for every example/case K in the dataset, we use a so-called K-maxconsistent labelling of the graph, and an explanation of case K refers to a K-maxconsistent labelling of the given argumentation graph. The abilities of the proposed system to predict correct labellings were evaluated and compared with standard machine learning techniques. Experiments revealed that such argumentation Boltzmann machines can outperform other classification models, especially in noisy settings.",https://openalex.org/W3080304291,Neuro-Symbolic Probabilistic Argumentation Machines,2020.0,4.0,63.0,0.3977,False,article,,10.24963/kr.2020/90,True,"Neural-symbolic systems combine the strengths of neural networks and symbolic formalisms. In this paper, we introduce a neural-symbolic system which combines restricted Boltzmann machines and probabilistic semi-abstract argumentation. We propose to train networks on argument labellings explaining the data, so that any sampled data outcome is associated with an argument labelling. Argument labellings are integrated as constraints within restricted Boltzmann machines, so that the neural networks are used to learn probabilistic dependencies amongst argument labels. Given a dataset and an argumentation graph as prior knowledge, for every example/case K in the dataset, we use a so-called K-maxconsistent labelling of the graph, and an explanation of case K refers to a K-maxconsistent labelling of the given argumentation graph. The abilities of the proposed system to predict correct labellings were evaluated and compared with standard machine learning techniques. Experiments revealed that such argumentation Boltzmann machines can outperform other classification models, especially in noisy settings.",International Joint Conferences on Artificial Intelligence Organization,proceedings-article,Proceedings of the Seventeenth International Conference on Principles of Knowledge Representation and Reasoning,,,,,,,,,,,,,
public_test,2265,Rahft: A Tool for Verifying Horn Clauses Using Abstract Interpretation and Finite Tree Automata.,2016,10.1007/978-3-319-41528-4_14,10.1007/978-3-319-41528-4_14,,"Rahft loosely combines three powerful techniques for program verification: program specialisation, abstract interpretation, and trace abstraction refinement in a non-trivial way, with the aim of exploiting their strengths and mitigating their weaknesses through the complementary techniques.",s2_tldr,291,True,DOI:10.1007/978-3-319-41528-4_14,True,,"Rahft loosely combines three powerful techniques for program verification: program specialisation, abstract interpretation, and trace abstraction refinement in a non-trivial way, with the aim of exploiting their strengths and mitigating their weaknesses through the complementary techniques.",175b63e16273e25e773aadb34c968c40d736b660,Rahft: A Tool for Verifying Horn Clauses Using Abstract Interpretation and Finite Tree Automata,2016.0,International Conference on Computer Aided Verification,JournalArticle|Conference,Computer Science,38.0,36.0,"{""DBLP"": ""conf/cav/KafleGM16"", ""MAG"": ""2486022212"", ""DOI"": ""10.1007/978-3-319-41528-4_14"", ""CorpusId"": 26621419}",10.1007/978-3-319-41528-4_14,True,,https://openalex.org/W2486022212,Rahft: A Tool for Verifying Horn Clauses Using Abstract Interpretation and Finite Tree Automata,2016.0,40.0,39.0,8.9839,False,book-chapter,,10.1007/978-3-319-41528-4_14,True,,Springer International Publishing,book-chapter,Lecture Notes in Computer Science,,,,,,,,,,,,,
public_test,1969,On the Complexity of Checking Consistency for Replicated Data Types.,2019,10.1007/978-3-030-25543-5_19,10.1007/978-3-030-25543-5_19,,"Recent distributed systems have introduced variations of familiar abstract data types (ADTs) like counters, registers, flags, and sets, that provide high availability and partition tolerance. These conflict-free replicated data types (CRDTs) utilize mechanisms to resolve the effects of concurrent updates to replicated data. Naturally these objects weaken their consistency guarantees to achieve availability and partition-tolerance, and various notions of weak consistency capture those guarantees.",s2_abstract,500,True,DOI:10.1007/978-3-030-25543-5_19,True,"Recent distributed systems have introduced variations of familiar abstract data types (ADTs) like counters, registers, flags, and sets, that provide high availability and partition tolerance. These conflict-free replicated data types (CRDTs) utilize mechanisms to resolve the effects of concurrent updates to replicated data. Naturally these objects weaken their consistency guarantees to achieve availability and partition-tolerance, and various notions of weak consistency capture those guarantees.","Recent distributed systems have introduced variations of familiar abstract data types like counters, registers, flags, and sets, that provide high availability and partition tolerance, and various notions of weak consistency capture those guarantees.",13c63ae838634a767abb0cf260164cce9e46ab76,On the Complexity of Checking Consistency for Replicated Data Types,2019.0,International Conference on Computer Aided Verification,JournalArticle|Conference,Computer Science,7.0,39.0,"{""MAG"": ""2959051731"", ""DBLP"": ""conf/cav/BiswasEE19"", ""DOI"": ""10.1007/978-3-030-25543-5_19"", ""CorpusId"": 196611195}",10.1007/978-3-030-25543-5_19,True,"Recent distributed systems have introduced variations of familiar abstract data types (ADTs) like counters, registers, flags, and sets, that provide high availability and partition tolerance. These conflict-free replicated data types (CRDTs) utilize mechanisms to resolve the effects of concurrent updates to replicated data. Naturally these objects weaken their consistency guarantees to achieve availability and partition-tolerance, and various notions of weak consistency capture those guarantees. In this work we study the tractability of CRDT-consistency checking. To capture guarantees precisely, and facilitate symbolic reasoning, we propose novel logical characterizations. By developing novel reductions from propositional satisfiability problems, and novel consistency-checking algorithms, we discover both positive and negative results. In particular, we show intractability for replicated flags, sets, counters, and registers, yet tractability for replicated growable arrays. Furthermore, we demonstrate that tractability can be redeemed for registers when each value is written at most once, for counters when the number of replicas is fixed, and for sets and flags when the number of replicas and variables is fixed.",https://openalex.org/W2959051731,On the Complexity of Checking Consistency for Replicated Data Types,2019.0,3.0,38.0,0.4549,False,book-chapter,,10.1007/978-3-030-25543-5_19,True,,Springer International Publishing,book-chapter,Lecture Notes in Computer Science,,,,,,,,,,,,,
public_test,2562,When Locality Meets Preservation.,2022,10.1145/3531130.3532498,10.1145/3531130.3532498,,"This paper investigates the expressiveness of a fragment of first-order sentences in Gaifman normal form, namely the positive Boolean combinations of basic local sentences. We show that they match exactly the first-order sentences preserved under local elementary embeddings, thus providing a new general preservation theorem and extending the Łós-Tarski Theorem. This full preservation result fails as usual in the finite, and we show furthermore that the naturally related decision problems are undecidable. In the more restricted case of preservation under extensions, it nevertheless yields new well-behaved classes of finite structures: we show that preservation under extensions holds if and only if it holds locally.",s2_abstract,723,True,DOI:10.1145/3531130.3532498,True,"This paper investigates the expressiveness of a fragment of first-order sentences in Gaifman normal form, namely the positive Boolean combinations of basic local sentences. We show that they match exactly the first-order sentences preserved under local elementary embeddings, thus providing a new general preservation theorem and extending the Łós-Tarski Theorem. This full preservation result fails as usual in the finite, and we show furthermore that the naturally related decision problems are undecidable. In the more restricted case of preservation under extensions, it nevertheless yields new well-behaved classes of finite structures: we show that preservation under extensions holds if and only if it holds locally.",,049d08137bf7fbba8f08805b002771bb98848240,When Locality Meets Preservation,2022.0,Logic in Computer Science,JournalArticle|Book|Conference,Computer Science,1.0,30.0,"{""DBLP"": ""conf/lics/Lopez22"", ""ArXiv"": ""2204.02108"", ""DOI"": ""10.1145/3531130.3532498"", ""CorpusId"": 247958376}",10.1145/3531130.3532498,True,"This paper investigates the expressiveness of a fragment of first-order sentences in Gaifman normal form, namely the positive Boolean combinations of basic local sentences. We show that they match exactly the first-order sentences preserved under local elementary embeddings, thus providing a new general preservation theorem and extending the Łós-Tarski Theorem.",https://openalex.org/W4289800094,When Locality Meets Preservation,2022.0,0.0,21.0,0.0,False,preprint,,10.1145/3531130.3532498,True,,ACM,proceedings-article,Proceedings of the 37th Annual ACM/IEEE Symposium on Logic in Computer Science,,,,,,,,,,,,,
public_test,2959,Foundations of information integration under bag semantics.,2017,10.1109/lics.2017.8005104,10.1109/lics.2017.8005104,,"During the past several decades, the database theory community has successfully investigated several different facets of the principles of database systems, including the development of various data models, the systematic exploration of the expressive power of database query languages, and, more recently, the study of the foundations of information integration via schema mappings. For the most part, all these investigations have been carried out under set semantics, that is, both the database relations and the answers to database queries are sets. In contrast, SQL deploys bag (multiset) semantics and, as a result, theory and practice diverge at this crucial point. Our main goal in this paper is to embark on the development of the foundations of information integration under bag semantics, thus taking the first step towards bridging the gap between theory and practice in this area. Our first contribution is conceptual, namely, we give rigorous bag semantics to GLAV mappings and to the certain answers of conjunctive queries in the context of data exchange and data integration. In fact, we introduce and explore two different versions of bag semantics that, intuitively, correspond to the maximum-based union of bags and to the sum-based union of bags. After this, we establish a number of technical results, including results about the computational complexity of the certain answers of conjunctive queries under bag semantics and about the existence and computation of universal solutions under these two versions of bag semantics. Our results reveal that the adoption of more realistic semantics comes at a price, namely, algorithmic problems in data exchange and data integration that were tractable under set semantics become intractable under bag semantics.",oa_abstract,1777,True,DOI:10.1109/lics.2017.8005104,True,,,4043c1badfd1671a3cd8c2badd1781cbd88d6583,Foundations of information integration under bag semantics,2017.0,Logic in Computer Science,JournalArticle,Computer Science,30.0,30.0,"{""DBLP"": ""conf/lics/HernichK17"", ""MAG"": ""2626311727"", ""DOI"": ""10.1109/LICS.2017.8005104"", ""CorpusId"": 298264}",10.1109/lics.2017.8005104,True,"During the past several decades, the database theory community has successfully investigated several different facets of the principles of database systems, including the development of various data models, the systematic exploration of the expressive power of database query languages, and, more recently, the study of the foundations of information integration via schema mappings. For the most part, all these investigations have been carried out under set semantics, that is, both the database relations and the answers to database queries are sets. In contrast, SQL deploys bag (multiset) semantics and, as a result, theory and practice diverge at this crucial point. Our main goal in this paper is to embark on the development of the foundations of information integration under bag semantics, thus taking the first step towards bridging the gap between theory and practice in this area. Our first contribution is conceptual, namely, we give rigorous bag semantics to GLAV mappings and to the certain answers of conjunctive queries in the context of data exchange and data integration. In fact, we introduce and explore two different versions of bag semantics that, intuitively, correspond to the maximum-based union of bags and to the sum-based union of bags. After this, we establish a number of technical results, including results about the computational complexity of the certain answers of conjunctive queries under bag semantics and about the existence and computation of universal solutions under these two versions of bag semantics. Our results reveal that the adoption of more realistic semantics comes at a price, namely, algorithmic problems in data exchange and data integration that were tractable under set semantics become intractable under bag semantics.",https://openalex.org/W4238580417,Foundations of information integration under bag semantics,2017.0,9.0,31.0,1.2432,False,article,,10.1109/lics.2017.8005104,True,,IEEE,proceedings-article,2017 32nd Annual ACM/IEEE Symposium on Logic in Computer Science (LICS),,,,,,,,,,,,,
public_test,2102,Synthesizing Reactive Systems from Hyperproperties.,2018,10.1007/978-3-319-96145-3_16,10.1007/978-3-319-96145-3_16,,"We study the reactive synthesis problem for hyperproperties given as formulas of the temporal logic HyperLTL. Hyperproperties generalize trace properties, i.e., sets of traces, to sets of sets of traces. Typical examples are information-flow policies like noninterference, which stipulate that no sensitive data must leak into the public domain. Such properties cannot be expressed in standard linear or branching-time temporal logics like LTL, CTL, or CTL\(^*\). We show that, while the synthesis problem is undecidable for full HyperLTL, it remains decidable for the \(\exists ^*\), \(\exists ^*\forall ^1\), and the \( linear \;\forall ^*\) fragments. Beyond these fragments, the synthesis problem immediately becomes undecidable. For universal HyperLTL, we present a semi-decision procedure that constructs implementations and counterexamples up to a given bound. We report encouraging experimental results obtained with a prototype implementation on example specifications with hyperproperties like symmetric responses, secrecy, and information-flow.",s2_abstract,1055,True,DOI:10.1007/978-3-319-96145-3_16,True,"We study the reactive synthesis problem for hyperproperties given as formulas of the temporal logic HyperLTL. Hyperproperties generalize trace properties, i.e., sets of traces, to sets of sets of traces. Typical examples are information-flow policies like noninterference, which stipulate that no sensitive data must leak into the public domain. Such properties cannot be expressed in standard linear or branching-time temporal logics like LTL, CTL, or CTL\(^*\). We show that, while the synthesis problem is undecidable for full HyperLTL, it remains decidable for the \(\exists ^*\), \(\exists ^*\forall ^1\), and the \( linear \;\forall ^*\) fragments. Beyond these fragments, the synthesis problem immediately becomes undecidable. For universal HyperLTL, we present a semi-decision procedure that constructs implementations and counterexamples up to a given bound. We report encouraging experimental results obtained with a prototype implementation on example specifications with hyperproperties like symmetric responses, secrecy, and information-flow.","This work presents a semi-decision procedure that constructs implementations and counterexamples up to a given bound of HyperLTL, and shows that, while the synthesis problem is undecidable for full HyperL TL, it remains decidable for the \(\exists ^*\), \(\exist ^1\), and the \( linear \;\forall ^*\) fragments.",1e048ca69348adf546643f0eeba66fff3103ed99,Synthesizing Reactive Systems from Hyperproperties,2018.0,International Conference on Computer Aided Verification,JournalArticle|Conference,Computer Science,31.0,25.0,"{""MAG"": ""2882990014"", ""ArXiv"": ""1905.13511"", ""DBLP"": ""journals/corr/abs-1905-13511"", ""DOI"": ""10.1007/978-3-319-96145-3_16"", ""CorpusId"": 51871494}",10.1007/978-3-319-96145-3_16,True,"We study the reactive synthesis problem for hyperproperties given as formulas of the temporal logic HyperLTL. Hyperproperties generalize trace properties, i.e., sets of traces, to sets of sets of traces. Typical examples are information-flow policies like noninterference, which stipulate that no sensitive data must leak into the public domain. Such properties cannot be expressed in standard linear or branching-time temporal logics like LTL, CTL, or CTL $$^*$$ . We show that, while the synthesis problem is undecidable for full HyperLTL, it remains decidable for the $$\exists ^*$$ , $$\exists ^*\forall ^1$$ , and the $$ linear \;\forall ^*$$ fragments. Beyond these fragments, the synthesis problem immediately becomes undecidable. For universal HyperLTL, we present a semi-decision procedure that constructs implementations and counterexamples up to a given bound. We report encouraging experimental results obtained with a prototype implementation on example specifications with hyperproperties like symmetric responses, secrecy, and information-flow.",https://openalex.org/W2882990014,Synthesizing Reactive Systems from Hyperproperties,2018.0,31.0,23.0,6.2444,False,book-chapter,,10.1007/978-3-319-96145-3_16,True,,Springer International Publishing,book-chapter,Lecture Notes in Computer Science,,,,,,,,,,,,,
