source_split,id,source_title,found,abstract,tldr,match_score,s2_paper_id,s2_title,error
train,867,SEH-PILoT: A System for Property-Directed Symbol Elimination - Work in Progress (Short Paper).,False,,,1.0,876f0e27c608325c75c6d9d205343795aa1decc6,SEH-PILoT: A System for Property-Directed Symbol Elimination - Work in Progress (Short Paper),
train,1014,Evaluation of the ECDSA IHP Hardware Accelerator.,False,,,1.0,adb3de1bda304577abd87595a4e8d86695189d3f,Evaluation of the ECDSA IHP Hardware Accelerator,
train,1015,Methodology Design for Dynamic Test Method Generation via Existing Module Tests.,False,,,1.0,2c9e142baecdbd9799bbb162160d84496466f479,Methodology Design for Dynamic Test Method Generation via Existing Module Tests,
train,1016,Applying Differential Privacy to Machine Learning: Challenges and Potentials.,False,,,1.0,becd9b3b4b1bd0fd0d0761d650fc08b919f9a421,Applying Differential Privacy to Machine Learning: Challenges and Potentials,
train,1019,Distributed Domain Validation (DDV).,False,,,1.0,8e4d8ad40a9d6ce2197edc99aeda7459afe0a40f,Distributed Domain Validation (DDV),
train,1020,Security Overview on Secure Encrypted Virtualization.,False,,,1.0,7d2e9d5a9e2f85c3775f4aed2b0a3ab2df4a6148,Security Overview on Secure Encrypted Virtualization,
train,1025,Analyzing power consumption of TLS ciphers on an ESP32.,False,,,1.0,75d627aae2307439e8d2d2cb8495489e751d570d,Analyzing power consumption of TLS ciphers on an ESP32,
train,1027,ECC Based Secure Authentication Solutions.,False,,,1.0,4a408509e7ef5aa7aa27349c1eb89d6e741919e3,ECC Based Secure Authentication Solutions,
train,1028,Welcome to Mozilla.,False,,,1.0,44dc2d52a60d8c804fd42b6ac3c90a1c6c6fff0b,Welcome to Mozilla,
train,1029,Crypto (engineering) at Mozilla.,False,,,1.0,d209b5d2a23b1291f2d326b63f1940fb5fcffa55,Crypto (engineering) at Mozilla,
train,1030,A Dinosaurs view on Blockchains.,False,,,1.0,398978ab613d42e199c4eb3ae64348be90644680,A Dinosaurs view on Blockchains,
train,1031,Using machine learning techniques for hardware performance counter classification and ROP attack detection.,False,,,1.0,38d30d9cbf6337b025e3251efb517cf13cc72fab,Using machine learning techniques for hardware performance counter classification and ROP attack detection,
train,1034,"Towards a central, distributed and secure default cryptography parameter set.",False,,,1.0,0d2dde537d01595a67beb4d3219b8185d27ed366,"Towards a central, distributed and secure default cryptography parameter set",
train,1035,ICRC: Instant Certificate Revocation Checking using Blockchain-backed Bloom Filters.,False,,,1.0,fc7ade391cd5e44bf38ebca8ea687962e0353ebb,ICRC: Instant Certificate Revocation Checking using Blockchain-backed Bloom Filters,
train,1036,Edge computing devices assessment for cryptography and biomedical signal analysis.,False,,,1.0,4a17d7fc98d3ab10b708957325430113824f71ee,Edge computing devices assessment for cryptography and biomedical signal analysis,
train,1037,SLIDEDroid: A Secure Lightweight Identity for the Android Platform.,False,,,1.0,6572c37266da74541c12b297f83b2ccd7d8d06c0,SLIDEDroid: A Secure Lightweight Identity for the Android Platform,
train,1039,Introduction to QPSI - Who we are and what we do Hardware.,False,,,1.0,a4d17702dea64fd87e7f6ac0f3f6e98b7d3f2fce,Introduction to QPSI - Who we are and what we do Hardware,
train,1043,XOR Arbiter PUFs: an Empirical Approach to Input Transformations.,False,,,1.0,9e69dfccee4b1f5cb0dee1f7f7e8966f79409496,XOR Arbiter PUFs: an Empirical Approach to Input Transformations,
train,1044,Towards Secure Strong PUFs.,False,,,1.0,c3763140ee333f9fc59110794e0b34595e320a40,Towards Secure Strong PUFs,
train,1045,"Artificial Intelligence in Medicine: Knowledge Representation and Transparent and Explainable Systems - AIME 2019 International Workshops, KR4HC/ProHealth and TEAAM, Poznan, Poland, June 26-29, 2019, Revised Selected Papers",False,,,0.9906976744186048,18fcd8bd19b71b72618a3b3deba3ecfab3cc9780,"Artificial Intelligence in Medicine: Knowledge Representation and Transparent and Explainable Systems: AIME 2019 International Workshops, KR4HC/ProHealth and TEAAM, Poznan, Poland, June 26–29, 2019, Revised Selected Papers",
train,1154,Universal Composability: A Comparison of Different Models.,False,,,1.0,8656e1893d1e3c79a573579931133145bbc3239f,Universal Composability: A Comparison of Different Models,
train,1155,Private Function Evalutation with Universal Circuits.,False,,,1.0,ef2d4bd79fd93fbfa6f6b227b3249c2dec0d6904,Private Function Evalutation with Universal Circuits,
train,1156,Addressing the Effects of Temperature Variations on Intrinsic Memory-Based Physical Unclonable Functions.,False,,,1.0,bbd09e0ad6bec99a0e7e68e9772f2ad747d245f1,Addressing the Effects of Temperature Variations on Intrinsic Memory-Based Physical Unclonable Functions,
train,1158,Wiretap Coding in the Context of PUFs.,False,,,1.0,775dc835c7a3759202309c589f58472dd12f5cc7,Wiretap Coding in the Context of PUFs,
train,1159,Error-Correcting Codes for Lattice-Based Key Exchange.,False,,,1.0,16799669f0c75683ed4c9fa8ecf1c8b5c369cad0,Error-Correcting Codes for Lattice-Based Key Exchange,
train,1162,Low-Cost Countermeasure against Horizontal Bus and Address-Bit SCA.,False,,,1.0,ee14e77e31a9c309fd21ca1e9b1322281102efc5,Low-Cost Countermeasure against Horizontal Bus and Address-Bit SCA,
train,1166,Advanced Reconfigurable Physical Unclonable Functions (AR-PUFs) and Their Security Applications.,False,,,1.0,d0e158e0a5f98b45c5d650df63d7005dcf6d0257,Advanced Reconfigurable Physical Unclonable Functions (AR-PUFs) and Their Security Applications,
train,1168,"CryptoExamples: Secure, minimal, complete, copyable and tested code examples for Crypto APIs.",False,,,1.0,d788dcd2f850f03488f6d6578f37495c5bd7d505,"CryptoExamples: Secure, minimal, complete, copyable and tested code examples for Crypto APIs",
train,1169,Cryptographic Game-style language in EasyCrypt.,False,,,1.0,3c584fa9ca4b698e05f002b439e07ccdec1a122f,Cryptographic Game-style language in EasyCrypt,
train,1173,Machine Learning Based Sender Identification for Controller Area Network.,False,,,1.0,c59f476ecac9087bbae52dcfbbb7ce2dab141ddd,Machine Learning Based Sender Identification for Controller Area Network,
train,1174,Automatic Security Analysis in the Symbolic Model using Tamarin-Prover.,False,,,1.0,26493c912cacdbe299ac61a65e2f9a280edaa09c,Automatic Security Analysis in the Symbolic Model using Tamarin-Prover,
train,1176,Privacy-Preserving Genomics on a Large Scale.,False,,,1.0,dd74ffddde36781f8a780a33d6fe116ae0418fb9,Privacy-Preserving Genomics on a Large Scale,
train,1177,Chains and Whips - An approach to lighweight MACs.,False,,,1.0,84f1590674634e2727c8f65d2b0079478d502096,Chains and Whips - An approach to lighweight MACs,
train,1181,"Proceedings of the Joint Proceedings of Reasoning with Ambiguous and Conflicting Evidence and Recommendations in Medicine (MedRACER 2018) and the 3rd International Workshop on Ontology Modularity, Contextuality, and Evolution (WOMoCoE 2018) co-located with the 16th International Conference on Principles of Knowledge Representation and Reasoning (KR 2018), Tempe, Arizona, USA, October 29th, 2018.",False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
train,1258,Preference and Priorities: A Study Based on Contrction.,False,,,1.0,23d42a87046eb6d3f0fcd81e7d63923aff50e702,Preference and Priorities: A Study Based on Contrction,
train,1268,"Principles of Knowledge Representation and Reasoning: Proceedings of the Fifteenth International Conference, KR 2016, Cape Town, South Africa, April 25-29, 2016.",False,,,1.0,4f2fef52a42da586aeb98e216f2264564cc844e4,"Principles of Knowledge Representation and Reasoning: Proceedings of the Fifteenth International Conference, KR 2016, Cape Town, South Africa, April 25-29, 2016",
train,1269,"Logic Programming and Nonmonotonic Reasoning - 17th International Conference, LPNMR 2024, Dallas, TX, USA, October 11-14, 2024, Proceedings",False,,,0.9847328244274808,76c6f5815db05a30a06023a4a29701939d467586,"Logic Programming and Nonmonotonic Reasoning: 17th International Conference, LPNMR 2024, Dallas, TX, USA, October 11–14, 2024, Proceedings",
train,1270,Integrating Structured Declarative Language (SDL) into ASP Chef.,False,,,1.0,e6a18018814defc11a17b31543eb492028506287,Integrating Structured Declarative Language (SDL) into ASP Chef,
train,1271,Answer Set Explanations via Preferred Unit-Provable Unsatisfiable Subsets.,False,,,1.0,e7bc78a94bc3b7ad7eabda16d42c636b50c05306,Answer Set Explanations via Preferred Unit-Provable Unsatisfiable Subsets,
train,1272,Integrating MiniZinc with ASP Chef: Browser-Based Constraint Programming for Education and Prototyping.,False,,,1.0,379623ad0f87d5391348bc514a06f8b2614384d8,Integrating MiniZinc with ASP Chef: Browser-Based Constraint Programming for Education and Prototyping,
train,1274,Consequence Operators of Characterization Logics - The Case of Abstract Argumentation.,False,,,1.0,8e4a19ec45192ea3d1a419a9fcc2dd97e21de773,Consequence Operators of Characterization Logics - The Case of Abstract Argumentation,
train,1276,Compiling Metric Temporal Answer Set Programming.,True,"We develop a computational approach to Metric Answer Set Programming (ASP) to allow for expressing quantitative temporal constrains, like durations and deadlines. A central challenge is to maintain scalability when dealing with fine-grained timing constraints, which can significantly exacerbate ASP's grounding bottleneck. To address this issue, we leverage extensions of ASP with difference constraints, a simplified form of linear constraints, to handle time-related aspects externally. Our approach effectively decouples metric ASP from the granularity of time, resulting in a solution that is unaffected by time precision.","This work develops a computational approach to Metric Answer Set Programming to allow for expressing quantitative temporal constrains, like durations and deadlines, and decouples metric ASP from the granularity of time, resulting in a solution that is unaffected by time precision.",1.0,692e7b47339243450a80794b4876335b2b26ee80,Compiling Metric Temporal Answer Set Programming,
train,1277,On Forgetting in Assumption-Based Argumentation.,False,,,1.0,ed406e5b9c53d16201ea47b8beb77a73fb174a1e,On Forgetting in Assumption-Based Argumentation,
train,1278,Modelling Dialogues in a Concurrent Language for Argumentation.,False,,,1.0,3f76b3dfb59cd26999fa27c178592349bed0208d,Modelling Dialogues in a Concurrent Language for Argumentation,
train,1279,tExplain: Information Extraction with Explanations.,False,,,1.0,011a29ebf74655136bdb9b1c94aa492663c58aaf,tExplain: Information Extraction with Explanations,
train,1280,A Fixpoint Characterisation of Temporal Equilibrium Logic.,False,,,1.0,5667af166053470191fa0e66b2019b3b3001b8bd,A Fixpoint Characterisation of Temporal Equilibrium Logic,
train,1283,Towards Explainable Weather Forecasting Through FastLAS.,False,,,1.0,b9e4fee033826b851997d856e9310baa110a2040,Towards Explainable Weather Forecasting Through FastLAS,
train,1284,A Sequent Calculus for Generalized Inductive Definitions.,False,,,1.0,df71c1a07ceb7878f745e42c713b698f8034e79d,A Sequent Calculus for Generalized Inductive Definitions,
train,1285,Deductive Systems for Logic Programs with Counting: Preliminary Report.,True,"
 In answer set programming, two groups of rules are considered strongly equivalent if they have the same meaning in any context. Strong equivalence of two programs can be sometimes established by deriving rules of each program from rules of the other in an appropriate deductive system. This paper shows how to extend this method of proving strong equivalence to programs containing the counting aggregate.",This paper shows how to extend the method of proving strong equivalence to programs containing the counting aggregate by deriving rules of each program from rules of the other in an appropriate deductive system.,1.0,87453847a849e8b3e31ca78b23a97ea777c5d8ef,Deductive Systems for Logic Programs with Counting: Preliminary Report,
train,1286,LTLf2ASP: LTLf Bounded Satisfiability in ASP.,False,,,1.0,e5092f0fdd888015ba507a36d555437b4eacd2f9,LTLf2ASP: LTLf Bounded Satisfiability in ASP,
train,1287,Semantic-Based Arguments Using Logic Programming Rewriting Systems.,False,,,1.0,3b0a80234dcd7fd55f9a6aeaa1af245904fdb7bf,Semantic-Based Arguments Using Logic Programming Rewriting Systems,
train,1289,An ASP-Based Approach to Water Distribution System Reconstruction.,False,,,1.0,e1615c8e57303628a4a7293fd0ac9e0ca75af768,An ASP-Based Approach to Water Distribution System Reconstruction,
train,1290,Using Learning from Answer Sets for Robust Question Answering with LLM.,False,,,1.0,99cbd7a58d76e3ff6deecbe40695dbbf7c812dc2,Using Learning from Answer Sets for Robust Question Answering with LLM,
train,1292,Efficiently Grounding FOL Using Bit Vectors.,True,"Several paradigms for declarative problem solving start from a specification in a high-level language, which is then transformed to a low-level language, such as SAT or SMT. Often, this transformation includes a""grounding""step to remove first-order quantification. To reduce the time and size of the grounding, it can be useful to simplify formulas along the way, e.g., by already taking into account the interpretation of symbols that are already known. In this paper, we investigate the use of bit vectors to efficiently simplify formulas, thereby taking advantage of the fact that, on modern hardware, logical operations on bit vectors can be executed extremely fast. We conduct an experimental analysis, which shows that bit vectors are indeed fast for certain problems, but also have limitations.","This paper investigates the use of bit vectors to efficiently simplify formulas, thereby taking advantage of the fact that, on modern hardware, logical operations on bit vectors can be executed extremely fast.",1.0,5ca591931f559723eb5b4006808863d24cd82354,Efficiently grounding FOL using bit vectors,
train,1293,Monitoring and Scheduling of Semiconductor Failure Analysis Labs.,False,,,1.0,2c8902075c5e707bf5833e00569bc44c31d85828,Monitoring and Scheduling of Semiconductor Failure Analysis Labs,
train,1295,A Generalisation of Epistemic Splitting Property.,False,,,1.0,bd22f4ed4736cd572aa4b878d69e69086b9aa0bb,A Generalisation of Epistemic Splitting Property,
train,1303,Enumeration of Minimal Models and MUSes in WASP.,False,,,1.0,1a37849029ef44c845a00d07410612a2273c4f7e,Enumeration of Minimal Models and MUSes in WASP,
train,1304,Solving Problems in the Polynomial Hierarchy with ASP(Q).,False,,,1.0,b65e7d78b092d7c5b584f1bef263e856a897ceef,Solving Problems in the Polynomial Hierarchy with ASP(Q),
train,1306,A Comparative Study of Three Neural-Symbolic Approaches to Inductive Logic Programming.,False,,,1.0,6b247c82bf2e44f897a8b7348fe5a9f946d990bc,A Comparative Study of Three Neural-Symbolic Approaches to Inductive Logic Programming,
train,1307,A Definition of Sceptical Semantics in the Constellations Approach.,False,,,1.0,469724549b874a8de119d03c3d9ba21b4b12fc19,A Definition of Sceptical Semantics in the Constellations Approach,
train,1309,Tunas - Fishing for Diverse Answer Sets: A Multi-shot Trade up Strategy.,False,,,1.0,fe37ac9daf621d9bde75d4346807826250c85bfa,Tunas - Fishing for Diverse Answer Sets: A Multi-shot Trade up Strategy,
train,1312,DeduDeep: An Extensible Framework for Combining Deep Learning and ASP-Based Models.,False,,,1.0,a882b5006ba90a4c965eddb8023acffe76f08f1f,DeduDeep: An Extensible Framework for Combining Deep Learning and ASP-Based Models,
train,1314,ASP for Flexible Payroll Management.,False,,,1.0,72eaebbd729b774f45b48c118693ec98e6c9401f,ASP for Flexible Payroll Management,
train,1315,Optimising Business Process Discovery Using Answer Set Programming.,False,,,1.0,b55289941249d164aa014a42e1c790373d2904da,Optimising Business Process Discovery Using Answer Set Programming,
train,1322,Representing Abstract Dialectical Frameworks with Binary Decision Diagrams.,False,,,1.0,cd7bddf6915538a7718fda4c4ba084f72d941d38,Representing Abstract Dialectical Frameworks with Binary Decision Diagrams,
train,1326,Reasoning About Actions with EL Ontologies and Temporal Answer Sets for DLTL.,False,,,1.0,4ff1eb2c51e205d95577bea8ecf75f496ea54031,Reasoning About Actions with EL Ontologies and Temporal Answer Sets for DLTL,
train,1327,Inference to the Stable Explanations.,False,,,1.0,b172781774147983b12fea05f02a457068b349c9,Inference to the Stable Explanations,
train,1328,Clingraph: ASP-Based Visualization.,False,,,1.0,aac602ad7e953f77c5e3ca1de167621435ac7521,Clingraph: ASP-Based Visualization,
train,1333,Learning to Rank the Distinctiveness of Behaviour in Serial Offending.,False,,,1.0,69544dccc1d570c26d8503da29e9d051f8609211,Learning to Rank the Distinctiveness of Behaviour in Serial Offending,
train,1335,A Machine Learning System to Improve the Performance of ASP Solving Based on Encoding Selection.,False,,,1.0,9a6e0f37483e6eae1e606bf885790f78b0a2e496,A Machine Learning System to Improve the Performance of ASP Solving Based on Encoding Selection,
train,1338,Efficient Computation of Answer Sets via SAT Modulo Acyclicity and Vertex Elimination.,False,,,1.0,e756b9df59b4911c83180e5ecff146c3945a3550,Efficient Computation of Answer Sets via SAT Modulo Acyclicity and Vertex Elimination,
train,1345,Knowledge-Based Support for Adhesive Selection.,False,,,1.0,ae134c476513dd6171710191636111588cc98b8f,Knowledge-Based Support for Adhesive Selection,
train,1382,lp2normal - A Normalization Tool for Extended Logic Programs.,False,,,1.0,0905a1c90dbe49508bb5d3e0103ec52d13c0487b,lp2normal - A Normalization Tool for Extended Logic Programs,
train,1386,Self-Correcting Unsound Reasoning Agents.,True,,A formal framework for relating learning and deduction in reasoning agents by a reasoning/deduction connection is introduced and it is shown how this—and related—definition apply to a setting in which agents are modeled by first-order logic theories.,1.0,bdeb2446bd90c601be46b15b450fc79bff4c48cf,Self-Correcting Unsound Reasoning Agents,
train,1389,plasp 3: Towards Effective ASP Planning.,True,"Abstract We describe the new version of the Planning Domain Definition Language (PDDL)-to-Answer Set Programming (ASP) translator plasp. First, it widens the range of accepted PDDL features. Second, it contains novel planning encodings, some inspired by Satisfiability Testing (SAT) planning and others exploiting ASP features such as well-foundedness. All of them are designed for handling multivalued fluents in order to capture both PDDL as well as SAS planning formats. Third, enabled by multishot ASP solving, it offers advanced planning algorithms also borrowed from SAT planning. As a result, plasp provides us with an ASP-based framework for studying a variety of planning techniques in a uniform setting. Finally, we demonstrate in an empirical analysis that these techniques have a significant impact on the performance of ASP planning.","The new version of the Planning Domain Definition Language (PDDL)-to-Answer Set Programming (ASP) translator plasp widens the range of accepted PDDL features and contains novel planning encodings, some inspired by Satisfiability Testing (SAT) planning and others exploiting ASP features such as well-foundedness.",1.0,2d39cfb36a2f02d8a2bc63c703a49a492d572319,plasp 3: Towards Effective ASP Planning,
train,1421,"Proceedings of the 10th Workshop on Answer Set Programming and Other Computing Paradigms co-located with the 14th International Conference on Logic Programming and Nonmonotonic Reasoning, ASPOCP@LPNMR 2017, Espoo, Finland, July 3, 2017.",False,,,1.0,5db21b302d434b08cb9a679c98153d6f96dd70b5,"Proceedings of the 10th Workshop on Answer Set Programming and Other Computing Paradigms co-located with the 14th International Conference on Logic Programming and Nonmonotonic Reasoning, ASPOCP@LPNMR 2017, Espoo, Finland, July 3, 2017",
train,1463,sfHornStr: Invariant Synthesis for Regular Model Checking as Constrained Horn Clauses.,False,,,1.0,0f025543baa6f326056d4c920f687c06edb7f434,sfHornStr: Invariant Synthesis for Regular Model Checking as Constrained Horn Clauses,
train,1593,Reconstruction of SMT Proofs with Lambdapi.,False,,,1.0,74dc5db45d077ef5db9091f58dea0ec19fff0b74,Reconstruction of SMT proofs with Lambdapi,
train,1600,Invited Talk: The Hows and Whys of Higher-Order SMT.,False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
train,1685,SolCMC: Solidity Compiler&apos;s Model Checker.,False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
train,1694,Formal Specification for Learning-Enabled Autonomous Systems.,False,,,1.0,4706aed09aa20a83aaa8ca67ff06c9fd110eca6f,Formal Specification for Learning-Enabled Autonomous Systems,
train,1715,Neural Network Precision Tuning Using Stochastic Arithmetic.,False,,,1.0,0d53537dfb936a43113cb56008fc9a955430e3ca,Neural Network Precision Tuning Using Stochastic Arithmetic,
train,1746,Differentiable Logics for Neural Network Training and Verification.,True,"The rising popularity of neural networks (NNs) in recent years and their increasing prevalence in real-world applications have drawn attention to the importance of their verification. While verification is known to be computationally difficult theoretically [6], many techniques have been proposed for solving it in practice [1]. It has been observed in the literature that by default neural networks rarely satisfy logical constraints that we want to verify. A good course of action is to train the given NN to satisfy said constraint prior to verifying them [5, 15]. This idea is sometimes referred to as continuous verification [9, 2], referring to the loop between training and verification. Usually training with constraints is implemented by specifying a translation for a given formal logic language into loss functions. These loss functions are then used to train neural networks. Because for training purposes these functions need to be differentiable, these translations are called differentiable logics (DL). This raises several research questions. What kind of differentiable logics are possible? What difference does a specific choice of DL make in the context of continuous verification? What are the desirable criteria for a DL viewed from the point of view of the resulting loss function? In this extended abstract we will discuss and answer these questions.","The rising popularity of neural networks in recent years and their increasing prevalence in real-world applications have drawn attention to the importance of their verification, which raises several research questions.",1.0,c0b37d6b239a8714773887fd39992ddb823e2b11,Differentiable Logics for Neural Network Training and Verification,
train,1755,"4th International Workshop on Formal Methods for Blockchains, FMBC@CAV 2022, Haifa, Israel, August 11, 2022",False,,,1.0,e87c907b4bbaa1462d917407c90f58834f5505d6,"4th International Workshop on Formal Methods for Blockchains, FMBC@CAV 2022, Haifa, Israel, August 11, 2022",
train,1849,"3rd International Workshop on Formal Methods for Blockchains, FMBC@CAV 2021, Los Angeles, California, USA (Virtual Conference), July 18-19, 2021",False,,,1.0,e3e6a6727b2abe42c97881d4b0017d05bf1e4630,"3rd International Workshop on Formal Methods for Blockchains, FMBC@CAV 2021, Los Angeles, California, USA (Virtual Conference), July 18-19, 2021",
train,2138,"Computer Aided Verification - 30th International Conference, CAV 2018, Held as Part of the Federated Logic Conference, FloC 2018, Oxford, UK, July 14-17, 2018, Proceedings, Part I",False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
train,2142,Repairing Decision-Making Programs Under Uncertainty.,False,,,1.0,9358cbcc97872eb66899b96eb82256b3b274f5d8,Repairing Decision-Making Programs Under Uncertainty,
train,2157,Formal Correctness of Comparison Algorithms Between Binary64 and Decimal64 Floating-Point Numbers.,False,,,1.0,6c50ef550d2b833cc2cd33380e0e9202db89aa3b,Formal Correctness of Comparison Algorithms Between Binary64 and Decimal64 Floating-Point Numbers,
train,2219,"Numerical Software Verification - 10th International Workshop, NSV 2017, Heidelberg, Germany, July 22-23, 2017, Proceedings [collocated with CAV 2017]",False,,,0.0,,,"HTTP 404: {""error"":""Title match not found""}
"
