id,Label,oof_score,oof_pred,p_label_1,p_label_2,p_label_3,p_label_4,p_label_5
103,1,2.0,2,0.0,1.0,0.0,0.0,0.0
104,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
105,1,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
106,3,5.0,5,0.0,0.0,0.0,0.0,1.0
107,4,1.0,1,1.0,0.0,0.0,0.0,0.0
108,1,3.0,3,0.0,0.0,1.0,0.0,0.0
109,1,1.0,1,1.0,0.0,0.0,0.0,0.0
110,3,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
111,5,5.0,5,0.0,0.0,0.0,0.0,1.0
112,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
113,2,1.0,1,1.0,0.0,0.0,0.0,0.0
114,4,1.0,1,1.0,0.0,0.0,0.0,0.0
115,3,5.0,5,0.0,0.0,0.0,0.0,1.0
116,1,2.0,2,0.0,1.0,0.0,0.0,0.0
117,2,5.0,5,0.0,0.0,0.0,0.0,1.0
118,1,5.0,5,0.0,0.0,0.0,0.0,1.0
119,3,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
120,1,3.0,3,0.0,0.0,1.0,0.0,0.0
121,3,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
122,5,5.0,5,0.0,0.0,0.0,0.0,1.0
123,5,5.0,5,0.0,0.0,0.0,0.0,1.0
124,5,5.0,5,0.0,0.0,0.0,0.0,1.0
125,3,5.0,5,0.0,0.0,0.0,0.0,1.0
126,4,4.0,4,0.0,0.0,0.0,1.0,0.0
127,2,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
128,3,3.0,3,0.0,0.0,1.0,0.0,0.0
129,5,1.0,1,1.0,0.0,0.0,0.0,0.0
130,4,3.0,3,0.0,0.0,1.0,0.0,0.0
131,3,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
132,1,5.0,5,0.0,0.0,0.0,0.0,1.0
133,2,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
134,5,5.0,5,0.0,0.0,0.0,0.0,1.0
135,5,3.0,3,0.0,0.0,1.0,0.0,0.0
136,1,2.0,2,0.0,1.0,0.0,0.0,0.0
137,1,1.0,1,1.0,0.0,0.0,0.0,0.0
138,3,5.0,5,0.0,0.0,0.0,0.0,1.0
139,5,5.0,5,0.0,0.0,0.0,0.0,1.0
140,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
141,5,5.0,5,0.0,0.0,0.0,0.0,1.0
142,5,5.0,5,0.0,0.0,0.0,0.0,1.0
143,3,2.0,2,0.0,1.0,0.0,0.0,0.0
144,1,4.0,4,0.0,0.0,0.0,1.0,0.0
145,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
146,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
147,1,5.0,5,0.0,0.0,0.0,0.0,1.0
148,1,5.0,5,0.0,0.0,0.0,0.0,1.0
149,1,4.0,4,0.0,0.0,0.0,1.0,0.0
150,2,4.0,4,0.0,0.0,0.0,1.0,0.0
151,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
152,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
153,1,4.0,4,0.0,0.0,0.0,1.0,0.0
154,1,2.0,2,0.0,1.0,0.0,0.0,0.0
155,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
156,4,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
157,1,5.0,5,0.0,0.0,0.0,0.0,1.0
158,1,4.0,4,0.0,0.0,0.0,1.0,0.0
159,2,3.0,3,0.0,0.0,1.0,0.0,0.0
160,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
161,3,5.0,5,0.0,0.0,0.0,0.0,1.0
162,4,5.0,5,0.0,0.0,0.0,0.0,1.0
163,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
164,1,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
165,2,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
166,1,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
167,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
168,3,5.0,5,0.0,0.0,0.0,0.0,1.0
169,5,3.0,3,0.0,0.0,1.0,0.0,0.0
170,5,3.0,3,0.0,0.0,1.0,0.0,0.0
171,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
172,4,1.0,1,1.0,0.0,0.0,0.0,0.0
173,3,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
174,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
175,4,3.0,3,0.0,0.0,1.0,0.0,0.0
176,4,5.0,5,0.0,0.0,0.0,0.0,1.0
177,4,3.0,3,0.0,0.0,1.0,0.0,0.0
178,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
179,3,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
180,4,5.0,5,0.0,0.0,0.0,0.0,1.0
181,5,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
182,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
183,3,5.0,5,0.0,0.0,0.0,0.0,1.0
184,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
185,4,3.0,3,0.0,0.0,1.0,0.0,0.0
186,5,5.0,5,0.0,0.0,0.0,0.0,1.0
187,2,2.0,2,0.0,1.0,0.0,0.0,0.0
188,5,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
189,4,5.0,5,0.0,0.0,0.0,0.0,1.0
190,2,2.0,2,0.0,1.0,0.0,0.0,0.0
191,1,5.0,5,0.0,0.0,0.0,0.0,1.0
192,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
193,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
194,4,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
195,3,5.0,5,0.0,0.0,0.0,0.0,1.0
196,1,3.0,3,0.0,0.0,1.0,0.0,0.0
197,1,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
198,2,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
199,3,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
200,2,3.0,3,0.0,0.0,1.0,0.0,0.0
201,5,5.0,5,0.0,0.0,0.0,0.0,1.0
202,5,4.0,4,0.0,0.0,0.0,1.0,0.0
203,5,5.0,5,0.0,0.0,0.0,0.0,1.0
204,4,5.0,5,0.0,0.0,0.0,0.0,1.0
205,2,3.0,3,0.0,0.0,1.0,0.0,0.0
206,1,5.0,5,0.0,0.0,0.0,0.0,1.0
207,2,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
208,3,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
209,1,1.0,1,1.0,0.0,0.0,0.0,0.0
210,1,2.0,2,0.0,1.0,0.0,0.0,0.0
211,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
212,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
213,4,5.0,5,0.0,0.0,0.0,0.0,1.0
214,5,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
215,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
216,3,4.0,4,0.0,0.0,0.0,1.0,0.0
217,1,5.0,5,0.0,0.0,0.0,0.0,1.0
218,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
219,5,1.0,1,1.0,0.0,0.0,0.0,0.0
220,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
221,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
222,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
223,3,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
224,1,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
225,5,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
226,5,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
227,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
228,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
229,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
230,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
231,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
232,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
233,4,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
234,3,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
235,5,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
236,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
237,1,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
238,1,3.0,3,0.0,0.0,1.0,0.0,0.0
239,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
240,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
241,1,5.0,5,0.0,0.0,0.0,0.0,1.0
242,3,5.0,5,0.0,0.0,0.0,0.0,1.0
243,3,3.0,3,0.0,0.0,1.0,0.0,0.0
244,4,5.0,5,0.0,0.0,0.0,0.0,1.0
245,5,5.0,5,0.0,0.0,0.0,0.0,1.0
246,4,5.0,5,0.0,0.0,0.0,0.0,1.0
247,5,5.0,5,0.0,0.0,0.0,0.0,1.0
248,3,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
249,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
250,1,1.0,1,1.0,0.0,0.0,0.0,0.0
251,4,5.0,5,0.0,0.0,0.0,0.0,1.0
252,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
253,5,5.0,5,0.0,0.0,0.0,0.0,1.0
254,1,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
255,2,3.0,3,0.0,0.0,1.0,0.0,0.0
256,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
257,5,5.0,5,0.0,0.0,0.0,0.0,1.0
258,4,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
259,5,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
260,1,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
261,4,5.0,5,0.0,0.0,0.0,0.0,1.0
262,2,5.0,5,0.0,0.0,0.0,0.0,1.0
263,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
264,3,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
265,3,5.0,5,0.0,0.0,0.0,0.0,1.0
266,1,5.0,5,0.0,0.0,0.0,0.0,1.0
267,1,1.0,1,1.0,0.0,0.0,0.0,0.0
268,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
269,3,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
270,4,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
271,5,5.0,5,0.0,0.0,0.0,0.0,1.0
272,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
273,4,5.0,5,0.0,0.0,0.0,0.0,1.0
274,4,3.0,3,0.0,0.0,1.0,0.0,0.0
275,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
276,2,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
277,2,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
278,1,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
279,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
280,3,3.0,3,0.0,0.0,1.0,0.0,0.0
281,1,2.0,2,0.0,1.0,0.0,0.0,0.0
282,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
283,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
284,2,4.0,4,0.0,0.0,0.0,1.0,0.0
285,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
286,1,3.0,3,0.0,0.0,1.0,0.0,0.0
287,4,4.0,4,0.0,0.0,0.0,1.0,0.0
288,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
289,1,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
290,1,5.0,5,0.0,0.0,0.0,0.0,1.0
291,5,5.0,5,0.0,0.0,0.0,0.0,1.0
292,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
293,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
294,1,3.0,3,0.0,0.0,1.0,0.0,0.0
295,2,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
296,3,4.0,4,0.0,0.0,0.0,1.0,0.0
297,3,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
298,4,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
299,5,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
300,3,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
301,2,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
302,4,5.0,5,0.0,0.0,0.0,0.0,1.0
303,5,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
304,5,5.0,5,0.0,0.0,0.0,0.0,1.0
305,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
306,1,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
307,1,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
308,2,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
309,2,4.0,4,0.0,0.0,0.0,1.0,0.0
310,4,5.0,5,0.0,0.0,0.0,0.0,1.0
311,3,5.0,5,0.0,0.0,0.0,0.0,1.0
